인덱스,장학금명,재단,장학종류,선발인원,장학혜택,선발대상,신청기간,조회수
5372,경기도 경단녀 디딤돌 취업지원,경기도일자리재단,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 06. 15. (수) ~ 2022. 06. 30. (목),조회 : 204
5373,서초구 미취업청년 취업장려금,서초구,기타장학,인원 미정,기타혜택 : 최대 50만원,"청년, 기타/일반",2022. 04. 18. (월) ~ 2022. 06. 30. (목),조회 : 103
5374,서울 강서구 미취업청년 취업장려금,강서구,기타장학,인원 미정,기타혜택 : 최대 50만원,기타/일반,2022. 04. 01. (금) ~ 2022. 06. 30. (목),조회 : 102
5375,세르비아 정부초청 장학,국립국제교육원,연수/연구장학,인원 미정,장학금지급 : 최대 -만원,대학생,2022. 06. 03. (금) ~ 2022. 07. 10. (일),"조회 : 1,154"
5376,HACCP 전문인력 양성과정 교육생 모집 (2022년 3기),경기도일자리재단,기타장학,총 25명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 06. 09. (목) ~ 2022. 07. 10. (일),조회 : 725
5377,강원도 청년 구직활동 지원,강원도일자리재단,기타장학,인원 미정,기타혜택 : 최대 300만원,청년,2022. 06. 27. (월) ~ 2022. 07. 10. (일),조회 : 302
5378,음성군 소셜미디어 기자단 모집,음성군,"장학프로그램, 기타장학",총 10명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 06. 13. (월) ~ 2022. 07. 12. (화),조회 : 218
5379,외국인 글로벌희망장학 (2022년 2학기),삼성꿈장학재단,장학금,인원 미정,장학금지급 : 최대 500만원,"대학생, 대학원생",2022. 06. 03. (금) ~ 2022. 07. 14. (목),"조회 : 1,262"
5380,파주시 청년취업자 월세 지원 (22년 하반기),파주시,기타장학,총 150명 선발,기타혜택 : 최대 120만원,"청년, 기타/일반",2022. 06. 16. (목) ~ 2022. 07. 15. (금),조회 : 268
5381,새희망힐링펀드 장학 (2022년),신용회복위원회,장학금,총 225명 선발,장학금지급 : 최대 200만원,"고등학생, 대학생",2022. 05. 02. (월) ~ 2022. 07. 15. (금),"조회 : 3,773"
5382,포스코 비전장학 (2022년),포스코청암재단,장학금,총 50명 선발,장학금지급 : 최대 500만원,"대학생, 전문대생",2022. 07. 01. (금) ~ 2022. 07. 15. (금),"조회 : 3,067"
5383,희망/동행 삼일장학 (2022년 2학기),삼일장학회,장학금,총 30명 선발,장학금지급 : 최대 250만원,대학생,2022. 06. 13. (월) ~ 2022. 08. 02. (화),"조회 : 5,658"
5385,한국산업인력공단 월드잡플러스 서포터즈 9기 모집,한국산업인력공단,기타장학,총 16명 선발,기타혜택 : 최대 -만원,대학생,2022. 06. 20. (월) ~ 2022. 07. 03. (일),"조회 : 2,140"
5386,서울시 청년월세지원 (2022년),서울시,기숙사/주거지원,"총 20,000명 선발",거주 지원 : 최대 200만원,"대학생, 전문대생, 대학원생, 청년, 기타/일반",2022. 06. 28. (화) ~ 2022. 07. 07. (목),"조회 : 1,226"
5387,중앙대 복지장학금 (서울캠),중앙대학교,장학금,인원 미정,장학금지급 : 최대 100만원,대학생,2022. 06. 13. (월) ~ 2022. 06. 30. (목),조회 : 172
5388,중앙대 복지장학금 (안성캠),중앙대학교,장학금,총 00명 선발,장학금지급 : 최대 100만원,대학생,2022. 06. 10. (금) ~ 2022. 06. 30. (목),조회 : 96
5389,의왕시 창업지원공간 신규입주 모집,의왕시,기타장학,총 15명 선발,활동 지원 : 최대 500만원,기타/일반,2022. 06. 27. (월) ~ 2022. 06. 30. (목),조회 : 63
5390,양주시 청년창업 경진대회,양주시,"장학프로그램, 기타장학",총 4명 선발,포상/상금 : 최대 1000만원,"청년, 기타/일반",2022. 06. 01. (수) ~ 2022. 06. 30. (목),조회 : 41
5391,SK텔레콤 트루 이노베이션 액셀레이터 2기,중소벤처기업부,"장학프로그램, 기타장학",총 15명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 05. 18. (수) ~ 2022. 06. 30. (목),조회 : 211
5392,고속도로장학재단 희망드림 장학 (2022년),고속도로장학재단,기타장학,인원 미정,기타혜택 : 최대 300만원,기타/일반,2022. 06. 21. (화) ~ 2022. 06. 30. (목),조회 : 636
5393,청소년미혼모 키트지원,기아대책,기타장학,인원 미정,기타혜택 : 최대 -만원,"고등학생, 대학생, 청년",2022. 06. 16. (목) ~ 2022. 06. 30. (목),조회 : 84
5394,콘텐츠 융복합 전시회 참가지원사업,한국출판문화산업진흥원,"장학프로그램, 기타장학",총 4명 선발,"활동 지원 : 최대 1,000만원",기타/일반,2022. 06. 16. (목) ~ 2022. 06. 30. (목),조회 : 86
5395,경영자 코칭 지원사업,사단법인 한국중소기업발전협회,기타장학,총 5명 선발,기타혜택 : 최대 -만원,기타/일반,2022. 06. 14. (화) ~ 2022. 06. 30. (목),조회 : 78
5396,소호마을 농촌에서 살아보기,귀농귀촌종합센터,기타장학,총 1명 선발,활동 지원 : 최대 -만원,기타/일반,2022. 06. 07. (화) ~ 2022. 06. 30. (목),조회 : 176
5397,남양주시 청년취업성공 프로젝트 3기,남양주시,기타장학,총 15명 선발,기타혜택 : 최대 30만원,청년,2022. 06. 22. (수) ~ 2022. 07. 01. (금),조회 : 101
5398,의왕시 경기도 예술인 창작지원금,의왕시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,2022. 06. 20. (월) ~ 2022. 07. 01. (금),조회 : 67
5399,코로나19 특고∙프리랜서 고용안정지원금,고용노동부,기타장학,인원 미정,기타혜택 : 최대 200만원,기타/일반,2022. 06. 23. (목) ~ 2022. 07. 01. (금),조회 : 181
5400,아모레퍼시픽 박사학위 연구지원,아모레퍼시픽재단,"장학프로그램, 기타장학",인원 미정,"활동 지원 : 최대 3,000만원","대학원생, 기타/일반",2022. 06. 13. (월) ~ 2022. 07. 03. (일),조회 : 408
5402,연천군 지역주도형 청년일자리 사업 참여자 모집,연천군,기타장학,총 10명 선발,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 06. 06. (월) ~ 2022. 07. 01. (금),조회 : 54
5403,해양수산부장학(수산후계 장학) (2022년 2학기),농어촌희망재단,장학금,인원 미정,장학금지급 : 최대 250만원,대학생,2022. 06. 21. (화) ~ 2022. 07. 07. (목),조회 : 425
5404,동두천시 귀농 농업창업 및 주택구입 지원,동두천시,기타장학,인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 06. 20. (월) ~ 2022. 07. 08. (금),조회 : 227
5405,여름방학 다품멘토링,대구광역시 교육청,기타장학,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 06. 22. (수) ~ 2022. 07. 08. (금),"조회 : 1,255"
5407,2022 다맞춤 멘토링 멘토 모집,대구광역시 교육청,기타장학,총 40명 선발,활동 지원 : 최대 3.5만원,"대학생, 기타/일반",2022. 06. 24. (금) ~ 2022. 07. 08. (금),조회 : 729
5408,법무법인 세움 이룸 장학 (2022년),법무법인 세움,장학금,총 5명 선발,"장학금지급 : 최대 1,500만원",고등학생,2022. 06. 13. (월) ~ 2022. 07. 08. (금),조회 : 931
5409,한화토탈에너지스 산학 장학,한화그룹,"취업연계/산학장학, 기타장학",인원 미정,장학금지급 : 최대 250만원,"대학생, 대학원생",2022. 06. 15. (수) ~ 2022. 07. 08. (금),"조회 : 1,538"
5410,MG 희망나눔 소셜 성장 지원사업,함께일하는재단,"장학프로그램, 기타장학",총 22명 선발,"활동 지원 : 최대 5,000만원",기타/일반,2022. 06. 13. (월) ~ 2022. 07. 10. (일),"조회 : 1,303"
5411,농림축산식품부 대학 장학금 (2022년 2학기),농어촌희망재단,장학금,"총 2,910명 선발",장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 06. 21. (화) ~ 2022. 07. 07. (목),조회 : 667
5412,고등교육재단 해외유학장학 (2022년),한국고등교육재단,"장학금, 연수/연구장학",인원 미정,장학금지급 : 최대 -만원,"대학생, 대학원생, 기타/일반",2022. 06. 13. (월) ~ 2022. 07. 11. (월),"조회 : 2,242"
5413,기보벤처캠프 참여모집,기술보증기금,"장학프로그램, 기타장학",총 50명 선발,활동 지원 : 최대 -만원,기타/일반,2022. 06. 17. (금) ~ 2022. 07. 14. (목),조회 : 787
5414,경기도 광주시 예술인 재난지원금 (2차),경기도 광주시,기타장학,인원 미정,기타혜택 : 최대 100만원,기타/일반,"(1차) 2022. 06. 27. (월) ~ 2022. 07. 08. (금)
(2차) 2022. 07. 11. (월) ~ 2022. 07. 15. (금)",조회 : 225
5415,삼아사운드 삼아 장학 (2022년 2학기),삼아사운드,"장학금, 장학프로그램",총 19명 선발,장학금지급 : 최대 500만원,"대학생, 전문대생",2022. 07. 11. (월) ~ 2022. 07. 15. (금),"조회 : 1,915"
5416,본엔젤스 초심캠프 4기 모집,본엔젤스,"장학프로그램, 기타장학",인원 미정,기타혜택 : 최대 -만원,기타/일반,2022. 06. 20. (월) ~ 2022. 07. 15. (금),"조회 : 1,307"
5417,부산 미래 정책∙창업 아이디어 경진대회,(사)금융도시부산포럼,"장학프로그램, 기타장학",총 10명 선발,포상/상금 : 최대 100만원,중학생,2022. 06. 20. (월) ~ 2022. 07. 11. (월),조회 : 220
5418,서울 장애인 씨알장학 (2022년),서울장애인자립생활센터,장학금,총 3명 선발,장학금지급 : 최대 150만원,"대학생, 전문대생, 대학원생",2022. 06. 13. (월) ~ 2022. 07. 17. (일),조회 : 516
5419,애틀랜타 섬기는교회 섬김 장학금,애틀랜타섬기는교회,장학금,인원 미정,장학금지급 : 최대 -만원,"대학생, 전문대생",2022. 06. 27. (월) ~ 2022. 07. 17. (일),"조회 : 1,383"
5420,2022 소셜벤처 경연대회,한국사회적기업진흥원,"장학프로그램, 기타장학",총 39명 선발,"포상/상금 : 최대 2,000만원","중학생, 고등학생, 대학생, 청년, 기타/일반",2022. 06. 14. (화) ~ 2022. 07. 18. (월),조회 : 546
5421,경기도 청년 취업지원프로그램,경기도일자리재단,기타장학,인원 미정,기타혜택 : 최대 -만원,청년,2022. 06. 13. (월) ~ 2022. 07. 19. (화),조회 : 698
5422,울산광역시 학자금대출 이자지원 (2022년 1학기),울산광역시,대출지원,인원 미정,대출 지원 : 최대 -만원,"대학생, 전문대생",2022. 06. 07. (화) ~ 2022. 07. 20. (수),조회 : 264
5423,함안군장학재단 장학 (2022년 하반기),함안군장학재단,장학금,인원 미정,장학금지급 : 최대 300만원,"중학생, 고등학생, 대학생",2022. 07. 13. (수) ~ 2022. 07. 20. (수),조회 : 445
5424,종근당고촌학사 입사생 모집 (2022년 하반기),종근당고촌재단,기숙사/주거지원,총 00명 선발,거주 지원 : 최대 -만원,대학생,2022. 06. 20. (월) ~ 2022. 07. 21. (목),"조회 : 1,078"
5425,보은군민장학회 중∙고등학생 복지 장학 (2022년 상반기),보은군민장학회,장학금,인원 미정,장학금지급 : 최대 40만원,"중학생, 고등학생",2022. 06. 27. (월) ~ 2022. 07. 20. (수),조회 : 221
5426,경상남도 노동자자녀 장학 추가모집,경상남도,장학금,총 25명 선발,장학금지급 : 최대 200만원,대학생,2022. 07. 05. (화) ~ 2022. 07. 22. (금),조회 : 872
5427,풀브라이트 3기 언론인 장학,한미교육위원단,장학금,총 0명 선발,장학금지급 : 최대 -만원,"대학원생, 청년",2022. 07. 11. (월) ~ 2022. 07. 22. (금),"조회 : 1,030"
5428,시흥시인재양성재단 장학 (2022년 하반기),시흥시인재양성재단,장학금,총 916명 선발,장학금지급 : 최대 200만원,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 청년",2022. 06. 10. (금) ~ 2022. 07. 08. (금),조회 : 252
5429,시골언니 프로젝트 참가자 모집 ***2차***,농림축산식품부,기타장학,인원 미정,기타혜택 : 최대 -만원,"청년, 기타/일반",2022. 10. 01. (토) ~ 2022. 10. 31. (월),"조회 : 11,449"
5430,광명문화재단 청년예술인 지원 (2022년),광명문화재단,기타장학,총 -명 선발,활동 지원 : 최대 -만원,"청년, 기타/일반",2022. 06. 24. (금) ~ 2022. 07. 05. (화),조회 : 132
5431,예금보험공사 사회적경제기업 성장지원사업,예금보험공사,기타장학,총 -명 선발,기타혜택 : 최대 300만원,기타/일반,2022. 06. 27. (월) ~ 2022. 07. 08. (금),조회 : 10
5432,도레이첨단소재 산학장학,도레이첨단소재,"취업연계/산학장학, 기타장학",인원 미정,"장학금지급 : 최대 1,000만원",대학원생,2022. 06. 27. (월) ~ 2022. 07. 10. (일),조회 : 332
5433,서울마포음악창작소 음반제작지원,마포문화재단,기타장학,총 6명 선발,활동 지원 : 최대 -만원,기타/일반,2022. 06. 25. (토) ~ 2022. 07. 10. (일),조회 : 100
5434,예술인 코로나19 특별융자 (2022년 7월),한국예술인복지재단,기타장학,인원 미정,대출 지원 : 최대 700만원,기타/일반,2022. 07. 01. (금) ~ 2022. 07. 11. (월),조회 : 4
5435,예술인 코로나19 특별융자 (2022년 7월),한국예술인복지재단,기타장학,인원 미정,대출 지원 : 최대 700만원,기타/일반,2022. 07. 01. (금) ~ 2022. 07. 11. (월),조회 : 166
5436,예술인 생활안정자금대출 (2022년 7월),한국예술인복지재단,"기숙사/주거지원, 기타장학",인원 미정,대출 지원 : 최대 700만원,기타/일반,2022. 07. 01. (금) ~ 2022. 07. 11. (월),조회 : 164
5437,한국마사회 장학관 입사생 모집 (2022년 하반기),렛츠런재단,기숙사/주거지원,총 14명 선발,거주 지원 : 최대 -만원,"대학생, 전문대생",2022. 06. 29. (수) ~ 2022. 07. 13. (수),조회 : 10
5438,복꿈나눔 장학생 신규모집,한국장학재단,"장학프로그램, 기타장학",총 300명 선발,활동 지원 : 최대 10만원,"중학생, 고등학생, 대학생",2022. 07. 08. (금) ~ 2022. 07. 14. (목),"조회 : 1,611"
5439,성련장학재단 장학,성련장학재단,장학금,총 -명 선발,장학금지급 : 최대 -만원,대학생,2022. 06. 28. (화) ~ 2022. 07. 19. (화),"조회 : 2,993"
5440,서울시 청년창작자 창업지원 사업,서울시,기타장학,총 50명 선발,활동 지원 : 최대 -만원,"대학생, 대학원생, 청년",2022. 06. 27. (월) ~ 2022. 07. 15. (금),조회 : 353
5441,용인 청소년 예술꿈드림 장학,용인문화재단,"장학금, 기타장학",총 -명 선발,장학금지급 : 최대 -만원,고등학생,2022. 06. 22. (수) ~ 2022. 07. 15. (금),조회 : 275
5442,소나무 아카데미 장학 (2022년),소나무장학회,장학금,인원 미정,장학금지급 : 최대 300만원,"대학생, 대학원생",2022. 07. 06. (수) ~ 2022. 07. 15. (금),"조회 : 2,482"
5443,한국전력전우회 섬사랑 장학 (2022년),한국전력전우회,장학금,총 100명 선발,장학금지급 : 최대 300만원,"대학생, 전문대생",2022. 06. 17. (금) ~ 2022. 07. 17. (일),조회 : 905
5444,대학∙대학원생 OK생활장학 (2022년 2학기),OK배정장학재단,장학금,인원 미정,장학금지급 : 최대 200만원,"대학생, 대학원생",2022. 06. 27. (월) ~ 2022. 07. 18. (월),"조회 : 4,607"
5445,웰컴금융그룹 방정환 장학 (2022년 24기),웰컴금융그룹,장학금,총 00명 선발,장학금지급 : 최대 230만원,"중학생, 고등학생, 대학생, 전문대생",2022. 06. 30. (목) ~ 2022. 07. 19. (화),"조회 : 1,901"
5446,대학생 연합생활관 신규입주 모집 (2022년 2학기 2차),한국장학재단,기숙사/주거지원,인원 미정,거주 지원 : 최대 -만원,"대학생, 전문대생, 대학원생",2022. 07. 01. (금) ~ 2022. 07. 22. (금),"조회 : 1,916"
5447,군포시 저소득층 긴급생활지원금,군포시,기타장학,인원 미정,장학금지급 : 최대 254만원,기타/일반,2022. 06. 27. (월) ~ 2022. 07. 25. (월),조회 : 224
5448,밝은성모안과 라식라섹 할인 혜택,밝은성모안과의원,기타장학,인원 미정,기타혜택 : 최대 -만원,"대학생, 전문대생, 대학원생, 청년",2022. 07. 11. (월) ~ 2022. 12. 31. (토),"조회 : 11,234"
5451,경북도립대 인재육성장학,경북도립대학교,장학금,총 22명 선발,장학금지급 : 최대 30만원,"대학생, 전문대생",2022. 07. 06. (수) ~ 2022. 07. 15. (금),조회 : 96
5452,광진구 장학 (2022년),광진구,장학금,총 52명 선발,장학금지급 : 최대 250만원,"고등학생, 대학생",2022. 07. 06. (수) ~ 2022. 07. 20. (수),조회 : 532
