id,contest_name,company_type,institution,target,rewards,app_period,contest_benefit,fields
115133,"전라남도 방문의 해, 전남 관광 메타버스 인증샷 이벤트",공공기관/공기업,전라남도 관광과,대상 제한 없음,-,22.12.9 ~ 22.12.25,기타,"사진/영상/UCC, 캐릭터/만화/게임"
115150,"2022 숏폼 콘텐츠 공모전 “ㅇㅌㅂㅂㅅ,ㅇㅌㅂㅂㅅ”",스타트업,에이블제이주식회사,대상 제한 없음,1400만 원,22.9.26 ~ 22.12.31,인턴/정규직채용,사진/영상/UCC
115174,학교 밖 청소년·비진학 청년 창업가 및 예술가 공익활동 지원사업 안내,스타트업,다다다협동조합,"청소년, 직장인/일반인",200만 원,22.12.13 ~ 22.12.31,기타,"기획/아이디어, 창업"
115178,2023 DGM 미래차분야 기술아이디어 공모전,기타,(주)태원이노베이션,대학생,-,22.12.19 ~ 22.12.30,"기타, 상장 수여",기획/아이디어
115179,2023 DGM 미래모빌리티 경진대회 참가모집 안내,중소기업,(주)태원이노베이션,대학생,-,22.12.19 ~ 22.12.30,기타,과학/공학
115213,제 1회 아이러브북 이달의 책 공모전,중소기업,(주)아이러브북,대상 제한 없음,100만 원,22.12.27 ~ 23.1.31,기타,문학/시나리오
115215,2022 어린이조선일보 글로벌 미술대회,중소기업,"어린이조선일보, 에듀조선",청소년,-,22.12.12 ~ 23.1.27,"기타, 상장 수여",디자인/순수미술/공예
115217,KR 자산개발사업 대학생 사진 공모전,공공기관/공기업,국가철도공단,대학생,490만 원,22.10.24 ~ 23.1.23,기타,사진/영상/UCC
115219,2023 기획공연 (찾아가는 공연 및 버스킹 ) & 기획전시 공모,기타,인천수봉문화회관,대상 제한 없음,550만 원,22.12.13 ~ 23.1.3,기타,전시/페스티벌
115222,꾸밍x핫트랙스 라이징스타_캐릭터 디자이너 육성 공모전,대기업,핫트랙스 꾸밍,대상 제한 없음,600만 원,22.12.21 ~ 23.1.25,기타,디자인/순수미술/공예
115225,2022 제1회 충남 전국대학생 영화제 공모,기타,사)한국영화인총연합회 충남지회,대학생,540만 원,22.12.7 ~ 22.12.23,"기타, 상장 수여",사진/영상/UCC
115226,아트봉봉 캐릭터 스토리텔링 공모전,중소기업,아이스크림아트,대상 제한 없음,-,22.12.21 ~ 23.1.31,기타,"캐릭터/만화/게임, 문학/시나리오"
115255,[추천공모전]「스포츠영웅 손기정 위인전」 독후감 공모전(~12/28),비영리단체/협회/재단,대한체육회,청소년,600만 원,22.12.1 ~ 22.12.28,기타,기타
115291,아트봉봉 캐릭터 스토리텔링 공모전,중소기업,(주) 아이스크림아트,대상 제한 없음,64만 원,22.12.21 ~ 23.1.31,기타,"네이밍/슬로건, 문학/시나리오"
115336,2023 교원그룹 손글씨 인식 AI 챌린지 <예선> (~01/16),기타,데이콘,대상 제한 없음,1000만 원,22.12.26 ~ 23.1.16,"입사시 가산점, 기타","기획/아이디어, 과학/공학"
115352,2022년 노인인식개선 캘리그라피 공모전,기타,경상남도노인보호전문기관,대상 제한 없음,90만 원,22.12.22 ~ 22.12.27,기타,디자인/순수미술/공예
115355,제2회 의용소방대의 날 기념 유물 및 작품 공모전,비영리단체/협회/재단,전국의용소방대연합회 / 소방청,대상 제한 없음,910만 원,22.12.1 ~ 22.12.31,기타,"디자인/순수미술/공예, 사진/영상/UCC"
115375,서울시 자원회수시설 명칭공모,중소기업,서울시청,대상 제한 없음,400만 원,22.12.22 ~ 23.1.24,기타,네이밍/슬로건
115376,새해맞이 써밋플레이 로고 캐릭터 이름을 지어줘!,중소기업,써밋플레이,대상 제한 없음,-,22.12.22 ~ 23.1.13,기타,"캐릭터/만화/게임, 네이밍/슬로건"
115378,사이드 프로젝트 콘테스트 (총 상금 500만원 상당),중소기업,콤파씨,대상 제한 없음,500만 원,22.12.1 ~ 23.1.13,기타,기획/아이디어
115380,2023 대구국제뮤지컬페스티벌(DIMF) 뮤지컬 인큐베이팅사업 리딩공연 공고,공공기관/공기업,대구광역시 / (사)대구국제뮤지컬페스티벌,대상 제한 없음,500만 원,22.12.12 ~ 23.1.3,기타,"전시/페스티벌, 예체능/패션"
115416,"핀휠의 취업성공을 위한 집중특강 (부제: 당신이 취업할 때까지, 함께합니다.)",스타트업,소셜벤처 (주)핀휠,대상 제한 없음,-,22.12.23 ~ 23.1.6,기타,기타
115435,[국토안전관리원] 나만의 그리닝 그리기!,공공기관/공기업,국토안전관리원,대상 제한 없음,130만 원,22.12.23 ~ 23.1.15,기타,"캐릭터/만화/게임, 디자인/순수미술/공예"
115503,제3회 레벨업 공모전,중소기업,아이피프라임,대상 제한 없음,323만 원,23.2.1 ~ 23.2.24,기타,"기획/아이디어, 문학/시나리오"
115505,인공지능 알고리즘을 활용한 토지특성조사표 구축 공간정보 활용 공모전,공공기관/공기업,한국국토정보공사 공간정보연구원 / 서울시립대학교 도시과학빅데이터AI연구원,대상 제한 없음,500만 원,22.12.26 ~ 23.1.6,기타,과학/공학
115507,제 1회 미래차전환부품사업단 대학생 모형전기차 자율주행 경진대회,기타,미래차전환부품사업단,대학생,-,22.12.21 ~ 22.12.29,기타,과학/공학
115527,제 5회 광주광역시 창작 희곡 공모,기타,광주광역시 서구문화원,대상 제한 없음,400만 원,22.12.19 ~ 23.3.31,기타,문학/시나리오
115557,SPARCS 2023 StartUp Hackathon,동아리/학생자치단체,SPARCS(스팍스),대학생,600만 원,22.12.26 ~ 23.1.6,기타,"창업, 기획/아이디어"
115610,2022 국제이슈 공모전,비영리단체/협회/재단,국제청년센터,대학생,-,22.12.26 ~ 23.1.31,"기타, 상장 수여","기획/아이디어, 문학/시나리오"
115682,[꾸밍x핫트랙스] 라이징스타_캐릭터 디자이너 육성 공모전,대기업,교보핫트랙스(주),대상 제한 없음,850만 원,22.12.21 ~ 23.1.25,실제상용화,"캐릭터/만화/게임, 디자인/순수미술/공예"
115816,함평군 귀농귀촌 캐릭터 공모전,공공기관/공기업,함평군,대상 제한 없음,300만 원,22.12.20 ~ 23.1.19,기타,캐릭터/만화/게임
115817,몽몽공장 아뜰리에 대학생 제 3회 공모전 대회,중소기업,몽몽공장,대학생,100만 원,22.12.25 ~ 23.1.24,"해외연수, 전시기회, 기타",디자인/순수미술/공예
115818,2023년 상상인 신춘문예,중소기업,상상인,대상 제한 없음,300만 원,22.12.5 ~ 22.12.30,기타,문학/시나리오
115821,2023 애니툰 1월 웹툰/웹소설 공모전,중소기업,주식회사 애니툰,대상 제한 없음,2억 원,23.1.1 ~ 23.1.31,기타,캐릭터/만화/게임
115824,2023 성교육 교구 공모전,중소기업,자주스쿨,대상 제한 없음,180만 원,22.12.27 ~ 23.2.14,기타,기획/아이디어
115851,창업진흥원 『2022 재도전 성공패키지(교육형)』 RE:UP 프로젝트 3차 참가자 (추가) 모집,-,주식회사 렛츠,-,-,-,-,
115893,행복 챌린지,중소기업,(주)리컨벤션,대상 제한 없음,-,22.12.27 ~ 23.1.31,기타,"사진/영상/UCC, 기획/아이디어"
115957,천년부부사랑 정촌가요특구 명칭 공모전,공공기관/공기업,정읍시,대상 제한 없음,2200만 원,22.12.28 ~ 23.1.11,기타,네이밍/슬로건
115959,(주)카페봄봄 CM송 공모전,중소기업,(주)카페봄봄,대상 제한 없음,800만 원,23.1.1 ~ 23.1.24,기타,예체능/패션
115984,제10회 거창 크리스마스트리 문화축제 사진공모전,기타,제10회 거창크리스마스트리문화축제,대상 제한 없음,150만 원,22.12.4 ~ 22.12.31,기타,사진/영상/UCC
115985,2023년 상수도 업무개선사례 원고모집,비영리단체/협회/재단,한국상하수도협회,대상 제한 없음,-,22.11.9 ~ 22.12.31,기타,기타
115986,세종사이버대학교 드론학과 드론 영상 공모전,기타,세종사이버대학교,대상 제한 없음,220만 원,22.10.4 ~ 22.12.31,기타,사진/영상/UCC
115988,심곡동종합사회복지관 제4회 대학생 사회복지 프로그램 아이디어 공모전,기타,심곡동종합사회복지관,대학생,20만 원,22.12.28 ~ 23.1.16,기타,기획/아이디어
116097,리즈케이 영상 콘테스트,중소기업,리즈케이,대상 제한 없음,1000만 원,22.12.28 ~ 23.1.31,기타,사진/영상/UCC
116098,2023 세월호 9주기 4월 연극제 참가작 공모전,기타,문화예술사회적협동조합 컬처75,대상 제한 없음,-,22.12.26 ~ 22.12.30,기타,예체능/패션
116099,2022년 제4회 학교협동조합 슬로건·영상 공모전,기타,학교협동조합,대상 제한 없음,-,22.11.14 ~ 23.1.4,기타,"사진/영상/UCC, 네이밍/슬로건"
116149,2023 대한민국 녹색기후상 공모,비영리단체/협회/재단,국회기후변화포럼,대상 제한 없음,-,22.12.26 ~ 23.1.27,상장 수여,"기획/아이디어, 기타"
116173,리즈케이 영상 콘테스트,중소기업,주식회사 리즈케이,대상 제한 없음,1000만 원,22.12.28 ~ 23.1.31,"입사시 가산점, 인턴/정규직채용","기획/아이디어, 사진/영상/UCC"
116182,2023년 고대앞마을 도시재생 사진 공모전,중소기업,고대앞마을 도시재생 현장지원센터,"대학생, 직장인/일반인",220만 원,23.1.2 ~ 23.2.3,기타,사진/영상/UCC
116184,마이스피플 캐릭터 네이밍 공모전,중소기업,마이스피플,대상 제한 없음,-,23.1.2 ~ 23.1.31,기타,"네이밍/슬로건, 캐릭터/만화/게임"
116186,제 1회 대한민국 학생미술대전,비영리단체/협회/재단,"한국미술진흥원, 한국영재발굴재단 / 대한민국 학생미술대전 운영위원회",청소년,200만 원,22.11.1 ~ 23.2.28,"기타, 상장 수여",디자인/순수미술/공예
116226,성남시 시승격 50주년 기념 슬로건 공모전,공공기관/공기업,성남시,대상 제한 없음,500만 원,22.12.29 ~ 23.1.12,기타,네이밍/슬로건
116227,대가야 역사공원 및 대가야정 네이밍 공모전,공공기관/공기업,고령군,대상 제한 없음,100만 원,22.12.26 ~ 23.1.13,기타,네이밍/슬로건
116228,제물포 Station-J 아트 아카이브 영상 공모전,공공기관/공기업,"인천광역시, 제물포역 도시재생현장지원센터",대상 제한 없음,160만 원,22.12.19 ~ 23.1.17,"기타, 상장 수여",사진/영상/UCC
116229,국립해양문화재연구소 2023 고려도기 학술논문 공모,기타,국립해양문화재연구소,"대학생, 직장인/일반인",600만 원,23.1.1 ~ 23.2.28,기타,"학술, 예체능/패션"
116277,"제22회 글여울 장편소설 <문명, 그 화려한 역설> 비밀찾기 프로젝트 공모",기타,도서출판 글여울,"대학생, 직장인/일반인",9000만 원,23.1.5 ~ 23.1.25,기타,"기획/아이디어, 문학/시나리오"
116304,2023 한국즉흥음악축제 <서울돈화문국악당 프린지 공연> 아티스트 모집 공고,기타,서울돈화문국악당,"대학생, 직장인/일반인",-,22.12.27 ~ 23.1.8,기타,예체능/패션
116314,[Weeks52] 커뮤니티 참여만 하면 선물이 쏟아져요!,스타트업,Weeks52/윅스52,대상 제한 없음,-,23.1.2 ~ 23.1.30,기타,"기타, 기획/아이디어"
116336,[마감임박] 제3회 넥서스 경장편 작가상 공모전,중소기업,(주)넥서스,대상 제한 없음,5000만 원,23.1.1 ~ 23.3.31,실제상용화,문학/시나리오
116338,제 72~73회 대학생 기업경영 체험스쿨,비영리단체/협회/재단,DB문화재단,대학생,-,23.1.2 ~ 23.1.23,기타,기타
116374,2023 대한민국 대학생 패키징 공모전,공공기관/공기업,산업통상자원부 / 한국생산기술연구원 패키징기술센터,대학생,-,22.12.19 ~ 23.3.3,"기타, 상장 수여",디자인/순수미술/공예
116375,제32회 시인이 되다 빛창 공모전 (봄편),중소기업,신세계안과,대상 제한 없음,118만 원,23.1.3 ~ 23.2.5,기타,문학/시나리오
116376,2023 진주아시아역도선수권대회 자원봉사자 모집공고(2차,-,링커리어링,-,-,-,-,
116378,경남지역 항노화바이오 제품 아이디어 경진대회,기타,경상국립대학교 항노화신소재과학과,대상 제한 없음,200만 원,22.12.27 ~ 23.1.6,기타,기획/아이디어
116379,제67회 신문의 날 표어 공모전,비영리단체/협회/재단,"한국신문협회, 한국신문방송편집인협회, 한국기자협회",대상 제한 없음,200만 원,23.1.2 ~ 23.2.28,"기타, 상장 수여",네이밍/슬로건
116380,학생건축포럼 생각지대 1회 공모전,기타,생각지대,대학생,350만 원,23.1.2 ~ 23.1.10,기타,건축/건설/인테리어
116402,[추천공모전]청년이 제안하는 정책 아이디어 공모전(~1/27),비영리단체/협회/재단,공모전사무국,"대학생, 직장인/일반인",8000만 원,23.1.4 ~ 23.1.27,기타,기획/아이디어
116419,2023 코리아+스웨덴 영디자인어워드,공공기관/공기업,한국디자인진흥원,대상 제한 없음,-,23.1.2 ~ 23.4.7,"해외연수, 전시기회","기획/아이디어, 디자인/순수미술/공예"
116456,'2023년 Global Big IN 액셀러레이팅 지원사업' 참여기업 모집 공고,비영리단체/협회/재단,인천창조경제혁신센터,직장인/일반인,8000만 원,23.1.2 ~ 23.1.15,기타,창업
116497,2023 제3회 픽사톤 영상 공모전,스타트업,(주)스톡폴리오,대상 제한 없음,100만 원,23.1.1 ~ 23.1.31,기타,사진/영상/UCC
116501,[포디랜드 / 데이콘] 포디블록 구조 추출 AI 경진대회 (~01/30),기타,데이콘,대상 제한 없음,1000만 원,23.1.2 ~ 23.1.30,"입사시 가산점, 기타","과학/공학, 기획/아이디어"
116534,2023년 Global Big IN 액셀러레이팅 지원사업 참여기업 모집,공공기관/공기업,"인천광역시 / 인천창조경제혁신센터, 주식회사 더이노베이터스, 빅뱅엔젤스 주식회사",직장인/일반인,2000만 원,23.1.2 ~ 23.1.15,기타,창업
116535,2023년 농업연구과제 공모,비영리단체/협회/재단,대산농촌재단,대상 제한 없음,2000만 원,23.1.2 ~ 23.1.31,기타,학술
116536,2023 공연봄날 공연단체 모집,공공기관/공기업,서울시,대상 제한 없음,-,22.12.23 ~ 23.1.13,기타,예체능/패션
116537,제5회 목일신아동문학상 공모,비영리단체/협회/재단,목일신문화재단,"대학생, 직장인/일반인",2000만 원,23.3.1 ~ 23.3.20,기타,문학/시나리오
116538,제6회 김명배문학상 공모,비영리단체/협회/재단,김명배문학상 운영위원회,직장인/일반인,400만 원,23.3.1 ~ 23.7.31,"기타, 상장 수여",문학/시나리오
116539,제1회 책 읽는 샤미 SF 환경동화 공모,중소기업,이지북,대상 제한 없음,2000만 원,22.12.29 ~ 23.3.31,기타,문학/시나리오
116540,2023 지식재산 아이디어 경진대회,비영리단체/협회/재단,한국발명진흥회 / 숙명여자대학교,"대학생, 직장인/일반인",450만 원,23.1.2 ~ 23.1.13,기타,"기획/아이디어, 디자인/순수미술/공예"
116541,환경을 GREEN(그린)다 친환경 제품 공모전,중소기업,코끼리공장,대상 제한 없음,500만 원,22.12.28 ~ 23.1.31,기타,기타
116542,2023 산청군 인구활력 아이디어 공모전,공공기관/공기업,경상남도 산청군,대상 제한 없음,250만 원,23.1.2 ~ 23.1.31,기타,기획/아이디어
116543,2023년 계룡시 정책 어워드(AWARD) 제안제도 운영,공공기관/공기업,계룡시,대상 제한 없음,290만 원,23.1.2 ~ 23.12.31,기타,기획/아이디어
116544,2023 장수군 인구정책 전국민 아이디어 공모전,공공기관/공기업,전라북도 장수군,대상 제한 없음,400만 원,23.1.3 ~ 23.1.18,기타,기획/아이디어
116593,2023 중랑아트센터 한평갤러리 '이달의 작가' 모집 안내,비영리단체/협회/재단,중랑문화재단,"대학생, 직장인/일반인",-,22.12.16 ~ 23.1.24,"해외연수, 전시기회, 기타","전시/페스티벌, 디자인/순수미술/공예"
116606,이달의 이천 유튜버,-,이천시청,-,-,-,-,
116697,위올라잇 원고 투고 대행 공모,스타트업,키픽스,대상 제한 없음,-,23.1.4 ~ 23.1.13,기타,문학/시나리오
116748,제주의 새로운 Day Club BI 공모전,중소기업,(주)모든사람들,"대학생, 직장인/일반인",200만 원,23.1.5 ~ 23.2.1,"인턴/정규직채용, 기타","기획/아이디어, 네이밍/슬로건"
116778,"에이콘3D 신규 모델 공모전 (3D 모델, 스케치업 디자인)",스타트업,카펜스트리트,"대학생, 직장인/일반인",180만 원,23.1.2 ~ 23.2.10,기타,"디자인/순수미술/공예, 캐릭터/만화/게임"
116809,ONSO MEDIA CONTEST 2023,비영리단체/협회/재단,현대차 정몽구 재단 / 온드림 소사이어티,대상 제한 없음,1600만 원,23.1.4 ~ 23.1.31,상장 수여,"디자인/순수미술/공예, 사진/영상/UCC"
116850,에브리웨이 23년 1월 월간 웹소설,중소기업,에브리웨이,대상 제한 없음,280만 원,23.1.3 ~ 23.1.25,기타,문학/시나리오
116851,제3회 구지가 문학상 공모,공공기관/공기업,김해시,"대학생, 직장인/일반인",1억 500만 원,23.1.2 ~ 23.3.31,기타,문학/시나리오
116852,제3회 계간 파란 신인상 공모,중소기업,계간 파란,대상 제한 없음,300만 원,22.12.1 ~ 23.1.10,기타,문학/시나리오
116853,24회 무영신인문학상 공모,중소기업,동양일보 / 문화기획단,대상 제한 없음,500만 원,23.1.2 ~ 23.2.28,기타,문학/시나리오
116854,제13회 천강문학상 작품 공모,비영리단체/협회/재단,천강문학상운영위원회,대상 제한 없음,2억 8800만 원,23.1.1 ~ 23.1.31,"기타, 상장 수여",문학/시나리오
116855,2023 오펜 공모전,대기업,CJ Enm,대상 제한 없음,1000만 원,23.1.2 ~ 23.2.13,기타,문학/시나리오
116856,2022 HI-HAT 스토리 공모전,중소기업,하이헷,대상 제한 없음,1000만 원,23.1.6 ~ 23.1.24,기타,문학/시나리오
116857,2023 문학과사회 신인문학상,중소기업,문학과지성사,대상 제한 없음,2000만 원,23.1.2 ~ 23.3.31,기타,문학/시나리오
116858,2023 창비신인문학상,중소기업,창비,대상 제한 없음,6500만 원,23.1.2 ~ 23.5.31,기타,문학/시나리오
116859,2023년 제3회 리틀 스토리킹,중소기업,비룡소,대상 제한 없음,1000만 원,23.1.2 ~ 23.3.31,"기타, 상장 수여",문학/시나리오
116860,제13회 자음과모음 청소년문학상 공모,중소기업,자음과모음,대상 제한 없음,2000만 원,23.1.3 ~ 23.3.31,기타,문학/시나리오
116861,제1회 교통분야 창업 아이디어 공모전,공공기관/공기업,경기교통공사,"대학생, 직장인/일반인",1500만 원,23.1.3 ~ 23.2.1,기타,"기획/아이디어, 창업"
116862,2023 DNA NFT 아이디어 공모전,중소기업,(주)메디클라우드,대상 제한 없음,2000만 원,23.1.6 ~ 23.2.10,기타,"기획/아이디어, 과학/공학"
116904,[환경부/한국생태관광협회] 생태관광 사진 공모전(~5.31),비영리단체/협회/재단,한국생태관광협회,대상 제한 없음,1170만 원,22.11.7 ~ 23.5.31,상장 수여,사진/영상/UCC
116981,"알약 복용을 편하게, ‘오브라토’ 홍보 영상 콘테스트",스타트업,(주)슬레이트미디어,대상 제한 없음,300만 원,23.1.6 ~ 23.2.17,실제상용화,사진/영상/UCC
117042,제28회 한겨레문학상 공모,중견기업,한겨레신문사,대상 제한 없음,-,23.1.5 ~ 23.3.31,기타,문학/시나리오
117043,국립해양문화재연구소 2023 고려도기 학술논문 공모,기타,국립해양문화재연구소,"대학생, 직장인/일반인",370만 원,23.1.1 ~ 23.2.28,기타,학술
117044,2023 새해맞이 어린이 그림 공모전,공공기관/공기업,영등포구,청소년,-,23.1.2 ~ 23.1.31,기타,디자인/순수미술/공예
117045,2023 창녕군 버킷리스트 우수 체험후기 공모전,공공기관/공기업,창녕군,대상 제한 없음,240만 원,22.12.1 ~ 23.11.30,기타,기획/아이디어
117053,2023 3D character Creator 캐릭터 제작 공모전,스타트업,주식회사 메이캔,대상 제한 없음,700만 원,23.1.1 ~ 23.2.28,상장 수여,"디자인/순수미술/공예, 캐릭터/만화/게임"
117123,제2회 전국 장애-비장애 대학챙 창업경진대회,비영리단체/협회/재단,한국복지대학교,대학생,1350만 원,23.1.9 ~ 23.1.20,기타,"기획/아이디어, 광고/마케팅"
117198,[오마이북/오마이뉴스] <조국의 법고전 산책> 독후감 대회(~2/17),중소기업,(주)오마이뉴스,"청소년, 직장인/일반인",310만 원,23.1.6 ~ 23.2.17,상장 수여,문학/시나리오
117199,"[나디오 제 8회 오디오 작가 공모전] 안녕, 내 사랑 15초 멘트 공모전",중소기업,이어가다,대상 제한 없음,50만 원,23.1.9 ~ 23.5.10,"실제상용화, 기타",문학/시나리오
117200,ONSO ARTIST OPEN CALL 2023,비영리단체/협회/재단,현대차 정몽구 재단 / 온드림 소사이어티,대상 제한 없음,200만 원,23.1.9 ~ 23.1.26,상장 수여,"디자인/순수미술/공예, 예체능/패션"
117214,제 13회 미스터블루 웹툰 공모전,중소기업,미스터블루,"대학생, 직장인/일반인",3000만 원,23.1.9 ~ 23.3.5,기타,캐릭터/만화/게임
117216,2023 인문도시 춘천 경춘선과 추억 수필 공모전,비영리단체/협회/재단,강원대학교 국어국문학과 인문도시사업팀 / 한국연구재단,대상 제한 없음,180만 원,23.1.9 ~ 23.3.3,"기타, 상장 수여",문학/시나리오
117241,2023 인문도시 춘천 경춘선과 추억 사진 공모전,중소기업,강원대학교 국어국문학과 인문도시사업팀 / 한국연구재단,대상 제한 없음,120만 원,23.1.9 ~ 23.3.3,기타,사진/영상/UCC
117242,경기도사이버도서관 영상∙사진 공모전,기타,경기도사이버도서관,대상 제한 없음,250만 원,22.12.26 ~ 23.1.31,기타,"사진/영상/UCC, 기획/아이디어"
117243,제3회 오영수 신인문학상 공모전,기타,(주)울산매일신문사,대상 제한 없음,500만 원,23.1.9 ~ 23.3.10,기타,문학/시나리오
117244,2023 미래도서관 정책 아이디어 해커톤 대회,공공기관/공기업,문화체육관광부 / 대통령소속국가도서관위원회,"대학생, 직장인/일반인",1500만 원,23.1.9 ~ 23.2.10,기타,기획/아이디어
117245,"제 8회 오디오 작가 공모전 (안녕, 내 사랑 15초 멘트 공모전)",중소기업,나디오,대상 제한 없음,30만 원,23.1.9 ~ 23.1.27,기타,문학/시나리오
117256,조국의 법고전 산책 독후감 대회,중소기업,오마이북/오마이뉴스,직장인/일반인,310만 원,23.1.6 ~ 23.2.7,기타,문학/시나리오
117336,2023 한복디자인 프로젝트 공모전,공공기관/공기업,한국공예디자인문화진흥원,대상 제한 없음,3900만 원,23.2.6 ~ 23.2.22,상장 수여,"예체능/패션, 디자인/순수미술/공예"
117346,[Codeit Prize] 코딩 교육 콘텐츠 만들기(총상금 2천만원),스타트업,주식회사 메이캔,대상 제한 없음,2000만 원,22.11.9 ~ 23.2.28,상장 수여,"기획/아이디어, 과학/공학"
117388,2023년 진주시 유튜브 영상 공모전,공공기관/공기업,진주시,대상 제한 없음,90만 원,23.1.1 ~ 23.10.31,기타,사진/영상/UCC
117389,부산 연제구 민선8기 연제 정책 아이디어 공모전,공공기관/공기업,부산광역시 연제구,직장인/일반인,5200만 원,23.1.9 ~ 23.2.12,기타,기획/아이디어
117390,제75주년 4‧3희생자 추념식 슬로건 공모,공공기관/공기업,제주특별자치도,대상 제한 없음,300만 원,22.12.13 ~ 23.1.12,기타,네이밍/슬로건
117391,2025년 경기도체육대회·2026년 경기도생활체육대축전 유치를 위한 아이디어 및 슬로건 공모전,공공기관/공기업,가평군,대상 제한 없음,1050만 원,23.1.9 ~ 23.1.19,기타,"기획/아이디어, 네이밍/슬로건"
117414,교통분야 안전 개선 및 기술 발전을 위한 아이디어 공모전,공공기관/공기업,한국교통안전공단,대상 제한 없음,-,22.12.29 ~ 23.1.20,기타,기획/아이디어
117415,2023 제13회 사회공헌 아이디어 공모전,비영리단체/협회/재단,한국언론인협회 / 한국지속경영평가원,대학생,200만 원,22.11.15 ~ 23.1.31,기타,기획/아이디어
117421,2023 미래도서관 정책 아이디어 해커톤 대회,공공기관/공기업,국가도서관위원회,대상 제한 없음,1500만 원,23.1.30 ~ 23.2.10,상장 수여,기획/아이디어
117444,2023 데이터 활용 부산관광 아이디어 공모전,스타트업,(주)엘투플랜,"대학생, 직장인/일반인",680만 원,23.1.11 ~ 23.2.9,"기타, 상장 수여","기획/아이디어, 광고/마케팅"
117470,[상금 100만원] 콘텐츠 콘테스트,스타트업,(주)브레인영,대학생,100만 원,23.1.11 ~ 23.1.16,"입사시 가산점, 상장 수여","사진/영상/UCC, 기획/아이디어"
117472,대한스포츠홀덤협회 협회장배 Beginner 대회,비영리단체/협회/재단,대한스포츠홀덤협회,대상 제한 없음,370만 원,23.1.9 ~ 모집시 마감,"기타, 상장 수여",기타
117475,대한스포츠홀덤협회 협회장배 전국 대학생 대회,비영리단체/협회/재단,대한스포츠홀덤협회,대학생,180만 원,23.1.9 ~ 모집시 마감,"기타, 상장 수여",기타
117486,감정 가득 캐릭터 애니메이션 공모전,중소기업,(주)슬레이트미디어,대상 제한 없음,300만 원,23.1.10 ~ 23.2.21,기타,사진/영상/UCC
117545,2023년 1월 고즈넉이엔티 이달의 장르소설 단편소설 공모전,중소기업,에이투지엔터테인먼트(전고즈넉이엔티),대상 제한 없음,-,23.1.11 ~ 23.1.31,기타,문학/시나리오
117551,SHADOW PC방 CUP 전국스포츠홀덤대회,비영리단체/협회/재단,(사)대한스포츠홀덤협회,대상 제한 없음,-,23.1.2 ~ 23.2.3,기타,과학/공학
117552,2023 힐링 영상대회,기타,"한국미술진흥원, 카파뉴스 / 힐링 영상대회 운영 위원회",대상 제한 없음,200만 원,23.1.1 ~ 23.11.30,기타,사진/영상/UCC
117553,국민일보 제13회 신춘문예 신앙시 공모,중소기업,국민일보,"대학생, 직장인/일반인",390만 원,23.1.9 ~ 23.2.15,"기타, 상장 수여",문학/시나리오
117554,FACEPLAY 가상연애 오디션,대기업,넥슨,대상 제한 없음,300만 원,23.1.5 ~ 23.2.1,기타,사진/영상/UCC
117580,2023년 1월 고즈넉이엔티 이달의 장르소설 단편소설 공모전,중소기업,주관고즈넉이엔티,대상 제한 없음,-,23.1.11 ~ 23.1.31,기타,문학/시나리오
117630,[한국콘텐츠진흥원] 2023 모두의 게임문화 스피치 참여자 모집공고,공공기관/공기업,한국콘텐츠진흥원,청소년,300만 원,23.1.10 ~ 23.1.30,기타,"기획/아이디어, 캐릭터/만화/게임"
117721,한국정보과학회 50주년 엠블럼 공모전,기타,한국정보과학회,대상 제한 없음,400만 원,23.1.2 ~ 23.2.3,기타,네이밍/슬로건
117738,울산관광스타트업 창업 아카데미 및 아이디어톤 참가자 모집,공공기관/공기업,문화체육관광부 / 울산관광재단,"대학생, 직장인/일반인",210만 원,22.12.28 ~ 23.1.25,기타,"기획/아이디어, 창업"
117739,제2회 김희준청소년문학상 공모,비영리단체/협회/재단,김희준청소년문학상운영위원회,청소년,200만 원,23.3.1 ~ 23.3.31,기타,문학/시나리오
117740,제10회 NYUD 전국 청소년 통일 댄스 퍼포먼스 대회,비영리단체/협회/재단,민주평화통일자문회의 / 민주평화통일자문회의 전주시협의회,대상 제한 없음,-,23.1.2 ~ 23.3.1,기타,예체능/패션
117741,한국야쿠르트의 새로운 이름 hy 대학생 패키지디자인 공모전,대기업,hy(한국야쿠르트),대학생,700만 원,23.1.16 ~ 23.2.15,기타,디자인/순수미술/공예
117742,2023 할리데이비슨 코리아 티셔츠 백프린트 디자인 공모전,중소기업,기흥모터스,대상 제한 없음,500만 원,23.1.12 ~ 23.2.12,기타,디자인/순수미술/공예
117799,[추천공모]2023 야간관광 특화도시 숏폼 공모전,중소기업,한국관광공사,대상 제한 없음,750만 원,23.1.9 ~ 23.3.10,기타,사진/영상/UCC
117802,2023년 제2회 K패턴 사생대회 러브러브 티셔츠,중소기업,(주)디자인온,대상 제한 없음,50만 원,23.1.12 ~ 23.2.3,"실제상용화, 기타",디자인/순수미술/공예
117813,청년 취업준비생 커리어포트폴리오 PT 경진대회,중소기업,한국바른채용인증원,"대학생, 직장인/일반인",240만 원,23.1.13 ~ 23.2.1,"기타, 상장 수여",기타
117906,모찌이야기 모찌다이노 스토리텔링 공모전,중소기업,주식회사 아론29,대상 제한 없음,300만 원,23.1.13 ~ 23.3.4,"입사시 가산점, 기타","캐릭터/만화/게임, 기획/아이디어"
