id,contest_name,company_type,institution,target,rewards,app_period,contest_benefit,fields
102684,영천과일 홍보 UCC 영상 공모전,공공기관/공기업,영천시,대상 제한 없음,260만 원,22.9.5 ~ 22.9.30,기타,사진/영상/UCC
102685,2022 관광산업 일자리박람회 생애주기별 우수 취업사례 공모전,공공기관/공기업,문화체육관광부 / 한국관광공사 등 관광산업 유관기관이 공동 주관,"대학생, 직장인/일반인",140만 원,22.9.6 ~ 22.9.30,기타,창업
102686,스모크라이즈 뉴욕의 팝아트 디자인 공모전,중소기업,"스모크라이즈 뉴욕, HSR, NWC","대학생, 직장인/일반인",150만 원,22.9.6 ~ 22.9.30,기타,디자인/순수미술/공예
102687,제3회 대한민국도시포럼 학술대회 대학(원)생 논문 모집,비영리단체/협회/재단,"유엔해비타트 한국위원회, 서울신문 / 지속가능도시연구소, 스마트도시·건축학회, 한국주거학회",대학생,-,22.9.5 ~ 22.9.30,기타,학술
102688,이달의 장르소설 단편소설 9월 공모전,중소기업,고즈넉이엔티,대상 제한 없음,-,22.9.6 ~ 22.9.26,"실제상용화, 기타",문학/시나리오
102710,"파주, 색을 만들다 시민 아이디어 공모전(9/25)",공공기관/공기업,파주시,대상 제한 없음,420만 원,22.9.5 ~ 22.9.25,기타,기획/아이디어
102721,궁녀다이어트 출시기념 UCC 공모전,중소기업,(주)제넨셀바이오,대상 제한 없음,400만 원,22.9.15 ~ 22.10.14,기타,"광고/마케팅, 사진/영상/UCC"
102722,메타버스 NFT 프로젝트 Starboys PFP 캐릭터 공모전,스타트업,예이랩스,대상 제한 없음,100만 원,22.9.7 ~ 22.9.19,"인턴/정규직채용, 실제상용화",캐릭터/만화/게임
102768,"제18회 글여울 장편소설 <문명, 그 화려한 역설> 비밀찾기 프로젝트 공모",기타,도서출판 글여울,대상 제한 없음,9000만 원,22.9.5 ~ 22.9.25,기타,문학/시나리오
102771,제22회 KYMF 대한민국청소년미디어대전 마감임박 (~9/24),비영리단체/협회/재단,서울시립청소년미디어센터,청소년,-,22.7.26 ~ 22.9.24,"인턴/정규직채용, 상장 수여",사진/영상/UCC
102775,제2회 스토리네이션 세계관 공모전 <이세계 학교>,스타트업,우주문방구,대상 제한 없음,180만 원,22.9.8 ~ 22.11.6,기타,"캐릭터/만화/게임, 문학/시나리오"
102787,서울시 어린이 신체활동 늘리기 사업 네이밍&로고 공모전 (~9/30),기타,공모전사무국,대상 제한 없음,-,22.9.1 ~ 22.9.30,기타,기획/아이디어
102808,제4회 빅데이터・인공지능 스타트업 경진대회,중소기업,(주)인공지능팩토리,대상 제한 없음,7000만 원,22.9.7 ~ 22.9.25,기타,"과학/공학, 창업"
102813,2022 패션 스타트업 스테이지 페스타 지원 기업 모집(~9/23),비영리단체/협회/재단,서울산업진흥원,대상 제한 없음,-,22.9.1 ~ 22.9.23,기타,"창업, 예체능/패션"
102815,제1회 「동구의 맛」 요리경연 대회,중소기업,(주)예일커뮤니케이션즈,대상 제한 없음,890만 원,22.9.5 ~ 22.9.30,"기타, 상장 수여","기타, 사진/영상/UCC"
102821,제5회 D-Tech 기술 | 디자인 공모전,중소기업,법무법인 디라이트,대상 제한 없음,2650만 원,22.8.26 ~ 22.11.10,"실제상용화, 기타","기획/아이디어, 창업"
102823,한국마사회 경마방송 음원 공모전,공공기관/공기업,한국마사회,대상 제한 없음,1000만 원,22.8.22 ~ 22.9.30,"실제상용화, 상장 수여",예체능/패션
102838,대구버추얼 MICE 타운 메타버스 콘텐츠 공모전,공공기관/공기업,"대구광역시, 2022 시그라프 아시아 조직위원회 / 대구컨벤션뷰로",대상 제한 없음,1100만 원,22.9.13 ~ 22.10.21,기타,과학/공학
102839,농림수산식품교육문화정보원(농정원) 유실·유기동물 입양 활성화 영상공모전,기타,농림수산식품교육문화정보원(농정원),대상 제한 없음,380만 원,22.9.1 ~ 22.9.30,기타,사진/영상/UCC
102840,2022년 한국전력기술 혁신아이디어 공모전,대기업,한국전력기술(주),대상 제한 없음,55만 원,22.9.1 ~ 22.9.16,기타,기획/아이디어
102841,[SK DT 크리에이터 루키즈] 유튜브 '체인지' 3행시 공모전,대기업,SK(주) C&C,대상 제한 없음,50만 원,22.9.5 ~ 22.9.22,"실제상용화, 기타","기획/아이디어, 사진/영상/UCC"
102842,2022 서울영상고 SVM 전국 중학생 작품 공모전(기간연장),기타,서울영상고등학교,청소년,200만 원,22.8.1 ~ 22.10.31,기타,"사진/영상/UCC, 캐릭터/만화/게임"
102843,2022년 kobaco 혁신아이디어 및 혁신서비스 활용 수기 공모전 공모전,공공기관/공기업,한국방송광고진흥공사(kobaco),대상 제한 없음,240만 원,22.9.7 ~ 22.10.7,기타,"기획/아이디어, 문학/시나리오"
102845,"소상공인 광고, 홍보영상 제작 공모전",중소기업,핸텍,대상 제한 없음,280만 원,22.9.1 ~ 22.9.23,기타,"광고/마케팅, 사진/영상/UCC"
102848,2022 OBS경인TV 꿈꾸는U 10월 방송영상 공모전,기타,OBS경인TV,대상 제한 없음,-,22.9.2 ~ 22.9.18,기타,사진/영상/UCC
102849,2022 관악구 반려동물 영상 공모전,공공기관/공기업,관악구,대상 제한 없음,170만 원,22.9.1 ~ 22.9.30,기타,사진/영상/UCC
102851,2022 전국 청소년 평화통일 랩 경연대회,비영리단체/협회/재단,민주평화통일자문회의 전남지역회의 / 민주평화통일자문회의 전남청년위원회,대상 제한 없음,320만 원,22.9.3 ~ 22.9.26,"기타, 상장 수여",예체능/패션
102852,수원사랑 대표곡 공모전,기타,"경기소년소녀합창단, 경기문화예술원",대상 제한 없음,100만 원,22.9.2 ~ 22.9.20,기타,예체능/패션
102855,2022년 15회 부산예술대학교 전국 주니어 콘테스트,기타,부산예술대학교 실용음악학부,청소년,550만 원,22.8.29 ~ 22.9.28,"기타, 상장 수여",예체능/패션
102858,2022 기후변화 새로고침 챌린지 청소년 노랫말 공모전,기타,예술놀이터 초록여우,청소년,150만 원,22.9.1 ~ 22.9.15,기타,예체능/패션
102860,풀빅바이오 제품 홍보영상 공모전,중소기업,풀빅바이오(주),대상 제한 없음,300만 원,22.9.6 ~ 22.10.10,"기타, 상장 수여",사진/영상/UCC
102862,[산업통상자원부 무역위원회] 2022년 대학(원)생 모의 무역위원회,비영리단체/협회/재단,"산업통상자원부 무역위원회, 무역구제학회 / ﻿산업통상자원부 무역위원회, 무역구제학회",대학생,1300만 원,22.9.5 ~ 22.11.4,기타,기타
102867,농림식품기술기획평가원 보도자료 다시쓰기 공모전,기타,농림식품기술기획평가원,청소년,180만 원,22.8.30 ~ 22.10.7,기타,기획/아이디어
102870,끄라몽 61회 월드컵(WORLD CUP) 공모전,중소기업,끄라몽,대상 제한 없음,60만 원,22.9.1 ~ 22.10.5,기타,디자인/순수미술/공예
102872,제2회 K-youtuber Festival (서울 오구싶게),비영리단체/협회/재단,한국유튜버협회,대상 제한 없음,590만 원,22.8.26 ~ 22.10.28,"기타, 상장 수여","사진/영상/UCC, 기획/아이디어"
102873,세계문화유산 통도사 영축문화축제 제1회 전국 초중고 사생실기대회,비영리단체/협회/재단,영축총림통도사 / (사)한국미술협회 양산지부,청소년,990만 원,22.8.23 ~ 22.9.22,"기타, 상장 수여","디자인/순수미술/공예, 전시/페스티벌"
102875,세계기초과학의 해 2022 KBSI 상상넘어 과학이미지 공모전,기타,한국기초과학지원연구원,대상 제한 없음,860만 원,22.9.6 ~ 22.10.5,기타,"사진/영상/UCC, 과학/공학"
102877,2022년 과학기술·공공 AI 데이터 분석활용 경진대회 (AI 모델 개발 부문),공공기관/공기업,"과기정통부, 과기연구회, 대전시, 국회도서관 / KISTI",대상 제한 없음,1700만 원,22.9.5 ~ 22.9.16,"기타, 상장 수여",과학/공학
102878,한국한의약진흥원 제3회 한의약 홍보 콘텐츠(영상) 공모전,기타,한국한의약진흥원,대상 제한 없음,880만 원,22.9.5 ~ 22.10.12,"기타, 상장 수여",사진/영상/UCC
102891,[하나금융그룹] 하나 디지털 파워 온 프로젝트 참여자 모집 (~10/11),대기업,아이들과미래재단,대학생,2500만 원,22.9.7 ~ 22.10.11,"입사시 가산점, 해외연수, 전시기회","기획/아이디어, 과학/공학"
102895,2022 방구석 부산 사투리 노래 자랑 대회,기타,동아대학교 국어문화원,대상 제한 없음,200만 원,22.9.1 ~ 22.10.2,상장 수여,"예체능/패션, 사진/영상/UCC"
102896,2022년 디바이스랩 전국 아이콘(ICT-Unicorn) 경진대회,공공기관/공기업,용인시산업진흥원,대상 제한 없음,1900만 원,22.8.30 ~ 22.9.26,기타,과학/공학
102897,2022년 대전대학교 이노폴리스캠퍼스 창업 기업 모집,기타,대전대학교 산학협력단 이노폴리스캠퍼스 사업단,대상 제한 없음,300만 원,22.9.1 ~ 22.9.30,기타,"기획/아이디어, 창업"
102898,[KOCCA]2022 이야기창작발전소 ‘스토리 창작소재 발굴과정 2기’ 참가자 모집,중소기업,비볼드커뮤니케이션즈,대상 제한 없음,-,22.9.5 ~ 22.9.21,실제상용화,"문학/시나리오, 캐릭터/만화/게임"
102901,디지털산업혁신 빅데이터 플랫폼 활용 금융 아이디어 경진대회,중소기업,(주)에프앤가이드,"대학생, 직장인/일반인",400만 원,22.9.13 ~ 22.11.4,"입사시 가산점, 인턴/정규직채용",기획/아이디어
102903,2022 대한민국 관광공모전 (사진) 대국민 온라인 심사 EVENT(~9/30),공공기관/공기업,한국관광공사,대상 제한 없음,-,22.9.7 ~ 22.9.30,기타,기타
102904,제로 레시피 챌린지,기타,(주)제로키친,"대학생, 직장인/일반인",210만 원,22.9.1 ~ 22.9.25,기타,"기획/아이디어, 사진/영상/UCC"
102906,2022 맘프 글로벌 이주민 댄스 오디션,비영리단체/협회/재단,맘프 축제 사무국,대상 제한 없음,600만 원,22.9.8 ~ 22.9.25,기타,"예체능/패션, 전시/페스티벌"
102907,제1회 율도국 동화 독후감 쓰기 공모전,중소기업,율도국 출판사,청소년,50만 원,22.8.25 ~ 22.9.30,기타,문학/시나리오
102908,제4회 빅데이터·인공지능 스타트업 경진대회 모집요강,공공기관/공기업,한국가스공사,대상 제한 없음,3000만 원,22.8.29 ~ 22.9.18,입사시 가산점,"창업, 기획/아이디어"
102977,국민참여형 R&D 공모전,공공기관/공기업,"산업통상자원부, 한국산업기술평가관리원",대상 제한 없음,300만 원,22.9.5 ~ 22.10.12,기타,기획/아이디어
102982,2022 서울아프리카페스티벌 2022 Seoul Africa Festival,비영리단체/협회/재단,아프리카인사이트,대상 제한 없음,-,22.9.8 ~ 22.10.1,기타,"전시/페스티벌, 해외"
102991,제16회 월간 아이러브캐릭터 캐릭터 공모전,기타,월간<아이러브캐릭터> / 아이러브캐릭터상생연구소,대상 제한 없음,200만 원,22.10.11 ~ 22.10.15,"기타, 상장 수여","캐릭터/만화/게임, 디자인/순수미술/공예"
102992,제11회 달성군 전국사진공모전,공공기관/공기업,"달성군, 달성문화재단",대상 제한 없음,1525만 원,22.9.1 ~ 22.9.30,기타,사진/영상/UCC
102993,2022 부산광역시 청소년 인권공모전,공공기관/공기업,부산광역시,청소년,30만 원,22.9.1 ~ 22.10.28,"기타, 상장 수여",디자인/순수미술/공예
102994,제25회 김삿갓문화제 전국 학생 사생 ･만화그리기대회 공모,공공기관/공기업,영월군 / 영월문화재단,청소년,-,22.9.19 ~ 22.9.30,기타,"디자인/순수미술/공예, 캐릭터/만화/게임"
102995,아산시시설관리공단 2022 아시공 60초 홍보 영상 공모전,공공기관/공기업,아산시시설관리공단,대상 제한 없음,100만 원,22.9.1 ~ 22.10.31,"기타, 상장 수여",사진/영상/UCC
102996,내가 육아스타 K 에세이 공모전,중견기업,조선일보,직장인/일반인,1000만 원,22.9.5 ~ 22.10.5,기타,문학/시나리오
103002,제2회 노매드헐 일러스트레이션 대회,중소기업,노매드헐,대상 제한 없음,140만 원,22.8.30 ~ 22.9.25,기타,디자인/순수미술/공예
103003,[인천국제공항공사] 인천공항 UAM 도입·운영 아이디어 대국민 공모전,공공기관/공기업,인천국제공항공사,대상 제한 없음,290만 원,22.9.7 ~ 22.10.3,기타,기획/아이디어
103004,서울시 청소년 흡연예방 캠페인 2023 메인 슬로건 Idea! 공모전,공공기관/공기업,서울시 시민건강국 스마트건강과,청소년,-,22.8.31 ~ 22.9.14,기타,네이밍/슬로건
103005,2022년 일ㆍ생활균형 우수사례 공모전,기타,청주상공회의소,직장인/일반인,310만 원,22.8.16 ~ 22.9.16,기타,문학/시나리오
103006,2022년도 충청북도청소년자원봉사대회,공공기관/공기업,"여성가족부, 충청북도 / 한국청소년활동진흥원, 충청북도청소년종합진흥원 청소년활동진흥센터",대상 제한 없음,-,22.9.1 ~ 22.9.29,"기타, 상장 수여",기타
103007,제14회 대단한 단편영화제 출품작 공모,중견기업,KT&G 상상마당 시네마,대상 제한 없음,1500만 원,22.9.7 ~ 22.9.21,기타,사진/영상/UCC
103008,또래가 함께하는 성희롱 성폭력 예방 콘텐츠 영상 공모전,공공기관/공기업,수영구,청소년,240만 원,22.8.22 ~ 22.9.30,기타,사진/영상/UCC
103009,제2회 우주최강 공모전,중소기업,노벨피아,대상 제한 없음,3억 원,22.9.30 ~ 22.10.30,기타,문학/시나리오
103010,2022 세종사이버대학교 컴퓨터·AI공학과 공모전,기타,세종사이버대학교 컴퓨터·AI공학과,대상 제한 없음,140만 원,22.9.7 ~ 22.12.9,기타,과학/공학
103012,2022 라이프스타일 시제품 제작을 통한 신사업 아이디어 발굴 해커톤,공공기관/공기업,중소벤처기업부 / 소상공인시장진흥원,대상 제한 없음,300만 원,22.9.6 ~ 22.9.25,"기타, 상장 수여",기획/아이디어
103013,2022 국립공원 탄소중립 실현을 위한 대국민 아이디어 공모전,공공기관/공기업,국립공원공단,대상 제한 없음,360만 원,22.9.5 ~ 22.10.14,기타,기획/아이디어
103014,제10회 초허 김동명시인 전국백일장,비영리단체/협회/재단,(주) 강릉문인협회,대상 제한 없음,150만 원,22.9.8 ~ 22.9.23,"기타, 상장 수여",문학/시나리오
103015,제23회 음성품바축제 2022 전국 청소년 품바 댄스 경연대회,비영리단체/협회/재단,음성군축제추진위원회 / 음성예총 / 음성 품바축제 기획실무위원회,청소년,400만 원,22.8.18 ~ 22.9.16,"기타, 상장 수여","전시/페스티벌, 예체능/패션"
103026,[미니인턴X교육의봄] 교육 정책에 관심있다면? 2주 실무 프로젝트 진행하고 정책 연구원이 되어보자! (~09/25),-,오픈놀,-,-,-,-,
103028,[미니인턴] 재단 취업에 관심있다면!? 채용 변화를 선도하는 재단법인 교육의 봄 미니인턴 추천드려요! (~9/25),중소기업,(주)오픈놀,"대학생, 직장인/일반인",-,22.9.7 ~ 22.9.25,"입사시 가산점, 인턴/정규직채용","기획/아이디어, 학술"
103033,2022 제58회 경기건축대전,비영리단체/협회/재단,(사)한국건축가협회 경기건축가회,대학생,1200만 원,22.11.14 ~ 22.11.18,"입사시 가산점, 상장 수여",건축/건설/인테리어
103038,한국 축산 데이터톤 2022 (ADK2022),-,한국축산데이터(주)(농),-,-,-,-,
103040,한국 축산 데이터톤 2022 (ADK2022),비영리단체/협회/재단,한국축산테크협회,대상 제한 없음,1000만 원,22.9.15 ~ 22.10.6,상장 수여,"기획/아이디어, 과학/공학"
103045,제16회 월간<아이러브캐릭터> 캐릭터 공모전(~10/15),중소기업,월간<아이러브캐릭터>,대상 제한 없음,200만 원,22.10.11 ~ 22.10.15,상장 수여,"기획/아이디어, 캐릭터/만화/게임"
103050,2022 대전 스마트시티 챌린지 미술대회,중소기업,(주)디앤씨컴퍼니,청소년,-,22.9.13 ~ 22.9.29,상장 수여,디자인/순수미술/공예
103053,농협손해보험 「왕구와 므앙이」 캐릭터 창작동화 공모전,대기업,농협손해보험,대상 제한 없음,2500만 원,22.9.13 ~ 22.10.17,상장 수여,문학/시나리오
103063,[한국주택금융공사]주택금융연구 2022년 하반기 논문 공모,공공기관/공기업,한국주택금융공사,대상 제한 없음,2000만 원,22.7.1 ~ 22.10.31,기타,학술
103067,제5회 장애인일자리창출공모사업 결선행사 청중평가단 모집 안내,비영리단체/협회/재단,따뜻한동행,"대학생, 직장인/일반인",6000만 원,22.9.1 ~ 22.9.15,기타,"창업, 기획/아이디어"
103075,제3회 시흥도시공사 혁신ㆍESG 경영 아이디어 공모전,공공기관/공기업,시흥도시공사,대상 제한 없음,135만 원,22.9.7 ~ 22.10.7,상장 수여,"기획/아이디어, 네이밍/슬로건"
103076,제8회 섬 여행 후기 공모전(~10/14),공공기관/공기업,해양수산부,대상 제한 없음,850만 원,22.8.16 ~ 22.10.14,기타,문학/시나리오
103097,2022년도 부산사회적경제지원기금(BEF) Social by Social 아이디어 공모전,비영리단체/협회/재단,사회적기업연구원 사회혁신팀,대상 제한 없음,500만 원,22.8.30 ~ 22.9.25,기타,"기획/아이디어, 기타"
103120,2022년 기후위기 UCC 공모전,공공기관/공기업,아시아기후변화교육센터,대상 제한 없음,160만 원,22.9.19 ~ 22.11.2,"기타, 상장 수여",사진/영상/UCC
103164,2022보은대추송챌린지,공공기관/공기업,사회단체 한국율동체조협회,대상 제한 없음,400만 원,22.9.29 ~ 22.10.19,기타,"예체능/패션, 사진/영상/UCC"
103165,2022년 축산물품질평가원 홍보 슬로건 공모전,공공기관/공기업,축산물품질평가원,대상 제한 없음,160만 원,22.9.13 ~ 22.9.27,상장 수여,기획/아이디어
103172,2022 치아건강 UCC·영상 공모전,병원,세계로치과병원,대학생,210만 원,22.9.5 ~ 22.10.9,"인턴/정규직채용, 상장 수여",사진/영상/UCC
103175,서민금융진흥원 1397송 노래 & 댄스 챌린지(~10/21),기타,서민금융진흥원,대상 제한 없음,550만 원,22.9.8 ~ 22.10.21,기타,예체능/패션
103183,코인고스트 코고옥션 NFT 공모전,스타트업,주식회사 코고스쿨,대상 제한 없음,-,22.9.14 ~ 22.9.30,실제상용화,"기획/아이디어, 디자인/순수미술/공예"
103212,제 1회 어린이를 위한 훈데르트바서 그림 대회 공모전,비영리단체/협회/재단,훈데르트바서 재단 / 훈데르트바서파크,청소년,310만 원,22.10.1 ~ 22.10.31,기타,디자인/순수미술/공예
103213,한중 수교 30주년 기념 더더욱 긴밀한 한중관계를 위한 제언 백일장,비영리단체/협회/재단,사단법인 한중글로벌협회,대상 제한 없음,250만 원,22.8.10 ~ 22.9.30,"기타, 상장 수여",문학/시나리오
103214,2022 대구 골목상권 홍보콘텐츠 공모전,공공기관/공기업,대구광역시 / 대구전통시장진흥재단,대상 제한 없음,850만 원,22.9.13 ~ 22.10.24,기타,"광고/마케팅, 사진/영상/UCC"
103215,2022년 전라남도 자율형 건물번호판 디자인 공모전,공공기관/공기업,전라남도,대상 제한 없음,500만 원,22.9.1 ~ 22.10.15,기타,디자인/순수미술/공예
103217,2022 제3회 로컬크리에이터 아이디어 챌린지,공공기관/공기업,충남지방중소벤처기업청 / 충남창조경제혁신센터,대상 제한 없음,1억 5000만 원,22.9.20 ~ 22.10.11,기타,기획/아이디어
103218,몽당연필 율동 공모전 '춤추는 우리를 보시라',중소기업,조선학교와 함께하는 사람들 몽당연필,대상 제한 없음,340만 원,22.10.17 ~ 22.11.11,기타,"예체능/패션, 디자인/순수미술/공예"
103219,2022 만화포럼 개인연구 공모전,비영리단체/협회/재단,한국만화가협회,대상 제한 없음,240만 원,22.9.8 ~ 22.9.20,기타,캐릭터/만화/게임
103220,2022군산시간여행축제 영동거리 패션 콘테스트,공공기관/공기업,군산시 / 시간여행축제추진위원회,대상 제한 없음,180만 원,22.9.12 ~ 22.9.26,기타,"예체능/패션, 전시/페스티벌"
103221,제13회 대전 효문화뿌리축제 전국효문화청소년페스티벌,공공기관/공기업,대전광역시 중구 / 대전효문화뿌리축제축제추진위원회,"청소년, 대학생",-,22.8.8 ~ 22.9.15,기타,전시/페스티벌
103224,동구애(愛) 휘게 라이프(Hygge Life) 영상·사진 공모전,공공기관/공기업,대전광역시 동구청,대상 제한 없음,430만 원,22.10.17 ~ 22.10.31,기타,사진/영상/UCC
103225,2022 문화도시천안 원페이퍼 공모전,공공기관/공기업,"문화체육관광부, 충청남도, 천안시, 충남정보문화산업진흥원, 천안문화도시센터",대학생,300만 원,22.8.29 ~ 22.9.23,"기타, 상장 수여",기획/아이디어
103226,제6회 모비우스 국제 개발자 대회,기타,한국전자기술연구원,대상 제한 없음,900만 원,22.9.1 ~ 22.9.23,기타,과학/공학
103262,제주삼다수와 함께하는 나만의 일상,중소기업,더콘테스트,대상 제한 없음,1030만 원,22.9.7 ~ 22.9.23,기타,사진/영상/UCC
103269,2022년 영농창업캠프 우수 수기/영상 공모전,중소기업,이암허브,대학생,20만 원,22.9.14 ~ 22.10.10,기타,사진/영상/UCC
103271,"제4회 전국글쓰기대회 “달성, 시로 물들이다” (디카시 공모전)",공공기관/공기업,달성군립 도서관,대상 제한 없음,530만 원,22.8.1 ~ 22.10.31,상장 수여,"사진/영상/UCC, 문학/시나리오"
103274,소부장넷 통계활용대회 (~10/12),공공기관/공기업,"산업통상자원부, 한국산업기술평가관리원",대상 제한 없음,1400만 원,22.7.28 ~ 22.10.12,기타,"디자인/순수미술/공예, 학술"
103286,"[서울시립청소년문화교류센터] MIZY, 캐릭터 공모전(~9/25)",비영리단체/협회/재단,서울청소년문화교류센터,대상 제한 없음,260만 원,22.8.31 ~ 22.9.25,실제상용화,캐릭터/만화/게임
103306,[서울시립청소년문화교류센터] 청소년 아시아 평화 쇼츠 공모전 (기간 연장 / ~10.10),비영리단체/협회/재단,서울청소년문화교류센터,"청소년, 대학생",450만 원,22.8.26 ~ 22.10.10,"기타, 상장 수여","사진/영상/UCC, 해외"
103312,2022 KEIT 대국민 혁신 아이디어 공모전(~10/5),기타,한국산업기술평가관리원,대상 제한 없음,150만 원,22.9.7 ~ 22.10.5,기타,기획/아이디어
103324,2022 신재생에너지 아이디어 공모전,중소기업,충북넷,대상 제한 없음,500만 원,22.8.8 ~ 22.9.20,기타,기획/아이디어
103329,부산형사회연대기금 영상 콘텐츠 공모전,비영리단체/협회/재단,(재)부산형사회연대기금,대상 제한 없음,240만 원,22.9.14 ~ 22.10.21,상장 수여,"광고/마케팅, 사진/영상/UCC"
103354,금융보안 위협분석 대회,-,금융보안원,-,-,-,-,
103359,한국문화예술협동조합X밀락더마켓 '내일의 슈퍼스타' 모집 공고,비영리단체/협회/재단,한국문화예술협동조합,대상 제한 없음,1500만 원,22.9.1 ~ 22.9.16,기타,"예체능/패션, 사진/영상/UCC"
103362,「사회적경제 홍보사업」 나의 사회적경제60초 영상 챌린지 참가자 모집 공고,공공기관/공기업,경기도사회적경제센터/(주)조나단컴퍼니,대상 제한 없음,1000만 원,22.8.30 ~ 22.10.4,"입사시 가산점, 상장 수여","사진/영상/UCC, 학술"
103363,제24회 이데일리 아이디어 유니버시아드,대기업,운영사무국,대학생,2400만 원,22.9.19 ~ 22.11.7,상장 수여,기획/아이디어
103376,2022년도 인천 도시재생 사진 공모전,공공기관/공기업,인천광역시 도시재생지원센터,대상 제한 없음,390만 원,22.9.1 ~ 22.9.15,기타,사진/영상/UCC
103377,2022 대구테크비즈센터 홍보 공모전,비영리단체/협회/재단,"연구개발특구진흥재단 대구연구개발특구본부 / (주)쉼표와느낌표, (주)테크트리",대상 제한 없음,180만 원,22.9.5 ~ 22.10.7,기타,"사진/영상/UCC, 광고/마케팅"
103378,2022 Safe Ulsan - 안전문화 UCC 공모전,기타,울산매일신문사,대상 제한 없음,80만 원,22.9.1 ~ 22.10.3,기타,사진/영상/UCC
103379,2022 은평누리축제 오색오감 폰카 공모전,비영리단체/협회/재단,은평문화재단,대상 제한 없음,50만 원,22.9.7 ~ 22.9.21,기타,"전시/페스티벌, 사진/영상/UCC"
103380,KOTRA 2022년 수출바우처 대국민 아이디어 공모전,공공기관/공기업,대한무역투자진흥공사(KOTRA),대상 제한 없음,450만 원,22.9.13 ~ 22.10.10,기타,기획/아이디어
103382,2022년 데이터 결합 아이디어 공모전,기타,인천테크노파크,"대학생, 직장인/일반인",1900만 원,22.9.14 ~ 22.10.21,기타,"기획/아이디어, 과학/공학"
103385,제1회 유네스코 인류무형문화유산 홍보 대학생 토론대회,비영리단체/협회/재단,한국문화재재단,대학생,500만 원,22.8.29 ~ 22.10.10,기타,"광고/마케팅, 기획/아이디어"
103387,한국문화예술협동조합X밀락더마켓 '내일의슈퍼스타' 참여 아티스트 모집,중소기업,(주)키친보리에 / 한국문화예술협동조합,대상 제한 없음,1500만 원,22.9.1 ~ 22.9.16,기타,예체능/패션
103389,KAIA 어린이 그림그리기 대회,중소기업,KAIA / 국토교통과학기술진흥원,청소년,200만 원,22.9.26 ~ 22.10.7,"기타, 상장 수여",디자인/순수미술/공예
103392,제6회 예산 장터 삼국축제 - 시장 우먼 파이터 지원자 모집,공공기관/공기업,"예산문화원, 예산군",대상 제한 없음,500만 원,22.9.5 ~ 22.10.5,기타,"전시/페스티벌, 예체능/패션"
103394,제3회 '마음 60초' 영상 공모전,비영리단체/협회/재단,재단법인도진화 / 동그리티비,대상 제한 없음,600만 원,22.9.17 ~ 22.10.16,기타,사진/영상/UCC
103396,제3회 부산 동구 유튜브 콘테스트,공공기관/공기업,부산동구청,대상 제한 없음,1000만 원,22.9.13 ~ 22.10.28,기타,사진/영상/UCC
103398,스마트 항로표지(등부표) 형상 아이디어 공모전,비영리단체/협회/재단,"한국항로표지기술원, 한국전자기술연구원, 한국과학기술정책플랫폼협동조합 / 한국항로표지기술원,",대상 제한 없음,650만 원,22.9.13 ~ 22.10.31,기타,기획/아이디어
103401,2022년 청소년영화제 유스카 영상 공모전,비영리단체/협회/재단,인천광역시청소년수련관,"청소년, 대학생",-,22.8.22 ~ 22.9.30,기타,사진/영상/UCC
103403,2022년 FoWI 대국민 ESG·혁신 아이디어 공모전,공공기관/공기업,한국산림복지진흥원,대상 제한 없음,170만 원,22.9.19 ~ 22.10.18,기타,기획/아이디어
103407,2022 미래작가상 사진 영상 공모전,비영리단체/협회/재단,"박건희문화재단,캐논코리아",대학생,9000만 원,22.11.1 ~ 22.11.8,기타,사진/영상/UCC
103409,통계청 통계데이터센터(SDC) 60초 홍보 영상 공모전,공공기관/공기업,통계청 / 한국통계진흥원,대상 제한 없음,600만 원,22.9.6 ~ 22.10.28,기타,"사진/영상/UCC, 과학/공학"
103412,2022 자양전통시장 시장송 & 구호 콘테스트,기타,자양전통시장 문화관광형시장 육성사업단,대상 제한 없음,60만 원,22.9.13 ~ 22.9.30,기타,예체능/패션
103414,제9회 서울국제일러스트레이션 공모전,비영리단체/협회/재단,사단법인 서울미술협회 / 울국제일러스트레이션 운영위원회,대상 제한 없음,650만 원,22.11.16 ~ 22.12.9,"기타, 상장 수여",디자인/순수미술/공예
103417,2022학년도 백마문화상,기타,명대신문,대학생,500만 원,22.9.13 ~ 22.10.14,기타,문학/시나리오
103422,2022 3D프린팅 인공지능 학습데이터 활용 해커톤,중소기업,운영사무국,대상 제한 없음,1700만 원,22.9.7 ~ 22.10.21,기타,"기획/아이디어, 과학/공학"
103432,제30회 영도다리축제 '아마추어 밴드대회',비영리단체/협회/재단,영도문화원,대상 제한 없음,280만 원,22.8.24 ~ 22.9.23,기타,기타
103457,2022년 생명지킴이 수기 공모전「나로부터 시작되는 생명지킴이」(~10/19),비영리단체/협회/재단,한국생명존중희망재단,대상 제한 없음,860만 원,22.9.8 ~ 22.10.19,기타,기획/아이디어
103487,2022 서울영상공모전 <세로보는서울>,중소기업,인투인미디어,대상 제한 없음,800만 원,22.9.15 ~ 22.10.23,기타,사진/영상/UCC
103488,제26회 서울환경작품공모전,공공기관/공기업,서울특별시,"대학생, 직장인/일반인",1940만 원,22.8.1 ~ 22.9.30,기타,"사진/영상/UCC, 기획/아이디어"
