id,activity_name,company_type,institution,target,app_period,activity_period,recruit,prefer,activity_benefit,interests,fields,,,,,,,,,,,
100449,2022년 경상북도경제진흥원 대학생 서포터즈 모집,공공기관/공기업,경상북도경제진흥원,대학생,22.8.16 ~ 22.8.29,22.9.2 ~ 22.11.30,16명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험","활동비, 수료증 및 인증서",콘텐츠,서포터즈,,,,,,,,,,,
100450,＜하리보 골드베렌 100주년 생일 기념전 ＞ 1차 서포터즈 모집 (~ 09.01),중소기업,사야컴퍼니,대상 제한 없음,22.8.19 ~ 23.2.23,22.8.19 ~ 22.9.1,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험","행사 참여, 수료증 및 인증서","행사/페스티벌, 디자인/사진/예술/영상","서포터즈, 마케터",,,,,,,,,,,
100456,[청년아카데미] 영상제작 강의 참가자 모집,기타,서초유스센터,대상 제한 없음,22.8.18 ~ 22.9.5,22.9.7 ~ 22.9.28,12명,휴학 중/시간 투자 가능,실무 교육,교육,강연,,,,,,,,,,,
100457,화장품 BM 아카데미 온라인 교육 모집,중소기업,주식회사 온유,"대학생, 직장인/일반인",22.8.20 ~ 모집시 마감,22.9.5 ~ 22.10.31,0명,기타,"실무 교육, 전문가/임직원 멘토링","뷰티/미용/화장품, 창업/자기계발","멘토링, 서포터즈",,,,,,,,,,,
100462,수원특례시 문화/관광 청년 홍보 모델 2기 모집 안내,중소기업,희망둥지협동조합,"대학생, 직장인/일반인",22.7.21 ~ 22.8.22,22.9.1 ~ 22.10.31,5명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 외국어, 리더십","활동비, 사은품 지급","문화/역사, 행사/페스티벌","서포터즈, 마케터",,,,,,,,,,,
100463,제11회 이데일리 W페스타 서포터즈 모집,스타트업,위더팀,대상 제한 없음,22.8.19 ~ 22.9.7,22.9.19 ~ 22.10.28,00명,"파워블로거/SNS, 사진/영상/디자인 툴","행사 참여, 수료증 및 인증서","행사/페스티벌, 콘텐츠",서포터즈,,,,,,,,,,,
100476,"2022 희망이음 경진대회 (강원, 경기) 참가작 모집",-,스펙업,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
100477,테트라팩 환경캠프 난지에서 플레이 참가자 모집,외국계기업,테트라팩(유),대학생,22.8.19 ~ 22.9.3,22.8.23 ~ 22.9.3,00명,기타,"사은품 지급, 봉사활동시간","행사/페스티벌, 환경/에너지","봉사단-국내, 서포터즈",,,,,,,,,,,
100496,6주 만에 책 쓰기 프로젝트 [온라인 / 오프라인] 33기 모집,중소기업,글ego,"대학생, 직장인/일반인",22.8.19 ~ 22.9.15,22.9.17 ~ 22.10.22,00명,기타,사은품 지급,디자인/사진/예술/영상,기타,,,,,,,,,,,
100498,제11회 이데일리 W페스타 서포터즈 모집,중소기업,이데일리,대상 제한 없음,22.8.19 ~ 22.9.7,22.9.19 ~ 22.10.28,00명,"파워블로거/SNS, 사진/영상/디자인 툴","사은품 지급, 수료증 및 인증서","행사/페스티벌, 디자인/사진/예술/영상",서포터즈,,,,,,,,,,,
100502,2022년도 전북규제자유특구 서포터즈 모집,중소기업,(재)전북테크노파크,대학생,22.8.19 ~ 22.8.22,22.9.1 ~ 22.11.30,10명,기타,수료증 및 인증서,정치/사회/법률,서포터즈,,,,,,,,,,,
100504,일동펫 대학생 서포터즈 일동펫 프렌즈 1기 모집,중소기업,일동이커머스(주),대학생,22.8.20 ~ 22.9.1,22.9.1 ~ 22.11.6,00명,기타,"사은품 지급, 수료증 및 인증서",기타,서포터즈,,,,,,,,,,,
100506,2022 하반기 보거스 서포터즈 1기 모집,중소기업,보거스,대상 제한 없음,22.8.18 ~ 22.9.4,22.9.1 ~ 22.12.31,5명,"파워블로거/SNS, 기타",사은품 지급,기타,서포터즈,,,,,,,,,,,
100507,2022 제 1기 전시산업 영 서포터즈 모집,비영리단체/협회/재단,한국전시산업진흥회,대상 제한 없음,22.8.16 ~ 22.8.31,22.9.1 ~ 22.11.30,30명,기타,"활동비, 수료증 및 인증서",행사/페스티벌,서포터즈,,,,,,,,,,,
100511,아이엠박스 대학생 서포터즈 모집,중소기업,아이엠박스코리아,대학생,22.8.18 ~ 22.8.28,22.9.1 ~ 22.12.31,0명,기타,"활동비, 수료증 및 인증서",기타,서포터즈,,,,,,,,,,,
100513,2022 안동국제 탈춤 페스티벌 서포터즈 모집,공공기관/공기업,안동시 / 한국정신문화재단,대학생,22.8.8 ~ 22.9.12,22.9.22 ~ 22.10.3,50명,기타,"활동비, 수료증 및 인증서","행사/페스티벌, 과학/공학/기술/IT",서포터즈,,,,,,,,,,,
100514,[산업통상자원부] 희망이음 대학생 서포터즈 11기 (전국),중소기업,주식회사웰비아이,"청소년, 대학생",22.8.22 ~ 22.9.5,22.9.20 ~ 23.2.28,88명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타","활동비, 전문가/임직원 멘토링","콘텐츠, 기타","서포터즈, 기자단",,,,,,,,,,,
100532,'2022 서울새활용주간' 시민기획단 <신·새·계> 모집,중소기업,(주)헤이웨이,"대학생, 직장인/일반인",22.8.19 ~ 22.8.25,22.8.26 ~ 22.9.6,00명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","행사 참여, 수료증 및 인증서","행사/페스티벌, 환경/에너지","서포터즈, 강연",,,,,,,,,,,
100533,Wear:Positive 서포터즈 1기 모집 (~8/27),스타트업,웨어스(Wear:th),대학생,22.8.20 ~ 22.8.27,22.9.1 ~ 22.10.5,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 행사 기획 경험","사은품 지급, 수료증 및 인증서","체육/헬스, 환경/에너지","서포터즈, 마케터",,,,,,,,,,,
100538,[모집 연장! 9.08 마감] 대학생 연합크루 댄싱로켓을 모집합니다! (소셜벤처 및 전공멘토링 활동),스타트업,춤추는 우주인,대학생,22.8.14 ~ 22.9.8,22.9.18 ~ 22.12.31,20명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 행사 기획 경험","활동비, 봉사활동시간","행사/페스티벌, 교육","멘토링, 서포터즈",,,,,,,,,,,
100540,사단법인 대한민국청소년의회 사무국원(자원봉사형 인턴) 모집 (~9/12),-,미디어유스,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
100541,2022년 학생사무국 학생활동가 추가모집,비영리단체/협회/재단,한국대학생협연합회,대학생,22.8.18 ~ 22.8.26,22.9.1 ~ 23.1.31,2명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 수료증 및 인증서","경영/컨설팅/마케팅, 기타",서포터즈,,,,,,,,,,,
100542,SOCIETY 451 8기 모집 (~08.28),동아리/학생자치단체,SOCIETY 451,"대학생, 직장인/일반인",22.8.20 ~ 22.8.28,22.9.3 ~ 22.11.26,0명,기타,"행사 참여, 수료증 및 인증서","교육, 정치/사회/법률",기타,,,,,,,,,,,
100543,청년비영리단체 통감 2022 하반기 리크루팅,비영리단체/협회/재단,통감,"대학생, 직장인/일반인",22.7.25 ~ 22.8.28,22.7.25 ~ 22.8.28,00명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 행사 기획 경험","행사 참여, 수료증 및 인증서","언론/미디어, 콘텐츠",기타,,,,,,,,,,,
100559,[한국클라우드컴퓨팅연구조합] ﻿MLOps 플랫폼 전문인력 부트캠프_CCCR 참가자 모집,비영리단체/협회/재단,한국클라우드컴퓨팅연구조합,대상 제한 없음,22.8.22 ~ 22.9.13,22.9.13 ~ 22.10.24,00명,기타,실무 교육,과학/공학/기술/IT,"멘토링, 강연",,,,,,,,,,,
100561,2022 비페스타의 서포터즈 뷰티스타 7기 모집,중소기업,비페스타,대상 제한 없음,22.8.11 ~ 22.8.28,22.9.1 ~ 22.9.30,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 컴퓨터 활용능력, 행사 기획 경험, 기타","활동비, 사은품 지급","뷰티/미용/화장품, 콘텐츠",서포터즈,,,,,,,,,,,
100562,[금융/언론] 국가기간 뉴스통신그룹 연합인포맥스 대학생 앰배서더 모집,금융권,연합인포맥스 / 연합뉴스경제TV,대학생,22.8.18 ~ 22.8.28,22.9.3 ~ 23.1.1,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","활동비, 입사시 혜택","언론/미디어, 경제/금융","서포터즈, 마케터",,,,,,,,,,,
100569,덕이동 패션관련 지역행사에 참가하실 댄스팀을 모집합니다.,중소기업,(주)마이스컴퍼니,대상 제한 없음,22.8.22 ~ 모집시 마감,22.8.14 ~ 22.8.27,0명,기타,"활동비, 수료증 및 인증서",행사/페스티벌,기타,,,,,,,,,,,
100573,2022년 「광산 골목상권 서포터즈 」 추가모집,-,광산구청,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
100586,대전SOS랩 시민연구반 5기,중소기업,wowdlab,"대학생, 직장인/일반인",22.8.16 ~ 22.8.31,22.9.7 ~ 22.11.2,20명,휴학 중/시간 투자 가능,"활동비, 수료증 및 인증서","과학/공학/기술/IT, 창업/자기계발",기타,,,,,,,,,,,
100594,대학생 서포터즈 공취사랑 1기 모집,중소기업,공취사,대학생,22.8.22 ~ 22.8.29,22.9.5 ~ 22.10.16,00명,기타,"활동비, 수료증 및 인증서","콘텐츠, 기타",서포터즈,,,,,,,,,,,
100597,? 2022 제6회 대한민국 청년의 날 플래시몹 참가자 모집 ?,비영리단체/협회/재단,사단법인 청년과미래,대학생,22.8.22 ~ 22.8.28,22.9.17 ~ 22.9.17,0명,"콘텐츠 기획/제작 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","경영/컨설팅/마케팅, 정치/사회/법률","서포터즈, 마케터",,,,,,,,,,,
100599,❤ 2022 제6회 대한민국 청년의 날 체험평가단 모집 ❤,비영리단체/협회/재단,사단법인 청년과미래,대학생,22.8.22 ~ 22.9.10,22.9.17 ~ 22.9.17,0명,"파워블로거/SNS, 타 대외활동 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 콘텐츠","서포터즈, 기타",,,,,,,,,,,
100600,"아이돌 문화 컨텐츠 팀, 아이돌레",동아리/학생자치단체,아이돌레,대학생,22.8.22 ~ 22.8.31,22.9.15 ~ 23.3.15,0명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",수료증 및 인증서,"언론/미디어, 디자인/사진/예술/영상","기자단, 기타",,,,,,,,,,,
100602,IT시대의 리더는 기획자다!!,중소기업,므모 MMO,대상 제한 없음,22.8.22 ~ 22.9.1,22.9.5 ~ 22.9.30,30명,멘토링/수업 진행 경험,"실무 교육, 전문가/임직원 멘토링","교육, 경영/컨설팅/마케팅","멘토링, 강연",,,,,,,,,,,
100610,느슨해진 웹 개발에 긴장감을 넣어주는 A-Frame,비영리단체/협회/재단,한국메타버스산업협회,대상 제한 없음,22.8.22 ~ 22.9.5,22.9.14 ~ 22.9.16,15명,"콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","실무 교육, 수료증 및 인증서","언론/미디어, 과학/공학/기술/IT","멘토링, 강연",,,,,,,,,,,
100614,[무료 오픽] 토커비 12기 오픽 인강 체험단 모집 (~9/4),중소기업,토커비,대상 제한 없음,22.8.22 ~ 22.9.4,22.9.5 ~ 22.9.9,00명,기타,사은품 지급,기타,기타,,,,,,,,,,,
100621,"♬ 제 1회 무료 전공자 현생 콘서트! 파티원 모집! + ''애매한 재능이 무기가 되는 순간' , '동사형 꿈', '취업 서바이벌' 저자 특강 안내♬",중소기업,더와이랩,대상 제한 없음,22.8.22 ~ 22.8.24,22.8.27 ~ 22.8.27,00명,휴학 중/시간 투자 가능,수료증 및 인증서,"교육, 경영/컨설팅/마케팅","강연, 멘토링",,,,,,,,,,,
100623,"[부천예총] 제 37회 복사골예술제 자원활동가 모집 (~8/23, 모집기간연장)",비영리단체/협회/재단,부천예총,"대학생, 직장인/일반인",22.7.26 ~ 22.8.23,22.9.16 ~ 22.9.18,70명,타 대외활동 경험,"수료증 및 인증서, 봉사활동시간",행사/페스티벌,서포터즈,,,,,,,,,,,
100625,서초오랑 '브랜드 디자인 맛보기' 무료 프로그램 참여자 모집(~22.08.28),비영리단체/협회/재단,서울청년센터 서초오랑,"대학생, 직장인/일반인",22.8.18 ~ 22.8.28,22.8.30 ~ 22.8.31,10명,기타,"실무 교육, 전문가/임직원 멘토링","교육, 디자인/사진/예술/영상","강연, 멘토링",,,,,,,,,,,
100627,[LG CNS] AI Genius 대학생 서포터즈 8기 모집 (오늘마감!!),대기업,LG CNS,대학생,22.8.8 ~ 22.8.22,22.9.2 ~ 22.9.30,16명,기타,"활동비, 전문가/임직원 멘토링","과학/공학/기술/IT, 사회공헌/교류",서포터즈,,,,,,,,,,,
100642,"2022 생명존중 자살예방 걷기 캠페인 ""달빛소나타"" 참여자 모집",비영리단체/협회/재단,서서울생명의전화,대상 제한 없음,22.8.22 ~ 22.9.1,22.9.3 ~ 22.9.3,100명,기타,"사은품 지급, 봉사활동시간",행사/페스티벌,봉사단-국내,,,,,,,,,,,
100653,2022년 제 1기 전시산업 영 서포터즈 모집,중견기업,인크루트 주식회사,"대학생, 직장인/일반인",22.8.16 ~ 22.8.31,22.9.2 ~ 22.9.17,30명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 실무 교육","디자인/사진/예술/영상, 콘텐츠",서포터즈,,,,,,,,,,,
100657,우리동네 로고송라이터 4기 모집 (~9/13),스타트업,무궁무진스튜디오,대학생,22.8.22 ~ 22.9.13,22.9.15 ~ 22.11.3,12명,사진/영상/디자인 툴,"실무 교육, 수료증 및 인증서","언론/미디어, 콘텐츠","서포터즈, 마케터",,,,,,,,,,,
100664,[은평 오랑] 취미지원 커뮤니티 보드게임 참가자 모집,공공기관/공기업,서울청년센터 은평 오랑,"대학생, 직장인/일반인",22.7.25 ~ 상시모집,22.7.25 ~ 22.11.22,00명,기타,활동비,"콘텐츠, 기타",기타,,,,,,,,,,,
100667,[제주콘텐츠코리아랩] JEMI 아카데미 마케터즈 1기 모집 (~8/25),공공기관/공기업,제주콘텐츠코리아랩,대상 제한 없음,22.8.19 ~ 22.9.15,22.8.29 ~ 22.11.30,10명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","행사/페스티벌, 콘텐츠","서포터즈, 마케터",,,,,,,,,,,
100669,[경남웹툰캠퍼스] 정규과정(고급) - '스케치업',중소기업,(주)커넥팅닷유나이티드,"대학생, 직장인/일반인",22.8.16 ~ 22.9.14,22.9.13 ~ 22.10.11,20명,멘토링/수업 진행 경험,수료증 및 인증서,"교육, 콘텐츠",기타,,,,,,,,,,,
100670,[경남웹툰캠퍼스] 정규과정(고급) - '블렌더',중소기업,(주)커넥팅닷유나이티드,"대학생, 직장인/일반인",22.8.16 ~ 22.9.6,22.10.17 ~ 22.11.15,20명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험",수료증 및 인증서,"교육, 콘텐츠",기타,,,,,,,,,,,
100675,서울문화홍보원에서 <청년문화기자통신원>을 모집합니다.,비영리단체/협회/재단,서울문화홍보원,대학생,22.8.22 ~ 22.8.31,22.9.5 ~ 22.12.31,21명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","언론/미디어, 문화/역사","서포터즈, 기자단",,,,,,,,,,,
100690,2022년 광산 골목상권 서포터즈 모집 (추가모집),공공기관/공기업,광산구청,"대학생, 직장인/일반인",22.8.3 ~ 22.8.26,22.9.1 ~ 22.11.30,10명,기타,활동비,정치/사회/법률,서포터즈,,,,,,,,,,,
100696,2022년도 한-뉴 FTA 농어촌지역 청소년 어학연수 참가자 모집,공공기관/공기업,"농림축산식품부, 해양수산부, 농림수산식품교육문화정보원, FAO한국협회",청소년,22.9.19 ~ 22.10.15,22.12.19 ~ 22.12.23,100명,기타,"활동비, 교통비",교육,기타,,,,,,,,,,,
100697,2022년 제4기 충북 블록체인 서포터즈 모집,공공기관/공기업,"충청북도, 충북과학기술혁신원","대학생, 직장인/일반인",22.8.19 ~ 22.9.21,22.10.1 ~ 22.11.30,0명,기타,"활동비, 행사 참여",과학/공학/기술/IT,서포터즈,,,,,,,,,,,
100698,2022 유네스코 인류무형문화유산 홍보 대학생 서포터즈 모집,비영리단체/협회/재단,한국문화재재단,대학생,22.8.22 ~ 22.9.4,22.9.7 ~ 22.11.11,25명,"파워블로거/SNS, 기타","활동비, 수료증 및 인증서",문화/역사,서포터즈,,,,,,,,,,,
100718,2022 관악강감찬축제 '전승기념 퍼레이드' 참가팀 모집 (기간연장),-,링커리어링,-,-,-,0명,모두 지원 가능,-,,,,,,,,,,,,,
100733,[시청자미디어재단 인천센터] 라이브커머스 실무인력 양성 프로젝트 「Drop the Live Show!」 모집(~8.30),공공기관/공기업,시청자미디어재단 인천시청자미디어센터,"대학생, 직장인/일반인",22.8.17 ~ 22.8.30,22.9.20 ~ 22.10.31,12명,"콘텐츠 기획/제작 경험, 행사 기획 경험","활동비, 실무 교육","언론/미디어, 경영/컨설팅/마케팅","서포터즈, 마케터",,,,,,,,,,,
100735,부산관광 글로벌 서포터즈 부산프렌즈 2기,중소기업,인디큐브릭,대학생,22.8.22 ~ 22.9.4,22.9.18 ~ 23.2.28,80명,콘텐츠 기획/제작 경험,"활동비, 수료증 및 인증서","여행/호텔/항공, 콘텐츠",서포터즈,,,,,,,,,,,
100746,"도봉청소년누리터 기관 축제 ""위드페스티벌"" 운영 멘토 및 봉사자 모집",공공기관/공기업,도봉청소년누리터위드,"대학생, 직장인/일반인",22.8.23 ~ 모집시 마감,22.9.3 ~ 22.9.3,10명,기타,봉사활동시간,"문화/역사, 행사/페스티벌","봉사단-국내, 기타",,,,,,,,,,,
100750,창작아카데미 3기 - 이모티콘 (기초 과정) 수강생 모집,공공기관/공기업,(주)웨이드,대상 제한 없음,22.8.19 ~ 22.9.4,22.9.7 ~ 22.10.5,20명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","실무 교육, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠",강연,,,,,,,,,,,
100752,< 2022 서울 도시건축탐험 > 모집 안내,공공기관/공기업,서울도시건축탐험 운영사무국,대상 제한 없음,22.8.22 ~ 22.10.21,22.10.8 ~ 22.11.12,0명,기타,행사 참여,"여행/호텔/항공, 행사/페스티벌",기타,,,,,,,,,,,
100757,창작아카데미 3기 - 캐릭터굿즈 (기초 과정) 수강생 모집,공공기관/공기업,(주)웨이드,대상 제한 없음,22.8.19 ~ 22.9.4,22.9.13 ~ 22.10.13,20명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","실무 교육, 수료증 및 인증서","디자인/사진/예술/영상, 콘텐츠",강연,,,,,,,,,,,
