인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
81580,제16회 대구국제뮤지컬페스티 DIMF 딤프지기(자원활동가) 모집,대구광역시 / (사)대구국제뮤지컬페스티벌,비영리단체/협회/재단,22.3.14 ~ 22.4.12,10명,기타,행사/페스티벌기타,서포터즈,대구,22.5.4 ~ 22.7.11,대상 제한 없음
81581,2022년 대한적십자사 경기도지사 대학RCY 신입회원 모집,대한적십자사 경기도지사,비영리단체/협회/재단,22.3.14 ~ 22.12.31,0명,기타,사회공헌/교류,서포터즈,경기,22.3.14 ~ 22.12.31,대학생
81589,[숙박 서포터즈] 잠자리프렌즈 39기 블로거 유튜버 모집 (~4/24),잠자리,중소기업,22.3.14 ~ 22.4.24,00명,파워블로거/SNS,여행/호텔/항공,서포터즈,"서울, 인천, 경기, 충청, 전라",22.5.6 ~ 22.8.31,"대학생, 직장인/일반인"
81590,2022한-독 글로벌 인재양성 플랫폼 인턴십 프로그램 (MPK),막스플랑크한국포스텍연구소,비영리단체/협회/재단,22.3.14 ~ 22.3.31,00명,기타,과학/공학/기술/IT,기타,지역 제한없음,22.3.14 ~ 22.3.31,대학생
81601,[SEDC] 서울에너지드림센터 블로그 기자단 모집 (~3/21 마!감!임!박!),(사)녹색교육센터,비영리단체/협회/재단,22.3.2 ~ 22.6.21,0명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",행사/페스티벌환경/에너지,기자단,지역 제한없음,22.4.1 ~ 23.12.31,"대학생, 직장인/일반인"
81611,4.22. ‘지구의 날’ 서울그린메타 서포터즈 모집,(사)한국로하스협회,비영리단체/협회/재단,22.3.14 ~ 22.4.5,50명,기타,행사/페스티벌환경/에너지,서포터즈,서울,22.4.1 ~ 22.8.31,"청소년, 대학생"
81613,2022년 'MC자치단' 모집,서울청소년센터,공공기관/공기업,22.3.15 ~ 23.1.2,15명,"멘토링/수업 진행 경험, 컴퓨터 활용능력, 행사 기획 경험",행사/페스티벌사회공헌/교류,봉사단-국내,서울 중구,-,대학생
81619,[송파구 문정비즈밸리] 취업부스터 점프업UP! 3월 프로그램,마이온,중소기업,22.3.8 ~ 22.3.29,20명,기타,창업/자기계발기타,강연멘토링,지역 제한없음,22.3.16 ~ 22.3.30,대상 제한 없음
81625,[미니인턴X드리머리] 뷰티 서비스 플랫폼 UI/UX 디자이너 실무 경험하고 당당히 취업해요! (~3/29),오픈놀,중소기업,22.3.15 ~ 22.3.29,00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",디자인/사진/예술/영상뷰티/미용/화장품,강연멘토링,지역 제한없음,22.3.31 ~ 22.4.17,대학생
81626,[소다란] 대학생 입시 컨설턴트 모집,소다란,중소기업,22.3.15 ~ 22.3.31,00명,멘토링/수업 진행 경험,교육,멘토링,지역 제한없음,22.3.15 ~ 22.12.31,대학생
81634,유기동물 입양문화를 만드는 <포인핸드 매거진> 12기 에디터 모집,포인핸드,중소기업,22.3.15 ~ 22.3.25,0명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",콘텐츠,서포터즈기자단,"서울, 인천, 경기",22.3.15 ~ 22.3.25,대상 제한 없음
81638,마포청년나루 청년서포터즈 '청춘어람' 단원 모집,마포청년나루,공공기관/공기업,22.3.11 ~ 22.3.24,12명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",행사/페스티벌콘텐츠,서포터즈,"서울 마포구, 서대문구, 은평구",22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
81642,[경기인력개발원] K-디지털 지능형스마트팩토리 교육생모집,대한상공회의소 경기인력개발원,비영리단체/협회/재단,22.3.1 ~ 22.3.31,24명,기타,교육과학/공학/기술/IT,강연,지역 제한없음,22.3.22 ~ 22.9.28,대상 제한 없음
81645,(주)이지함화장품 닥터슈라클 온라인 서포터즈 클레버리더 9기 모집,(주)이지함화장품,중소기업,22.3.15 ~ 23.3.6,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",뷰티/미용/화장품,서포터즈,지역 제한없음,-,"대학생, 직장인/일반인"
81648,"[인재양성HR연구소] 의료기기 비대면 기업탐방 (3/23,수)",인재양성 HR연구소,중소기업,22.3.15 ~ 22.3.23,00명,기타,교육,강연멘토링,"서울, 인천, 경기",22.3.23 ~ 22.3.23,대학생
81663,경기도디지털성범죄피해자원스톱지원센터 < 2022 도민 대응감시단> 모집,경기도디지털성범죄피해자원스톱지원센터,공공기관/공기업,22.3.11 ~ 22.3.25,30명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력",교육사회공헌/교류,기타서포터즈,경기,22.4.8 ~ 22.11.30,"대학생, 직장인/일반인"
81665,[ 한국표준협회 ] 부산 블록체인 온라인 무료 교육생 모집,한국표준협회,비영리단체/협회/재단,22.3.15 ~ 22.4.3,40명,기타,교육과학/공학/기술/IT,기타강연,부산 동구,22.4.11 ~ 22.6.10,대상 제한 없음
81672,[한국SW기술진흥협회] Spring 기반 Cloud 서비스 구현 개발자 양성과정,주식회사 메이캔,비영리단체/협회/재단,22.3.15 ~ 22.4.3,00명,컴퓨터 활용능력,교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.4.4 ~ 22.8.31,대상 제한 없음
81675,[리브위드 청소년 봉사학습] 대학생 개인자원봉사자 모집,리브위드,스타트업,23.3.22 ~ 23.3.26,8명,휴학 중/시간 투자 가능,교육환경/에너지,봉사단-국내멘토링,"서울 성동구, 경기",23.3.29 ~ 23.3.29,대학생
81676,[서울시자원봉사센터] 한국외국어대학교 프로젝트 리더 추가 모.zip,서울시자원봉사센터,공공기관/공기업,22.5.10 ~ 22.5.16,2명,리더십,정치/사회/법률사회공헌/교류,봉사단-국내기타,서울,22.5.16 ~ 22.12.31,대학생
81684,2022년 한국장기기증협회 대학생/일반인 서포터즈&기자단 1기 모집,조이비오,중소기업,22.3.7 ~ 22.3.31,00명,타 대외활동 경험,의료/보건기타,서포터즈기자단,부산,22.3.7 ~ 22.12.31,"대학생, 직장인/일반인"
81686,[한국장애인고용공단] 내꿈내일기자단 9기 모집(~3/27 마감),한국장애인고용공단,공공기관/공기업,22.3.15 ~ 22.3.27,30명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",콘텐츠사회공헌/교류,기자단서포터즈,지역 제한없음,22.4.11 ~ 22.11.30,대학생
81689,✨디베이트코리아와 함께 세상을 바꿀 열정적인 7기 멤버들을 모집합니다.✨,디베이트코리아,비영리단체/협회/재단,22.3.15 ~ 22.6.30,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 행사 기획 경험",행사/페스티벌콘텐츠,서포터즈기타,지역 제한없음,22.3.15 ~ 22.3.24,대학생
81709,2022년 일성콘도&리조트 봄 여행 유튜브 체험단 모집,일성콘도&리조트,중소기업,22.3.15 ~ 22.4.30,0명,기타,여행/호텔/항공디자인/사진/예술/영상,서포터즈,서울 광진구,22.3.25 ~ 22.4.30,대상 제한 없음
81712,2022 서울 제로웨이스트 캠퍼스 MZ회담,"(사)한국로하스협회, 국제지속가능청년연합(GUYS)",비영리단체/협회/재단,22.3.15 ~ 22.3.25,100명,기타,환경/에너지사회공헌/교류,서포터즈,지역 제한없음,22.3.26 ~ 22.3.26,"대학생, 직장인/일반인"
81713,2022 대학생 절주 서포터즈 모집,한국건강증진개발원,비영리단체/협회/재단,22.3.14 ~ 22.4.8,0명,기타,의료/보건콘텐츠,서포터즈,지역 제한없음,22.5.1 ~ 22.11.30,대학생
81714,한국장애인고용공단 KEAD 내꿈내일기자단 9기 모집,한국장애인고용공단,중소기업,22.3.15 ~ 22.3.27,30명,기타,언론/미디어기타,서포터즈기자단,지역 제한없음,22.4.1 ~ 22.11.30,대학생
81717,2022 문화예술지원사업 시민평가단 모집,부산문화재단,비영리단체/협회/재단,22.3.10 ~ 22.3.25,30명,기타,행사/페스티벌기타,서포터즈,부산,22.4.1 ~ 22.12.31,대상 제한 없음
81718,2022 송파구청 청년예술인 워킹그룹 참여자 모집,송파구청,공공기관/공기업,22.3.1 ~ 22.3.21,0명,기타,디자인/사진/예술/영상콘텐츠,서포터즈,서울 송파구,22.4.1 ~ 22.12.31,대상 제한 없음
81721,2022년 광주국제개발협력센터 Suppporters 모집,광주국제개발협력센터,비영리단체/협회/재단,22.3.14 ~ 22.3.22,10명,기타,언론/미디어콘텐츠,서포터즈,광주,22.4.1 ~ 22.8.12,대학생
81722,부산일러스트레이션페어 서포터즈 부포터 3기 모집,부산일러스트레이션페어사무국,비영리단체/협회/재단,22.3.14 ~ 22.4.15,20명,기타,디자인/사진/예술/영상,서포터즈,"부산, 경상",22.5.2 ~ 22.10.2,"대학생, 직장인/일반인"
81723,시립서울청소년센터 2022년 MC자치단 모집,시립서울청소년센터,비영리단체/협회/재단,22.3.15 ~ 22.3.29,15명,기타,과학/공학/기술/IT기타,봉사단-국내서포터즈,서울 중구,22.4.1 ~ 22.11.30,대학생
81733,대학생문화,청춘공방,-,-,0명,모두 지원 가능,,,-,-,-
81754,2022 인공지능 l 블록체인ㅣ온라인코딩 교육생 모집 ( ~03/25),충청권ICT이노베이션스퀘어,공공기관/공기업,22.3.16 ~ 22.3.25,00명,기타,과학/공학/기술/IT,강연멘토링,지역 제한없음,22.4.11 ~ 22.6.8,대상 제한 없음
81757,[종로여성인력개발센터] 주얼리의 아름다움과 가치를 만드는Jewelry Makers 과정 참가자 모집 ﻿ ★교육비 전액 지원★,종로여성인력개발센터,공공기관/공기업,22.3.16 ~ 22.4.11,00명,기타,뷰티/미용/화장품,멘토링강연,지역 제한없음,22.4.21 ~ 22.7.22,대상 제한 없음
81758,아동 청소년과의 1:1 정서지원 멘토링 '도담도담 멘토링' 멘토 모집,하남시종합사회복지관,공공기관/공기업,22.3.16 ~ 22.3.24,10명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 기타",교육기타,멘토링봉사단-국내,경기 하남시,22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
81762,IES 해외 온라인 인턴십 설명회(Info Session),SAF Korea,비영리단체/협회/재단,22.3.16 ~ 22.3.17,0명,외국어,교육사회공헌/교류,해외탐방-유료기타,지역 제한없음,22.3.17 ~ 22.3.17,대학생
81769,[오픽] 토커비 인강 무료체험단 모집 (~3/20),토커비,중소기업,22.3.14 ~ 22.3.20,00명,기타,교육,기타,지역 제한없음,22.3.21 ~ 22.3.25,대상 제한 없음
81772,[한국수산자원공단] 바다녹화 서포터즈 수피랑 7기 모집,한국수산자원공단,-,-,0명,모두 지원 가능,,,-,-,-
81793,"마을미디어 팟캐스트 ""서초FM통통팟"" 5기 모집",서초구립 방배유스센터,비영리단체/협회/재단,22.3.16 ~ 22.3.31,20명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",언론/미디어디자인/사진/예술/영상,봉사단-국내서포터즈,서울 서초구,22.4.21 ~ 22.12.31,대상 제한 없음
81797,인(人)사이드 강연 #2_연인사이,무중력지대 영등포,기타,22.3.16 ~ 22.3.24,100명,기타,교육,강연,지역 제한없음,22.3.30 ~ 22.3.30,"대학생, 직장인/일반인"
81800,[한국수산자원공단] FIRA 바다녹화 서포터즈 수피랑7기 모집,한국수산자원공단,-,-,0명,모두 지원 가능,,,-,-,-
81804,[한국수산자원공단] 바다녹화 서포터즈 수피랑 7기 모집,한국수산자원공단,공공기관/공기업,22.3.14 ~ 22.3.27,16명,"파워블로거/SNS, 사진/영상/디자인 툴",환경/에너지,서포터즈,지역 제한없음,22.4.1 ~ 22.12.9,대학생
81809,제3기 퍼플스 대학생 서포터즈 모집,퍼플스,중견기업,22.3.16 ~ 22.4.17,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",경영/컨설팅/마케팅콘텐츠,서포터즈,서울 강남구,22.4.29 ~ 22.10.28,대학생
81811,청년문화기획단 영스터 2기 모집,(주)먹스킹,중소기업,22.3.16 ~ 22.4.5,15명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 행사 기획 경험",문화/역사행사/페스티벌,멘토링서포터즈,경상 영주시,22.4.9 ~ 22.7.2,"대학생, 직장인/일반인"
81816,2021 씨엔티테크 초기창업패키지 데모데이,씨엔티테크 데모데이 운영사무국,중소기업,22.3.16 ~ 22.3.25,0명,기타,행사/페스티벌창업/자기계발,기타,지역 제한없음,22.3.25 ~ 22.3.25,대상 제한 없음
81819,건강을 담는 코스메틱 <코비엔> 유튜버 서포터즈 1기 모집,코비엔,중소기업,22.3.17 ~ 22.3.31,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",뷰티/미용/화장품콘텐츠,서포터즈,지역 제한없음,22.4.6 ~ 22.5.6,대상 제한 없음
81821,WISET-Baker Hughes 글로벌 멘토링 멘티 모집 (~3/27),한국여성과학기술인육성재단(WISET),공공기관/공기업,22.2.21 ~ 22.3.27,18명,"멘토링/수업 진행 경험, 외국어",과학/공학/기술/IT환경/에너지,멘토링,지역 제한없음,22.4.15 ~ 22.11.30,대학생
81836,2022년 치매전문자원봉사자(대학생) 모집,광진구 치매안심센터,-,-,0명,모두 지원 가능,,,-,-,-
81837,2022년 치매전문자원봉사자(대학생) 모집,광진구 치매안심센터,공공기관/공기업,22.3.14 ~ 22.3.30,10명,"멘토링/수업 진행 경험, 리더십",의료/보건사회공헌/교류,봉사단-국내,서울 광진구,22.4.1 ~ 22.12.31,대학생
81846,잼페이스 마케팅 인턴,(주)작당모의,-,-,0명,모두 지원 가능,,,-,-,-
81875,2022 이화여자대학교 종합사회복지관 워킹플러스 자원봉사자 모집,이화여자대학교 종합사회복지관,비영리단체/협회/재단,22.3.14 ~ 22.3.27,0명,기타,사회공헌/교류,봉사단-국내,서울 서대문구,22.4.8 ~ 22.6.10,"대학생, 직장인/일반인"
81877,화성시청소년수련관 2022년 대학생 서포터즈 6기 모집,화성시청소년수련관,비영리단체/협회/재단,22.3.9 ~ 22.3.23,10명,기타,사회공헌/교류,서포터즈,경기 화성시,22.4.1 ~ 22.12.31,대학생
81879,2022년 은평역사한옥박물관 학생 기자단 6기 모집,은평역사한옥박물관 / 은평구청,공공기관/공기업,22.3.10 ~ 22.3.23,17명,기타,언론/미디어,서포터즈기자단,서울 은평구,22.4.3 ~ 22.12.17,청소년
81880,2022년 제3기 청춘나래 써포터즈 청.바.지(청춘나래는 바로 너지)모집,고양시정신건강복지센터,비영리단체/협회/재단,22.2.21 ~ 22.4.11,0명,기타,콘텐츠사회공헌/교류,서포터즈,경기 고양시,-,"대학생, 직장인/일반인"
81882,시흥시노인종합복지관 별별청춘 서포터즈 3기 모집,시흥시노인종합복지관,비영리단체/협회/재단,22.3.16 ~ 22.3.27,0명,기타,콘텐츠사회공헌/교류,서포터즈,지역 제한없음,22.4.1 ~ 22.7.31,대학생
81883,2022년 경북 장애인스포츠 서포터즈 기자단 모집,경북장애인체육회,비영리단체/협회/재단,22.3.15 ~ 22.3.29,00명,기타,언론/미디어기타,서포터즈기자단,경상,22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
81884,[낼나] 스마트 라이프스타일을 꿈꾸는 대학생 SNS 앰배서더 모집,(주)낼나,중소기업,22.3.10 ~ 22.3.27,0명,기타,디자인/사진/예술/영상기타,서포터즈,지역 제한없음,22.4.1 ~ 22.7.15,"대학생, 직장인/일반인"
81886,강남세움복지관 2022년 주거자립 프로그램 [슬기로운 내집생활] 이웃(자원봉사자) 모집,강남세움복지관,공공기관/공기업,22.3.16 ~ 22.3.31,0명,기타,교육기타,봉사단-국내,서울 강남구,22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
81888,2022년 제13호 강동마을소식 기자단 모집,강동노인종합복지관,공공기관/공기업,22.3.16 ~ 22.3.30,0명,기타,언론/미디어기타,서포터즈기자단,서울 강동구,22.4.1 ~ 22.11.30,"청소년, 대학생"
81892,새롭게 즐기고 배우면서 스펙쌓고 연극영화 포트폴리오 만드는 대외활동 애연입니다,(주)블라인드,중소기업,22.3.17 ~ 22.3.31,00명,휴학 중/시간 투자 가능,행사/페스티벌디자인/사진/예술/영상,강연멘토링,"서울 광진구, 경기",22.4.11 ~ 22.8.15,"대학생, 직장인/일반인"
81898,대학생식품지원꾸러미 콩세알 프로젝트,한국대학생협연합회,비영리단체/협회/재단,22.3.14 ~ 22.3.23,00명,기타,요리/식품기타,서포터즈기타,지역 제한없음,22.3.14 ~ 22.3.23,대학생
81906,[서대문구가족센터] 배움지도사 모집(~2022.04.04.),서대문구가족센터,기타,22.3.7 ~ 22.4.4,00명,멘토링/수업 진행 경험,교육기타,멘토링서포터즈,서울 서대문구,22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
81910,"[인턴십연계] 마케팅 경험 쌓고, 인턴 경력도 쌓을 수 있는 대외활동, 허브해결사 2기 모집",(주)스타트런,중소기업,22.3.17 ~ 22.3.20,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",경영/컨설팅/마케팅창업/자기계발,서포터즈마케터,지역 제한없음,22.3.23 ~ 22.4.2,"대학생, 직장인/일반인"
81911,[한직교 안산] 22년 국비 전액무료 품질관리 실무위주 교육모집,한국직업능력교육원 안산,기타,22.3.17 ~ 상시모집,20명,기타,교육기타,기타,지역 제한없음,22.4.1 ~ 22.8.29,대상 제한 없음
81913,"부산YMCA 서포터즈 YMCA Player ""와플"" 모집",부산YMCA,비영리단체/협회/재단,22.3.17 ~ 22.3.28,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",콘텐츠기타,서포터즈기타,부산,22.4.1 ~ 22.12.31,대학생
81914,[한직교 안산] 22년 국비지원 아파트(공동주택)경리실무 교육모집,한국직업능력교육원 안산,기타,22.3.17 ~ 상시모집,18명,기타,교육기타,기타,지역 제한없음,22.4.1 ~ 22.8.29,대상 제한 없음
81916,[한직교 안산] 22년 국비 전액무료 K-디지털 사물인터넷 개발자 교육모집,한국직업능력교육원 안산,기타,22.3.17 ~ 상시모집,25명,기타,교육기타,기타,지역 제한없음,22.3.17 ~ 22.8.14,대상 제한 없음
81925,[한솔종합사회복지관] 장애아동과 비장애아동이 함께하는 리틀야구단 ‘베스트원' 봉사자를 모집합니다.,한솔종합사회복지관,비영리단체/협회/재단,22.3.17 ~ 상시모집,00명,기타,체육/헬스사회공헌/교류,봉사단-국내기타,경기 분당구,22.4.5 ~ 22.11.10,대학생
81927,서초한우리오케스트라 서포터즈 2기를 모집합니다. (대외활동/봉사활동),서초구립 한우리정보문화센터,기타,22.3.14 ~ 22.3.20,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",디자인/사진/예술/영상콘텐츠,서포터즈,지역 제한없음,22.3.14 ~ 22.12.31,대상 제한 없음
81930,[자원봉사자 모집]깨비어만들기 행사,목3동 도시재생 현장지원센터,공공기관/공기업,22.3.17 ~ 모집시 마감,0명,기타,행사/페스티벌기타,기타,지역 제한없음,22.3.18 ~ 22.3.18,대상 제한 없음
81948,2022년 WISET 취업탐색 멘토링 참여 대학(원)생 멘티 모집,한국여성과학기술인육성재단(WISET),공공기관/공기업,22.3.15 ~ 22.4.6,310명,휴학 중/시간 투자 가능,과학/공학/기술/IT환경/에너지,멘토링,지역 제한없음,22.5.1 ~ 22.10.31,대학생
81949,그르렁즈 NFT 커뮤니티 운영 크루 모집,오후두시랩,중소기업,22.3.16 ~ 모집시 마감,10명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 외국어",과학/공학/기술/IT환경/에너지,서포터즈마케터,지역 제한없음,22.4.1 ~ 22.9.30,대상 제한 없음
81954,2022년 성동구 청년네트워크 3기 위원 모집,서울청년센터성동오랑,공공기관/공기업,22.3.15 ~ 22.4.8,50명,"콘텐츠 기획/제작 경험, 행사 기획 경험",정치/사회/법률사회공헌/교류,서포터즈기타,서울 성동구,22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
81964,[울산청년센터] 2022 청년공공 공식 서포터즈 공에디터 2기 모집,울산청년센터,비영리단체/협회/재단,22.3.14 ~ 22.4.27,8명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",행사/페스티벌콘텐츠,서포터즈마케터,울산,22.5.9 ~ 22.11.30,"대학생, 직장인/일반인"
81970,칠성종합시장 온라인 홍보 서포터즈 1기 모집,(주)다온아카이브,중소기업,22.3.17 ~ 22.3.31,15명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",언론/미디어경영/컨설팅/마케팅,서포터즈,대구 북구,22.3.17 ~ 22.3.31,대상 제한 없음
81974,[아동권리보장원] 제 1기 대학생 서포터즈 모집(~4/6),스펙업,-,-,0명,모두 지원 가능,,,-,-,-
81976,탄소중립 성남을 위한 시민참여 리빙랩 참여 시민 모집,성남산업진흥원,공공기관/공기업,22.3.17 ~ 22.4.7,00명,타 대외활동 경험,과학/공학/기술/IT환경/에너지,서포터즈기타,경기 성남시,22.3.17 ~ 22.4.7,대상 제한 없음
81987,[평택시국제교류재단] 2022년 상반기 국제교류 서포터즈 모집 (~3/29),평택시국제교류재단,비영리단체/협회/재단,22.3.17 ~ 22.3.29,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 외국어, 타 대외활동 경험, 행사 기획 경험",행사/페스티벌콘텐츠,서포터즈,지역 제한없음,22.4.8 ~ 22.8.5,"대학생, 직장인/일반인"
81988,★NGO를 배우는 시간 NGO Traveler 6기 (~3/27)★,굿네이버스 서울본부,비영리단체/협회/재단,22.2.25 ~ 22.3.27,00명,"콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 기타",경영/컨설팅/마케팅사회공헌/교류,서포터즈마케터,서울,22.4.4 ~ 22.5.13,대학생
81989,NGO,지파운데이션,-,-,0명,모두 지원 가능,,,-,-,-
81997,NGO 지파운데이션 온미단(온라인 미션단) 1기 모집,지파운데이션,비영리단체/협회/재단,22.3.16 ~ 22.11.16,00명,파워블로거/SNS,사회공헌/교류,봉사단-국내기타,지역 제한없음,22.4.1 ~ 22.6.10,대상 제한 없음
81999,[한국정보보호산업협회] KISIA 대학생 기자단(KSR) 2기 모집 (~3/30),한국정보보호산업협회,비영리단체/협회/재단,22.3.1 ~ 22.3.30,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험",언론/미디어과학/공학/기술/IT,기자단,지역 제한없음,22.5.1 ~ 22.12.31,대학생
82011,[화성시동탄어울림종합사회복지관] '다다음 세대를 잇는 청년 카운슬러 스쿨' 청년 봉사자 모집,화성시동탄어울림종합사회복지관,비영리단체/협회/재단,22.3.18 ~ 22.4.1,20명,기타,창업/자기계발기타,봉사단-국내기타,"경기 수원시, 오산시, 화성시",22.4.8 ~ 22.10.31,"대학생, 직장인/일반인"
82026,2022 시민갤러리 상반기 전시 참여 동호회 모집,(재)대구문화재단,공공기관/공기업,22.3.18 ~ 22.3.22,00명,기타,디자인/사진/예술/영상,기타,대구,22.3.18 ~ 22.4.2,"대학생, 직장인/일반인"
82033,2022 양천구 청소년자치활동단 대학생 멘토 모집,내일그림진로직업체험지원센터,비영리단체/협회/재단,22.3.21 ~ 22.4.8,0명,기타,사회공헌/교류,멘토링,서울 양천구,22.4.1 ~ 22.12.31,대학생
82035,2022 성남시청년지원센터 청년이봄 청년운영위원회 공개모집,청년이봄,비영리단체/협회/재단,22.3.16 ~ 22.3.31,3명,기타,사회공헌/교류기타,서포터즈,경기 성남시,22.4.9 ~ 22.12.31,"대학생, 직장인/일반인"
82037,2022 한국법무보호복지공단 경기북부지부 대학생 서포터즈 모집,한국법무보호복지공단 경기북부지부,공공기관/공기업,22.3.28 ~ 22.4.15,20명,기타,정치/사회/법률콘텐츠,서포터즈,지역 제한없음,-,대학생
