인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
84314,"대구 주력산업 메타버스 EXPO ""대구형 META-서포터즈"" 모집",마이스산업연구원,중소기업,22.4.7 ~ 22.4.24,25명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험, 행사 기획 경험",경영/컨설팅/마케팅과학/공학/기술/IT,서포터즈마케터,지역 제한없음,22.4.25 ~ 22.5.10,대학생
84317,[온라인진행] 한화시스템 현직자 직무멘토링_방산 기계설계 직무,사단법인 열린옷장,비영리단체/협회/재단,22.4.5 ~ 22.4.18,00명,기타,과학/공학/기술/IT기타,멘토링,지역 제한없음,22.4.23 ~ 22.4.23,대상 제한 없음
84318,[한국MICE협회] 2022 아태 마이스 비즈니스 페스티벌 ✨멘토링 세션✨에 초대합니다! (~4/29),(사)한국MICE협회,비영리단체/협회/재단,22.2.15 ~ 22.4.29,0명,"콘텐츠 기획/제작 경험, 행사 기획 경험",여행/호텔/항공행사/페스티벌,멘토링강연,대전 유성구,22.5.13 ~ 22.5.13,대학생
84319,2022 미국 UC Berkeley 방문학생 Info Session 사전등록(+장학금 지원),SAF Korea,비영리단체/협회/재단,22.4.8 ~ 22.4.16,0명,외국어,여행/호텔/항공사회공헌/교류,해외탐방-유료기타,지역 제한없음,22.4.16 ~ 22.4.16,대상 제한 없음
84320,[금융사관학교] 국제경제전문가과정 51기 모집 (~5/3),금융사관학교,비영리단체/협회/재단,22.4.8 ~ 22.5.3,00명,기타,경제/금융,멘토링강연,지역 제한없음,22.5.9 ~ 22.6.2,대상 제한 없음
84321,[정규직/초기정착지원금] 카카오 모빌리티/카카오 헤어/주문하기 CS(고객상담/인바운드) 담당자 모집,주식회사 케이앤웍스,-,-,0명,모두 지원 가능,,,-,-,-
84325,[핀테크 기업 핀샷] 최우수 활동자 인턴 기회 제공! 해외송금 서비스 서포터즈 1기 모집 (~05/01),핀샷,중소기업,22.4.6 ~ 22.5.1,25명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험",경제/금융콘텐츠,서포터즈마케터,지역 제한없음,22.4.6 ~ 22.5.1,대상 제한 없음
84326,2022년 청사단 프로젝트(사회적경제 청년활동가 양성) 청년근로자 추가모집,청년희망팩토리 사회적협동조합,비영리단체/협회/재단,22.4.7 ~ 22.4.18,6명,기타,교육창업/자기계발,기타,세종,22.4.7 ~ 22.4.18,"대학생, 직장인/일반인"
84329,(부산테크노파크) 부산월드클래스 육성 10년 프로젝트 서포터즈 모집 (~4/18),부산테크노파크,비영리단체/협회/재단,22.3.28 ~ 22.4.18,30명,파워블로거/SNS,경영/컨설팅/마케팅,서포터즈,지역 제한없음,22.4.18 ~ 22.5.17,대상 제한 없음
84331,(경제지식네트워크) 책읽는 서핑크루 모집,경제지식네트워크,비영리단체/협회/재단,22.4.8 ~ 22.5.4,20명,기타,문화/역사교육,기타,서울,22.4.8 ~ 22.5.4,대학생
84332,2022. 부천여성청소년센터 메이커스 꿈툴꿈틀 청년 운영단 추가모집,부천여성청소년센터,공공기관/공기업,22.4.8 ~ 모집시 마감,5명,"콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",교육콘텐츠,서포터즈봉사단-국내,지역 제한없음,-,대학생
84336,[미니인턴] 마케터 되고 싶은 사람? RESAT와 함께 인스타그램 포트폴리오 만들고 상금까지 받아보세요! (~4/22),오픈놀,중소기업,22.4.8 ~ 22.4.22,200명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",교육창업/자기계발,마케터멘토링,지역 제한없음,22.4.25 ~ 22.5.8,"대학생, 직장인/일반인"
84337,메타버스 / 빅데이터 무료 교육 및 인턴 과정(정규직 전환) 교육생 모집,사단법인 디엠씨코넷,공공기관/공기업,22.3.28 ~ 22.4.22,20명,멘토링/수업 진행 경험,과학/공학/기술/IT콘텐츠,강연멘토링,지역 제한없음,22.5.2 ~ 22.7.6,직장인/일반인
84339,뷰티 서포터즈 코코프렌 3기 모집,(주)코코포레,중소기업,22.4.11 ~ 22.4.24,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",뷰티/미용/화장품,서포터즈,지역 제한없음,22.5.2 ~ 22.6.26,"대학생, 직장인/일반인"
84340,사단법인 한국라크로스협회 서포터즈 3기 모집,korea lacrosse association,비영리단체/협회/재단,22.4.6 ~ 22.4.17,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 행사 기획 경험",체육/헬스콘텐츠,서포터즈마케터,"서울, 인천, 경기",22.4.30 ~ 22.12.31,대학생
84341,[삼성생명] SFP 금융아카데미 모집,삼성생명,대기업,22.4.8 ~ 22.4.17,00명,기타,경제/금융,멘토링강연,지역 제한없음,22.4.20 ~ 22.4.26,대상 제한 없음
84342,[무료] AI(인공지능) 프로젝트반 교육생 모집,해시태그,중소기업,22.3.14 ~ 22.4.22,40명,기타,과학/공학/기술/IT기타,강연기타,충청,22.3.14 ~ 22.4.22,"대학생, 직장인/일반인"
84344,결식우려아동 문제 해결을 함께 할 '행복크리에이터' 모집,파이브세컨즈,대기업,22.4.6 ~ 22.4.20,30명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",행사/페스티벌사회공헌/교류,서포터즈,지역 제한없음,22.4.30 ~ 22.8.31,대상 제한 없음
84345,[고용노동부/아시아경제] 교육비 무료! 초보자도 참여하는! 빅데이터/커머스/인공지능/핀테크 국비교육 취업특화과정 연수생 모집! 선착순 마감합니다 (~4.24),(주)아시아경제,중견기업,22.4.8 ~ 22.4.22,00명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능",교육과학/공학/기술/IT,기타,지역 제한없음,22.4.25 ~ 22.11.17,대상 제한 없음
84348,2022 환자안전 서포터즈 모집,의료기관평가인증원,-,-,0명,모두 지원 가능,,,-,-,-
84358,[에코마케팅] 경영지원 신입 대규모 채용 (재무/회계 분야),(주)에코마케팅,-,-,0명,모두 지원 가능,,,-,-,-
84360,2022 국민외교 공감팩토리(4.20) 참가자 모집,디투,기타,22.4.8 ~ 22.4.19,100명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타",교육정치/사회/법률,강연기타,지역 제한없음,22.4.20 ~ 22.4.20,대상 제한 없음
84366,"[무료교육] 청년 공익 기자 교육 과정 ""채리티 에디터"" 모집 (5/14 개강)",한국가이드스타,비영리단체/협회/재단,22.5.2 ~ 모집시 마감,0명,"파워블로거/SNS, 취재/인터뷰/기사 경험",언론/미디어교육,강연기자단,지역 제한없음,22.5.14 ~ 22.8.27,"대학생, 직장인/일반인"
84368,메타버스에서 열리는 웹소설 공동창작 수료식 & 좌담회(네트워킹)에 초대합니다,(주)스튜디오사월,중소기업,22.4.8 ~ 22.4.16,00명,기타,행사/페스티벌콘텐츠,기타,지역 제한없음,22.4.16 ~ 22.4.16,대상 제한 없음
84375,대학생 영상 서포터즈 '코비 에디터' 1기 모집!,코인비엠에스,중소기업,22.4.8 ~ 22.4.25,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",디자인/사진/예술/영상과학/공학/기술/IT,서포터즈,지역 제한없음,22.5.9 ~ 22.7.8,대학생
84384,国際青年センターカルチャーボックス交換プログラム公告文,국제청년센터,-,-,0명,모두 지원 가능,,,-,-,-
84388,KH자산관리법인 실전 스펙업 프로젝트 금융 아카데미 인턴십 5기,KH자산관리법인,기타,22.3.25 ~ 22.4.14,00명,"리더십, 기타",창업/자기계발기타,강연멘토링,서울 강남구,22.4.15 ~ 22.4.22,"대학생, 직장인/일반인"
84390,<The Color Spot : 꿈속의 자연> 서포터즈 모집,사야컴퍼니,중소기업,22.4.8 ~ 22.4.24,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",행사/페스티벌디자인/사진/예술/영상,서포터즈마케터,지역 제한없음,22.5.2 ~ 22.7.17,대상 제한 없음
84391,International Youth Center Culture Box Exchange Program Notice,국제청년센터,비영리단체/협회/재단,22.4.6 ~ 22.5.4,0명,외국어,문화/역사콘텐츠,기타,지역 제한없음,22.5.5 ~ 22.6.30,대학생
84422,사단법인 우리들의미래 2022 Climate Scouts 7기 모집,사단법인 우리들의미래,비영리단체/협회/재단,22.4.8 ~ 22.4.17,30명,기타,환경/에너지기타,서포터즈,경기 부천시,22.4.1 ~ 22.9.30,대학생
84426,2022년 독도랑 기자단 6기 모집,(재)독도재단,비영리단체/협회/재단,22.4.8 ~ 22.4.25,20명,파워블로거/SNS,여행/호텔/항공콘텐츠,서포터즈기자단,경상 울릉군,22.5.1 ~ 22.12.31,대상 제한 없음
84428,수원시립미술관 제4기 서포터즈 AmS 모집,수원시립미술관,비영리단체/협회/재단,22.4.11 ~ 22.4.18,16명,기타,디자인/사진/예술/영상기타,서포터즈,경기 수원시,22.5.1 ~ 22.11.30,대학생
84430,"2022 대구생활문화센터 생활문화 프렌즈(기자단,홍보단,봉사단) 모집",대구문화재단,비영리단체/협회/재단,22.3.30 ~ 22.4.13,0명,"사진/영상/디자인 툴, 기타",언론/미디어콘텐츠,서포터즈,대구,22.4.1 ~ 22.12.31,"대학생, 직장인/일반인"
84431,서울경제 서울포럼2022 SSF 대학생 기자단 3기 모집,서울경제 / 서울경제TV,기타,22.4.7 ~ 22.4.24,12명,"파워블로거/SNS, 기타",경제/금융기타,서포터즈기자단,서울,22.5.2 ~ 22.6.24,대학생
84432,대구주력산업 메타버스 엑스포 대구형 META-서포터즈 모집,대구광역시 / 대구테크노파크,공공기관/공기업,22.4.14 ~ 22.4.24,0명,기타,과학/공학/기술/IT,서포터즈,대구,22.4.28 ~ 22.6.15,대학생
84440,국제청년센터 비정상회담 참가자 모집,국제청년센터,비영리단체/협회/재단,22.4.8 ~ 22.4.29,00명,외국어,교육기타,기타,지역 제한없음,22.5.21 ~ 22.5.21,대상 제한 없음
84443,부산시와 베스핀글로벌이 함께하는 클라우드 청년인재 양성과정 채용연계형 교육훈련생 모집,아라컴퍼니,스타트업,22.3.30 ~ 22.4.24,50명,기타,과학/공학/기술/IT,기타,부산,22.5.30 ~ 22.12.16,"대학생, 직장인/일반인"
84453,[비냐 콘차이토로] 와인 서포터즈 트리니타스 1기 모집!,비냐 콘차이토로,외국계기업,22.4.11 ~ 22.5.6,00명,"파워블로거/SNS, 타 대외활동 경험, 기타",문화/역사요리/식품,서포터즈,지역 제한없음,22.5.21 ~ 22.7.15,"대학생, 직장인/일반인"
84455,삼성생명 금융 아카데미 모집,금융아카데미,중소기업,22.4.7 ~ 22.4.19,30명,기타,경제/금융,강연,서울 강남구,22.4.20 ~ 22.4.26,대학생
84457,한국바이오안전성정보센터 제9기 SMART LMO 기자단 모집,한국바이오안전성정보센터,공공기관/공기업,22.4.11 ~ 22.4.24,8명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",교육,서포터즈,지역 제한없음,22.5.1 ~ 22.11.30,"대학생, 직장인/일반인"
84459,[KDI한국개발연구원] 2022 열린혁신정책플랫폼 영워킹그룹 2기 모집 (~4/30),KDI한국개발연구원,공공기관/공기업,22.4.11 ~ 22.4.30,00명,기타,정치/사회/법률사회공헌/교류,서포터즈,지역 제한없음,22.5.2 ~ 22.11.30,대학생
84462,반려 처리 테스트,링커리어,중소기업,22.4.11 ~ 상시모집,0명,파워블로거/SNS,뷰티/미용/화장품,강연,지역 제한없음,22.4.19 ~ 22.4.27,대상 제한 없음
84463,요기요나라 밥무원 서포터즈 채용 공고,요기요,대기업,22.4.11 ~ 22.4.20,00명,기타,디자인/사진/예술/영상경영/컨설팅/마케팅,서포터즈마케터,지역 제한없음,22.5.6 ~ 22.8.14,대상 제한 없음
84466,[하림] 하림 유니버스 모집(~4/24),하림,대기업,22.4.11 ~ 22.4.24,0명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",경영/컨설팅/마케팅요리/식품,서포터즈기타,지역 제한없음,22.5.1 ~ 22.10.31,대학생
84479,뷰티를 기록하다_뷰코드,(주)아이스크리에이티브,중소기업,22.4.12 ~ 22.4.18,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",언론/미디어뷰티/미용/화장품,마케터서포터즈,지역 제한없음,22.4.25 ~ 22.7.25,대학생
84486,판타지오 글로벌 서포터즈 7기 모집,판타지오,중소기업,22.4.11 ~ 22.4.20,1명,"파워블로거/SNS, 사진/영상/디자인 툴, 외국어",언론/미디어콘텐츠,서포터즈,서울,22.5.9 ~ 22.8.7,대학생
84496,2022 동글학교 장학 프로젝트 with 한국 청소년 진흥협회 라미 봉사단 모집,KYPA한국청소년진흥협,비영리단체/협회/재단,22.4.11 ~ 22.5.8,12명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능",사회공헌/교류기타,봉사단-국내,지역 제한없음,22.6.1 ~ 22.12.31,대학생
84499,2022년 삼성증권 대학생 멤버십 Young Creator 11기 모집,삼성증권,대기업,22.4.11 ~ 22.4.24,00명,기타,경제/금융경영/컨설팅/마케팅,멘토링마케터,서울 서초구,22.5.2 ~ 22.10.31,대학생
84507,내가 좋아하는 지역의 로컬 이야기를 발굴할 '남의집 로컬큐레이터 2기' 모집!,남의집 프로젝트,스타트업,22.4.11 ~ 22.9.7,00명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",여행/호텔/항공콘텐츠,서포터즈,"서울, 인천, 경기",22.5.10 ~ 22.8.9,"대학생, 직장인/일반인"
84516,ㅇㅇ,링커리어,-,-,0명,모두 지원 가능,,,-,-,-
84521,오월의노래 합창단(부마에서 광주로),노래동아리 개골개골,동아리/학생자치단체,22.4.11 ~ 22.4.30,00명,사진/영상/디자인 툴,여행/호텔/항공디자인/사진/예술/영상,강연서포터즈,부산,-,대학생
84522,2022 부산 우리말 가꿈이 모집,동아대,기타,22.4.1 ~ 22.4.30,00명,기타,문화/역사기타,서포터즈기타,부산,22.5.1 ~ 22.12.31,대상 제한 없음
84528,한국광고아카데미 7기 모집,문화체육관광부,공공기관/공기업,22.4.25 ~ 22.4.29,50명,콘텐츠 기획/제작 경험,언론/미디어경영/컨설팅/마케팅,마케터멘토링,지역 제한없음,22.5.1 ~ 22.10.31,"대학생, 직장인/일반인"
84531,엔지닉 반도체 빡공스터디 21기,엔지닉,중소기업,22.4.11 ~ 22.4.22,200명,기타,교육과학/공학/기술/IT,멘토링기타,지역 제한없음,22.4.25 ~ 22.5.6,대상 제한 없음
84532,청년 e-Room 온라인 마케팅 활용 전략 교육 프로그램,(주)인트윈,기타,22.4.11 ~ 22.4.19,0명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",경영/컨설팅/마케팅콘텐츠,마케터강연,지역 제한없음,-,대상 제한 없음
84534,2022년 해양환경공단 대학생 홍보대사 11기 모집 (~4/25 까지),주식회사 수퍼씨,중소기업,22.4.11 ~ 22.4.25,42명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험, 기타",환경/에너지콘텐츠,서포터즈기자단,지역 제한없음,22.5.13 ~ 22.12.9,대학생
84537,한국증권인재개발원 S-MAT ‘스-맷 서포터즈 2기 & 기자단 1기’ 모집,한국증권인재개발원,중소기업,22.4.11 ~ 22.4.22,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",경제/금융경영/컨설팅/마케팅,서포터즈기자단,지역 제한없음,22.5.4 ~ 22.7.4,대학생
84540,[2022 서울시 뉴딜 일자리] 기업 맞춤형 자바(JAVA) 웹 개발자 양성 과정 인턴 모집,사단법인 한국IT전문가협회,비영리단체/협회/재단,22.3.28 ~ 22.5.8,20명,"컴퓨터 활용능력, 기타",과학/공학/기술/IT,기타멘토링,서울,22.3.28 ~ 22.5.8,"대학생, 직장인/일반인"
84542,"[한국일보] 커뮤니케이션 유튜버 '희렌최'와 함께하는 ""요즘것들""의 지식 성장 플랫폼 밀크티 (무료 강연)",글로벌에프앤씨,중소기업,22.4.13 ~ 22.4.28,000명,기타,행사/페스티벌콘텐츠,강연멘토링,지역 제한없음,22.4.28 ~ 22.4.28,대상 제한 없음
84545,[고용노동부] 리얼 회사에 입사한 것 처럼 실무경험을?! 컨셉에 제대로 몰입 할 예비 마케터 구합니다. 미니컴퍼니 C 모집 중 (~4/18),오픈놀,중소기업,22.4.11 ~ 22.4.19,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험, 기타",경영/컨설팅/마케팅콘텐츠,마케터멘토링,지역 제한없음,22.4.22 ~ 22.5.11,"대학생, 직장인/일반인"
84561,[한국식품안전관리인증원] 2022년 혁신 SNS 기자단 가치해썹 4기 모집,한국식품안전관리인증원,공공기관/공기업,22.4.1 ~ 22.4.15,10명,기타,기타,기자단,지역 제한없음,22.4.1 ~ 22.4.15,대상 제한 없음
84565,탱글티저 서포터즈 TT 헤어 스쿼드 5기 모집,탱글티저,중소기업,22.4.11 ~ 22.4.24,20명,"파워블로거/SNS, 기타",뷰티/미용/화장품,서포터즈,지역 제한없음,22.5.1 ~ 22.7.31,대학생
84566,2022 애터미 블루마린 서포터즈 모집,애터미,중소기업,22.4.11 ~ 22.4.24,20명,"파워블로거/SNS, 기타",뷰티/미용/화장품기타,서포터즈,지역 제한없음,22.5.2 ~ 22.11.30,대학생
84568,2022 아이러브캐릭터 블로거 품평단 모집,아이러브캐릭터,중소기업,22.4.4 ~ 22.4.24,22명,기타,디자인/사진/예술/영상,서포터즈,지역 제한없음,22.5.1 ~ 23.4.30,대상 제한 없음
84570,국제해양영화제 온라인 서포터즈 3기 모집,부산광역시 / 국제해양영화제,비영리단체/협회/재단,22.4.8 ~ 22.4.22,10명,기타,디자인/사진/예술/영상과학/공학/기술/IT,서포터즈,지역 제한없음,22.5.1 ~ 22.8.31,대학생
84572,굿네이버스 경원봉부 대학생자원봉사동아리 단원 모집,굿네이버스,비영리단체/협회/재단,22.4.11 ~ 22.4.19,40명,기타,사회공헌/교류,봉사단-국내,경기 수원시,22.5.1 ~ 22.12.31,대학생
84573,2022 상상메이커 상상서포터즈 모집,달구벌장애인자립생활센터,비영리단체/협회/재단,22.4.11 ~ 22.4.26,00명,기타,언론/미디어,봉사단-국내,지역 제한없음,-,대학생
84575,이화여자대학교 종합사회복지관 도담이 1기 모집,이화여자대학교 종합사회복지관,비영리단체/협회/재단,22.4.11 ~ 22.4.17,0명,기타,사회공헌/교류기타,봉사단-국내,서울 서대문구,22.4.1 ~ 22.10.31,"대학생, 직장인/일반인"
84577,2022 조선통신사 축제 자원봉사 모집,(재)부산문화재단,비영리단체/협회/재단,22.4.7 ~ 22.4.22,60명,기타,행사/페스티벌,봉사단-국내,부산,22.5.5 ~ 22.5.8,"대학생, 직장인/일반인"
84579,카카오뱅크,링커리어링,-,-,0명,모두 지원 가능,,,-,-,-
84595,이슈문화 교류프로젝트,국제청년센터,비영리단체/협회/재단,22.4.11 ~ 22.4.25,30명,기타,행사/페스티벌사회공헌/교류,봉사단-국내봉사단-해외,지역 제한없음,22.4.30 ~ 22.5.15,대상 제한 없음
84605,코드스테이츠 AI 부트캠프 14기,코드스테이츠,기타,22.4.4 ~ 22.8.16,120명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능",과학/공학/기술/IT창업/자기계발,기타강연,지역 제한없음,22.5.30 ~ 22.12.20,"대학생, 직장인/일반인"
84632,"[대구 모집] 대구 약령시, 동산동 관광지도 만들기 참여자 모집 (~4/30)","대구 동산동, 약령시 도시재생현장지원센터",비영리단체/협회/재단,22.4.11 ~ 22.4.30,10명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",문화/역사디자인/사진/예술/영상,기타서포터즈,대구 중구,22.5.14 ~ 22.6.25,"대학생, 직장인/일반인"
84633,2022년 EBS 온라인 멘토 모집,TMD교육그룹,기타,22.4.12 ~ 22.4.19,00명,멘토링/수업 진행 경험,교육,멘토링,지역 제한없음,22.5.1 ~ 22.12.31,대학생
84634,아동권리 대학생 서포터즈 그린 하트 봉사단 1기(~14),초록우산 어린이재단 대전종합사회복지관,비영리단체/협회/재단,22.4.11 ~ 22.4.14,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",행사/페스티벌사회공헌/교류,서포터즈봉사단-국내,지역 제한없음,22.4.20 ~ 22.10.31,대학생
84638,[2022.5.10(화)~5.12(목)] 메타버스 플랫폼을 위한 NFT 활용기술 이용자 창작(UGC) 과정,한국메타버스산업협회,비영리단체/협회/재단,22.4.12 ~ 22.4.26,15명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험",과학/공학/기술/IT콘텐츠,강연기타,지역 제한없음,22.5.10 ~ 22.5.12,대상 제한 없음
84641,[직무담담] 인턴준비 AtoZ 미식회,더와이랩,중소기업,22.4.12 ~ 22.4.16,00명,기타,경영/컨설팅/마케팅기타,강연멘토링,지역 제한없음,22.4.12 ~ 22.4.16,대상 제한 없음
84642,제6회 대한민국 청년의 날,청년과미래,비영리단체/협회/재단,22.4.9 ~ 22.5.1,00명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 리더십, 행사 기획 경험",행사/페스티벌경영/컨설팅/마케팅,서포터즈봉사단-국내,"서울, 인천, 경기, 강원, 충청",-,대상 제한 없음
84650,2022년 연안활동가 모집,한국연안협회,비영리단체/협회/재단,22.4.12 ~ 22.5.12,33명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",환경/에너지콘텐츠,강연서포터즈,지역 제한없음,22.4.12 ~ 22.5.12,대상 제한 없음
84654,국제청년센터 본부 인권팀 모집,국제청년센터,비영리단체/협회/재단,22.4.12 ~ 22.4.30,0명,휴학 중/시간 투자 가능,콘텐츠,기타,지역 제한없음,22.5.1 ~ 22.8.31,대상 제한 없음
84670,[미니인턴X페피테일] 콘텐츠 마케터는 어디서 실무 경험 쌓지? SNS영상 콘텐츠 기획하고 2주만에 취업하자! (~04/27),오픈놀,스타트업,22.4.12 ~ 22.4.27,00명,콘텐츠 기획/제작 경험,교육경영/컨설팅/마케팅,마케터강연,지역 제한없음,22.4.29 ~ 22.5.15,"대학생, 직장인/일반인"
84672,교보문고 보라프렌즈 11기,(주)교보문고,대기업,22.4.7 ~ 22.5.1,35명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",언론/미디어콘텐츠,서포터즈,지역 제한없음,22.5.4 ~ 22.9.1,"대학생, 직장인/일반인"
84677,[대전청년주목],대전청년내일센터,-,-,0명,모두 지원 가능,,,-,-,-
84679,[KISIA] AI보안 인재양성사업 네트워크/악성코드반 교육생 모집,한국 정보보호산업협회,-,-,0명,모두 지원 가능,,,-,-,-
84697,[KISIA] AI보안 기술개발 인재양성사업 네트워크반 교육생 모집,한국 정보보호산업협회,비영리단체/협회/재단,22.3.7 ~ 22.7.25,00명,기타,과학/공학/기술/IT,강연멘토링,서울,22.8.1 ~ 22.10.21,대학생
84698,[KISIA] AI보안 기술개발 인재양성사업 악성코드반 교육생 모집,한국 정보보호산업협회,비영리단체/협회/재단,22.3.7 ~ 22.6.27,00명,기타,과학/공학/기술/IT,멘토링강연,서울,22.7.4 ~ 22.10.5,대학생
84704,"프로젝트 기반 AI빅데이터 무료교육 훈련생 모집 (feat. CJ, 카카오 현직 개발자 토크콘서트)",부산대학교 K-Digital Training,기타,22.3.29 ~ 22.4.25,20명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험, 기타",교육과학/공학/기술/IT,기타강연,"부산 금정구, 동래구, 부산진구, 수영구, 해운대구",22.4.29 ~ 22.10.28,대상 제한 없음
84705,2022 부산푸드필름페스타 홍보 서포터즈 모집,부산푸드필름페스타,비영리단체/협회/재단,22.4.12 ~ 22.4.29,10명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",행사/페스티벌콘텐츠,서포터즈,부산,22.5.16 ~ 22.7.3,"대학생, 직장인/일반인"
84706,인천 SW강사 양성과정 (채용연계) 4기 교육생 모집,인천테크노파크,공공기관/공기업,22.4.12 ~ 22.4.17,80명,컴퓨터 활용능력,경영/컨설팅/마케팅과학/공학/기술/IT,멘토링기타,인천,-,대상 제한 없음
84707,"평택도시공사 ""제1기 시민기자단"" 모집",평택도시공사,공공기관/공기업,22.3.15 ~ 22.4.22,6명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",콘텐츠,기자단,지역 제한없음,22.3.15 ~ 22.4.22,"대학생, 직장인/일반인"
84708,[고용노동부] 수당 받고 취업하자! 청년취업지원제도 설명회 안내,국제청년센터,비영리단체/협회/재단,22.4.12 ~ 22.4.27,00명,기타,경영/컨설팅/마케팅,강연멘토링,지역 제한없음,22.4.29 ~ 22.4.30,대학생
84748,2022년 강원관광 콘텐츠 스타트업 기업지원사업 참가자 모집,강원도 / 강원대학교 강원창업보육센터,공공기관/공기업,22.4.8 ~ 22.4.22,0명,기타,창업/자기계발기타,기타,강원,-,대상 제한 없음
84751,2022 문화가 있는 날 청춘마이크 그린스테이지 참여예술가 모집,"문화체육관광부 / 지역문화진흥원, (사)인디053",비영리단체/협회/재단,22.4.1 ~ 22.4.15,00명,기타,디자인/사진/예술/영상,서포터즈,지역 제한없음,-,"대학생, 직장인/일반인"
84752,2022 남이섬 어쿠스틱 청춘 페스티벌 청춘 뮤지션 모집,남이섬교육문화그룹,비영리단체/협회/재단,22.4.1 ~ 22.4.15,0명,기타,행사/페스티벌디자인/사진/예술/영상,서포터즈,지역 제한없음,22.6.4 ~ 22.6.19,대상 제한 없음
84753,제3회 해양작품 감상문 우수원고 모집,해양인문네트워크,기타,22.4.1 ~ 22.5.15,0명,기타,디자인/사진/예술/영상,기타,지역 제한없음,-,청소년
84754,제2회 해양활동 기록물 우수원고 모집,해양인문네트워크,기타,22.4.1 ~ 22.5.15,1명,기타,디자인/사진/예술/영상,기타,지역 제한없음,-,대상 제한 없음
84755,포스코에너지 대학생 봉사단 희망에너지 12기 모집,부스러기사랑나눔회,비영리단체/협회/재단,22.4.11 ~ 22.4.22,30명,기타,환경/에너지사회공헌/교류,봉사단-국내,인천 서구,22.5.1 ~ 22.9.30,대학생
84760,[국제청년이 진행하는 비정상회담 with 인터뷰],국제청년센터,비영리단체/협회/재단,22.4.11 ~ 22.4.29,00명,기타,행사/페스티벌교육,기타,부산,22.5.21 ~ 22.5.22,대학생
84768,"2022 부활절 퍼레이드 <기적을 불러 일으키는 봄바람, The Miracle>",CTS기독교TV,기타,22.4.13 ~ 22.5.14,00명,기타,행사/페스티벌콘텐츠,기타,지역 제한없음,22.4.13 ~ 22.5.14,대상 제한 없음
