인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
54008,'2021 KT&G 아시아 대학생 창업교류전(ASVF)' 서포터즈 모집,한국경제신문,-,20.12.7 ~ 21.1.20,10명,모두 지원 가능,경영/컨설팅/마케팅창업/자기계발,서포터즈,지역 제한없음,21.2.8 ~ 21.5.31,대학생
54011,'2021 KT&G 아시아 대학생 창업교류전(ASVF)' 학생 심사단 모집,한국경제신문,-,20.12.7 ~ 21.2.24,100명,"외국어, 기타",창업/자기계발기타,기타,지역 제한없음,21.3.31 ~ 21.5.1,대학생
54012,독산동 주민 커뮤니티 프로그램 [미드나잇 in 독산] 주민 참여자 모집,모두의마을 | 1 기,-,21.1.4 ~ 21.1.15,16명,모두 지원 가능,문화/역사사회공헌/교류,기타,서울 금천구,21.1.20 ~ 21.2.3,대상 제한 없음
54037,HumaNect 사회 혁신 프로젝트 : 회복 (휴먼 커넥터 1기),HumaNect Lab | 1 기,-,21.1.6 ~ 21.1.13,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타",디자인/사진/예술/영상경영/컨설팅/마케팅,서포터즈,"서울, 인천, 경기",21.1.20 ~ 21.3.3,대학생
54039,[알바천국] 오천만알바 사탐 이지영 선생님 일일조교 편,알바천국 | 1 기,-,21.1.7 ~ 21.1.26,5명,모두 지원 가능,교육창업/자기계발,멘토링기타,서울,21.2.1 ~ 21.2.28,대상 제한 없음
54041,2021 지쿠터 서포터즈 지니어스2기 모집,G.bike,-,21.1.7 ~ 21.1.13,0명,기타,경영/컨설팅/마케팅콘텐츠,서포터즈,광주,21.1.7 ~ 21.1.13,"대학생, 직장인/일반인"
54061,인공지능 Learner 및 인턴(Storytelling 학습자/개발자/기획자) 후보자 선발,ISE(Institute of Smart Education),-,21.1.7 ~ 모집시 마감,00명,모두 지원 가능,과학/공학/기술/IT,기타강연,서울,21.1.9 ~ 21.4.3,"대학생, 직장인/일반인"
54063,빅데이터 R언어 4주 완성,스마트미디어인재개발원 | 0 기,-,21.1.8 ~ 상시모집,00명,"컴퓨터 활용능력, 기타",과학/공학/기술/IT기타,기타강연,지역 제한없음,21.2.15 ~ 21.3.15,대상 제한 없음
54065,녹색식품연구소 대학생 서포터즈 그리닛 10기,녹색식품연구소 | 10 기,-,21.1.25 ~ 21.2.8,20명,모두 지원 가능,요리/식품환경/에너지,서포터즈,서울 마포구,21.3.12 ~ 21.12.3,대학생
54068,오뚜기일요학교 일요야학 교사 모집,오뚜기일요학교,-,21.1.7 ~ 모집시 마감,1명,기타,교육사회공헌/교류,봉사단-국내기타,서울 영등포구,21.1.1 ~ 21.12.31,"대학생, 직장인/일반인"
54070,국립대학 육성사업 대학생 홍보대사 3·4기 모집,국립대학 육성사업 발전협의회 | 3 기,-,21.1.6 ~ 21.8.17,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",디자인/사진/예술/영상콘텐츠,서포터즈기자단,지역 제한없음,21.3.1 ~ 21.8.31,대학생
54072,니들리 니니언즈 1기 모집,니들리,-,21.1.7 ~ 21.1.18,150명,모두 지원 가능,경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈마케터,지역 제한없음,21.1.25 ~ 21.7.26,대상 제한 없음
54074,2021년 라니샵 서포터즈 2기 모집,라니샵,-,21.1.11 ~ 21.1.22,0명,기타,경영/컨설팅/마케팅,서포터즈,지역 제한없음,21.1.25 ~ 21.1.29,대상 제한 없음
54077,"[오리온] 2021 오리온 소비자 패널 모집 (여대생, 주부)",오리온 | 19 기,-,21.1.7 ~ 21.1.24,0명,타 대외활동 경험,요리/식품,서포터즈기타,"서울, 경기",21.2.1 ~ 21.7.31,"대학생, 직장인/일반인"
54078,The Psychology Times 대학생 온라인 기자단 모집,The Psychology Times | 1 기,-,21.1.11 ~ 21.1.14,00명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 기타",언론/미디어기타,기자단,"서울, 경기",21.2.1 ~ 21.5.31,대학생
54080,바람의아이들출판사 하늬바람 1기 모집,바람의아이들 출판사,-,21.1.7 ~ 21.1.24,0명,"파워블로거/SNS, 기타",경영/컨설팅/마케팅콘텐츠,서포터즈마케터,지역 제한없음,21.2.1 ~ 21.7.31,"대학생, 직장인/일반인"
54083,경기도 2021 경기 도민기자단 모집,경기도,-,21.1.7 ~ 21.1.22,70명,모두 지원 가능,경영/컨설팅/마케팅콘텐츠,기자단,경기,21.1.28 ~ 21.12.31,대상 제한 없음
54085,보험닷컴 블로그 기자단 2기 모집,보험닷컴,-,21.1.6 ~ 21.1.20,20명,모두 지원 가능,경영/컨설팅/마케팅콘텐츠,기자단,지역 제한없음,21.1.21 ~ 21.4.30,"대학생, 직장인/일반인"
54088,금강유역환경청 제5기 SNS기자단 모집,금강유역환경청,-,21.1.7 ~ 21.1.27,20명,모두 지원 가능,경영/컨설팅/마케팅환경/에너지,기자단,"대전, 충청, 전라, 세종",21.2.1 ~ 21.12.31,"대학생, 직장인/일반인"
54090,삼성전자 BESPOKE 큐브 AIR 체험단 모집,삼성전자,-,21.1.6 ~ 21.1.13,30명,모두 지원 가능,경영/컨설팅/마케팅콘텐츠,서포터즈마케터,지역 제한없음,21.1.29 ~ 21.3.10,대상 제한 없음
54092,2021년 한국선거방송 시청자 모니터링단 모집,한국선거방송,-,21.1.8 ~ 21.1.18,00명,기타,정치/사회/법률기타,기타서포터즈,지역 제한없음,21.1.21 ~ 21.12.31,"대학생, 직장인/일반인"
54096,blabla 블라블라 보이스크루 3기 모집,스포트라이트101,-,21.1.7 ~ 21.2.21,0명,모두 지원 가능,콘텐츠,서포터즈,지역 제한없음,21.3.8 ~ 21.6.7,대상 제한 없음
54101,브랜드 저널리즘 마케팅 서포터즈 3기 모집,(주)애드플래닛커뮤니케이션,-,21.1.7 ~ 21.1.20,0명,파워블로거/SNS,경영/컨설팅/마케팅콘텐츠,서포터즈마케터,지역 제한없음,21.2.1 ~ 21.4.30,대학생
54106,KYPA한국청소년진흥협회 서포터즈,KYPA한국청소년진흥협 | 1 기,-,21.1.8 ~ 21.1.25,8명,"파워블로거/SNS, 사진/영상/디자인 툴, 타 대외활동 경험",언론/미디어콘텐츠,서포터즈마케터,서울 성북구,21.2.3 ~ 21.8.4,대학생
54109,청년키움식당 성수 2021 서포터즈 모집,주식회사 딜리버리랩 | 1 기,-,21.1.8 ~ 21.1.17,0명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험",경영/컨설팅/마케팅요리/식품,서포터즈마케터,서울 성동구,21.2.1 ~ 21.12.31,대학생
54120,글로벌지식협력단지 전시관 도슨트 모집공고,kmac | 4 기,-,21.1.8 ~ 21.1.25,0명,"파워블로거/SNS, 외국어, 휴학 중/시간 투자 가능",문화/역사경제/금융,기타서포터즈,서울 동대문구,21.3.2 ~ 21.7.31,대학생
54121,천연충현 도시재생지원센터 비대면 청년커뮤니티 ‘동네 시그널’ 모집,천연충현도시재생지원센터 | 3 기,-,21.1.8 ~ 21.1.19,00명,"리더십, 기타",사회공헌/교류기타,기타,서울 서대문구,21.1.26 ~ 21.2.23,"대학생, 직장인/일반인"
54122,부산노동권익센터 제2기 서포터즈&모니터단,부산노동권익센터 | 2 기,-,21.1.8 ~ 21.1.21,32명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",교육콘텐츠,서포터즈기자단,부산 부산진구,21.1.28 ~ 21.12.31,대상 제한 없음
54125,[내일배움카드] 반도체 제조공정 및 장비 실무자 양성과정,더인 | 0 기,-,21.1.8 ~ 21.3.2,25명,기타,교육과학/공학/기술/IT,강연멘토링,서울 강남구,21.3.4 ~ 21.4.23,대상 제한 없음
54126,판타지오 글로벌 서포터즈 3기 모집,판타지오 | 3 기,-,21.1.8 ~ 21.1.15,2명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",문화/역사콘텐츠,서포터즈,서울 강남구,21.1.25 ~ 21.4.24,대학생
54127,에듀윌 2021 조리기능사 필기 서평단,에듀윌,-,21.1.8 ~ 21.1.17,00명,모두 지원 가능,요리/식품창업/자기계발,서포터즈,지역 제한없음,21.1.18 ~ 21.1.31,대상 제한 없음
54128,국제의료기관평가 3차 인증 밝은세상안과 서포터즈 64기 모집,서울/부산 | 64 기,-,21.1.1 ~ 21.1.31,00명,파워블로거/SNS,의료/보건콘텐츠,서포터즈마케터,지역 제한없음,21.2.1 ~ 21.4.30,대학생
54132,코스메틱 브랜드 트리플랩(Treeple_LAB) 서포터즈 모집,TREEPLE RAB | 0 기,-,21.1.7 ~ 21.1.13,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",뷰티/미용/화장품창업/자기계발,서포터즈마케터,지역 제한없음,21.1.17 ~ 21.4.9,대상 제한 없음
54134,루트임팩트 임팩트 베이스캠프,루트임팩트 | 13 기,-,21.1.8 ~ 21.1.31,10명,모두 지원 가능,경영/컨설팅/마케팅사회공헌/교류,멘토링기타,서울 성동구,21.3.6 ~ 21.6.19,"대학생, 직장인/일반인"
54135,루트임팩트 임팩트 베이스캠프,루트임팩트,-,-,0명,모두 지원 가능,,,-,-,-
54137,루트임팩트 임팩트 베이스캠프,루트임팩트 | 13 기,-,21.1.8 ~ 21.7.19,10명,모두 지원 가능,경영/컨설팅/마케팅사회공헌/교류,멘토링기타,서울 성동구,21.3.6 ~ 21.6.19,"대학생, 직장인/일반인"
54145,[제일펫푸드] 반려동물 콘텐츠 크리에이터 1기 모집 (~1/22),제일펫푸드 | 1 기,-,21.1.11 ~ 21.1.22,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 행사 기획 경험",콘텐츠기타,마케터기타,서울 강남구,21.2.3 ~ 21.7.30,"대학생, 직장인/일반인"
54147,2021 청소년 역량학교 제3기 기획단 꿈꾼 모집,인천서구시설관리공단 검단청소년센터 | 3 기,-,21.1.11 ~ 21.2.12,10명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 기타",교육기타,기타멘토링,인천 서구,21.2.27 ~ 21.12.4,"대학생, 직장인/일반인"
54149,"단기 온라인 멘토링 대외활동, 든든멘토 52기 모집 (~1/29)",공블 | 52 기,-,21.1.1 ~ 21.1.31,00명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",교육콘텐츠,멘토링기자단,지역 제한없음,21.2.1 ~ 21.2.28,대학생
54153,제이준 공식 서포터즈 제이러버스 2기 모집,제이준,-,21.1.8 ~ 21.2.22,0명,"파워블로거/SNS, 사진/영상/디자인 툴",경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈마케터,지역 제한없음,21.3.1 ~ 21.3.31,"대학생, 직장인/일반인"
54154,2021년 금정구 SNS 서포터즈 10기 모집,금정구,-,21.1.8 ~ 21.1.31,8명,모두 지원 가능,경영/컨설팅/마케팅콘텐츠,서포터즈,부산 금정구,21.3.1 ~ 22.2.28,"대학생, 직장인/일반인"
54155,[오리온]가장 스윗한 대학생 마케터 오리온 프렌즈 5기 모집(~2.7),올댓캠퍼스 | 5 기,-,21.1.11 ~ 21.2.7,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",디자인/사진/예술/영상경영/컨설팅/마케팅,서포터즈마케터,서울 용산구,21.2.26 ~ 21.7.30,대학생
54156,2021 더불어민주당 구로구 대학생위원회 신규 모집,더불어민주당 구로구(갑)대학생위원회,-,21.1.14 ~ 21.2.11,0명,모두 지원 가능,정치/사회/법률기타,기타,서울 구로구,21.2.15 ~ 21.7.31,대학생
54157,시그니피컨트 서포터즈 2기 모집,시그니피컨트,-,21.1.8 ~ 21.1.22,0명,모두 지원 가능,경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈,지역 제한없음,21.2.1 ~ 21.12.31,대상 제한 없음
54158,디스트나인 서포터즈 1기 모집,디스트나인,-,21.1.8 ~ 21.1.22,0명,모두 지원 가능,경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈,지역 제한없음,21.1.8 ~ 21.1.22,대상 제한 없음
54159,펜듈럼 서포터즈 1기 모집,펜듈럼,-,21.1.8 ~ 21.1.22,0명,모두 지원 가능,경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈,지역 제한없음,21.1.8 ~ 21.1.22,대상 제한 없음
54161,외교부 서포터스 18기 모집,외교부,-,21.1.8 ~ 21.1.24,410명,사진/영상/디자인 툴,경영/컨설팅/마케팅정치/사회/법률,서포터즈,지역 제한없음,21.3.1 ~ 21.8.31,대상 제한 없음
54163,방구석 봉사활동 비대면 청소년 보호 캠페인 모집,국제청소년연합 울산지부,-,21.1.9 ~ 21.1.10,0명,모두 지원 가능,기타,기타봉사단-국내,지역 제한없음,21.1.9 ~ 21.1.16,"대학생, 직장인/일반인"
54164,JA Korea 소셜크리에이터 4기 모집,JA Korea,-,21.1.6 ~ 21.1.24,0명,모두 지원 가능,경영/컨설팅/마케팅콘텐츠,서포터즈기타,지역 제한없음,21.2.1 ~ 21.8.31,대학생
54165,신세계TV쇼핑 THE ON-AIR+ PROGRAM 청년 크리에이터 교육 참가자 모집,신세계TV쇼핑,-,21.1.5 ~ 21.1.26,0명,모두 지원 가능,디자인/사진/예술/영상콘텐츠,기타,지역 제한없음,21.2.17 ~ 21.3.24,"대학생, 직장인/일반인"
54167,현직자 1:1 영상통화 상담 앱 '어드비' 체험단 모집,어드비,-,21.1.10 ~ 21.1.23,10명,모두 지원 가능,기타,기타서포터즈,지역 제한없음,21.1.25 ~ 21.2.12,"대학생, 직장인/일반인"
54168,한국사회공헌협회 청년챔프단 7기 모집,한국사회공헌협회 | 7 기,-,21.1.11 ~ 21.1.31,00명,기타,사회공헌/교류기타,서포터즈봉사단-국내,지역 제한없음,21.3.27 ~ 22.3.26,대상 제한 없음
54172,[미니인턴 모집]﻿ 2주간 콘텐츠 기획 실무역량 쌓아 취업준비 하자(~1. 19. 마감),오픈놀,-,21.1.11 ~ 21.1.19,00명,모두 지원 가능,언론/미디어콘텐츠,마케터멘토링,지역 제한없음,21.1.22 ~ 21.2.7,"대학생, 직장인/일반인"
54174,[화상 영어 그룹 스터디 ‘턴챗‘] 온라인 서포터즈 8기 모집,TurnChat | 8 기,-,21.1.11 ~ 21.1.19,60명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 외국어, 휴학 중/시간 투자 가능, 타 대외활동 경험",교육콘텐츠,서포터즈마케터,지역 제한없음,21.1.25 ~ 21.2.21,대상 제한 없음
54177,상반기 체험형 인턴 금융투자전문가 9기과정,골든트리투자자문 | 9 기,-,21.1.11 ~ 21.2.1,00명,모두 지원 가능,경제/금융기타,멘토링기타,서울 강남구,21.2.15 ~ 21.2.26,대상 제한 없음
54181,데싱디바 공식 대학생 서포터즈 데싱프렌즈 6기 모집,제이씨코리아 주식회사 | 6 기,-,21.1.11 ~ 21.1.24,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험",디자인/사진/예술/영상뷰티/미용/화장품,서포터즈마케터,경기 안양시,21.2.5 ~ 21.8.6,대학생
54185,대한민국 대학생 교육기부단 서울권본부 17기 집행부원,대한민국 대학생 교육기부단 서울권본부 | 17 기,-,21.1.7 ~ 21.1.25,00명,모두 지원 가능,교육기타,봉사단-국내멘토링,"서울, 인천, 경기",21.2.10 ~ 21.12.31,대학생
54222,한국경제신문 'JOB아라' 1기 대학생 기자단,한국경제신문 JOB아라 | 1 기,-,21.1.12 ~ 21.1.23,0명,모두 지원 가능,언론/미디어,기자단,지역 제한없음,21.2.8 ~ 21.8.31,대학생
54227,아시아경제공동체재단 청년위원회 5기 모집,아시아경제공동체재단 | 5 기,-,21.1.11 ~ 21.1.25,12명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 외국어, 타 대외활동 경험, 행사 기획 경험",경제/금융,서포터즈,서울,21.3.2 ~ 22.2.28,대학생
54229,모퉁이극장 제 6회 관객영화제 자원활동가 모집(~1.22마감),부산문화재단 | 6 기,-,21.1.11 ~ 21.1.22,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",문화/역사행사/페스티벌,서포터즈기타,부산 중구,21.2.1 ~ 21.2.6,"대학생, 직장인/일반인"
54233,코딩월드뉴스 에디터 2기 모집,코딩월드뉴스,-,21.1.11 ~ 21.2.7,0명,모두 지원 가능,과학/공학/기술/IT콘텐츠,서포터즈기자단,지역 제한없음,21.1.11 ~ 21.2.7,대상 제한 없음
54236,굿네이버스 부산동부지부 대학생자원봉사동아리 Between13th,굿네이버스 부산동부지부 | 13 기,-,21.1.11 ~ 21.1.31,00명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 행사 기획 경험",사회공헌/교류,봉사단-국내멘토링,부산,21.2.1 ~ 21.12.31,대학생
54237,<원데이클라스:금융권 취업하JOB!>,복합금융컨설팅 | 1 기,-,21.1.11 ~ 21.1.22,20명,모두 지원 가능,경제/금융경영/컨설팅/마케팅,멘토링강연,서울 중구,21.1.23 ~ 21.1.23,"대학생, 직장인/일반인"
54241,2021년 목포시 SNS서포터즈 모집,목포시,-,21.1.11 ~ 21.1.24,30명,파워블로거/SNS,경영/컨설팅/마케팅콘텐츠,서포터즈,전라 목포시,21.2.1 ~ 22.1.31,대상 제한 없음
54242,순둥이 대학생 서포터즈 3기 모집,순둥이,-,21.1.11 ~ 21.1.24,5명,모두 지원 가능,경영/컨설팅/마케팅기타,서포터즈마케터,지역 제한없음,21.2.1 ~ 21.4.30,대학생
54245,코딩월드뉴스 에디터 2기 모집,코딩월드뉴스 | 2 기,-,21.1.11 ~ 21.2.7,00명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",언론/미디어과학/공학/기술/IT,서포터즈기자단,지역 제한없음,21.2.10 ~ 21.3.31,대상 제한 없음
54246,연세테라브레인 서포터즈 모집,온누리아이코리아,-,21.1.8 ~ 21.1.14,0명,파워블로거/SNS,경영/컨설팅/마케팅체육/헬스,서포터즈마케터,지역 제한없음,21.1.18 ~ 21.2.19,"대학생, 직장인/일반인"
54247,반디앤루니스 서평단 펜벗 12기 모집,반디앤루니스,-,21.1.11 ~ 21.1.29,10명,모두 지원 가능,경영/컨설팅/마케팅콘텐츠,서포터즈마케터,지역 제한없음,21.2.1 ~ 21.6.30,대상 제한 없음
54248,세종특별자치시 블로그기자단 9기 모집,세종특별자치시,-,21.1.11 ~ 21.1.24,20명,"사진/영상/디자인 툴, 외국어",경영/컨설팅/마케팅환경/에너지,기자단,세종,21.2.8 ~ 21.12.31,대상 제한 없음
54250,여성가족부 블로그 기자단 15기 모집,여성가족부,-,21.1.11 ~ 21.1.21,10명,모두 지원 가능,경영/컨설팅/마케팅정치/사회/법률,기자단,지역 제한없음,21.2.1 ~ 21.12.31,"대학생, 직장인/일반인"
54251,여성가족부 영상 기자단 2기 모집,여성가족부,-,21.1.11 ~ 21.1.21,15명,사진/영상/디자인 툴,디자인/사진/예술/영상정치/사회/법률,기자단,지역 제한없음,21.2.1 ~ 21.12.31,"대학생, 직장인/일반인"
54253,김포시 2021 SNS 지원단 모집,김포시,-,21.1.11 ~ 21.1.25,00명,사진/영상/디자인 툴,경영/컨설팅/마케팅콘텐츠,서포터즈기타,경기 김포시,21.2.7 ~ 23.2.6,대상 제한 없음
54256,2021년 진주시 1인 영상제작자(크리에이터) 모집,진주시,-,21.1.11 ~ 21.1.24,0명,사진/영상/디자인 툴,디자인/사진/예술/영상,기타,경상 진주시,21.3.1 ~ 21.12.31,대상 제한 없음
54258,2021 노원문화재단 웹진 '노원아띠 기자단',노원문화재단 | 2 기,-,21.1.11 ~ 21.1.22,3명,"파워블로거/SNS, 취재/인터뷰/기사 경험",문화/역사행사/페스티벌,기자단,서울 노원구,21.2.3 ~ 21.12.31,"대학생, 직장인/일반인"
54259,덴티스테 2021 서포터즈 모집,덴티스테,-,21.1.11 ~ 21.1.31,20명,파워블로거/SNS,경영/컨설팅/마케팅콘텐츠,서포터즈마케터,지역 제한없음,21.2.1 ~ 21.12.31,"대학생, 직장인/일반인"
54261,2021년 한국전기안전공사 대학생기자단 미리어스 10기 모집,한국전기안전공사,-,21.1.11 ~ 21.2.14,20명,사진/영상/디자인 툴,과학/공학/기술/IT콘텐츠,기자단,지역 제한없음,21.3.1 ~ 21.12.31,대학생
54266,2021 VRAR연구소 1기 연구원 모집,VRAR연구소,-,21.1.3 ~ 21.1.24,0명,모두 지원 가능,과학/공학/기술/IT기타,기타,지역 제한없음,21.1.3 ~ 21.1.24,대상 제한 없음
54272,2021년 동화책 영어번역 동아리 '희망드림' 10기 모집,아프리카아시아난민교육후원회,-,20.12.30 ~ 21.3.19,00명,모두 지원 가능,기타,봉사단-국내기타,지역 제한없음,21.4.1 ~ 22.3.31,"청소년, 대학생"
54274,[책 추천 이벤트] 나의 MBTI 성향에 맞는 책은 무엇일까?,YES24,-,21.1.11 ~ 21.2.5,0명,모두 지원 가능,기타,기타,지역 제한없음,21.1.11 ~ 21.2.5,-
54277,한국법무보호복지공단 서울지부 미소씨 대학생서포터즈 8기 모집,한국법무보호복지공단,-,21.1.11 ~ 21.1.22,00명,모두 지원 가능,정치/사회/법률,서포터즈멘토링,"서울, 인천, 경기",21.3.1 ~ 21.12.31,대학생
54285,[마감임박] 이번주가 습관 만들 마지막 기회! '취업루틴챌린지'로 새해에는 취업하자! (~01/14(목)까지),오픈놀,-,21.1.12 ~ 21.1.14,00명,모두 지원 가능,경영/컨설팅/마케팅창업/자기계발,멘토링기타,지역 제한없음,21.1.18 ~ 21.1.29,"대학생, 직장인/일반인"
54288,파로클래스 대학생 멘토단 비낄 [빛:길] 1기 모집,진로멘토링플랫폼 파로,-,21.1.1 ~ 21.2.15,0명,멘토링/수업 진행 경험,교육기타,멘토링,지역 제한없음,21.3.1 ~ 21.4.30,대학생
54289,2021년 온라인 물기업체험 교육생 모집,경기도 물산업지원센터(경희대학교 산학협력단) | 5 기,-,21.1.8 ~ 21.3.1,00명,모두 지원 가능,교육환경/에너지,기타,경기,21.2.8 ~ 21.3.9,대상 제한 없음
54291,[RESAT] 이번주가 습관 만들 마지막 기회! '취업루틴챌린지'로 새해에는 취업하자! (~01/14(목)까지),오픈놀,-,21.1.12 ~ 21.1.14,00명,모두 지원 가능,창업/자기계발콘텐츠,기타멘토링,지역 제한없음,21.1.18 ~ 21.1.29,"대학생, 직장인/일반인"
54294,빅데이터 파이썬 4주 완성,스마트미디어인재개발원 | 0 기,-,21.1.12 ~ 상시모집,00명,"컴퓨터 활용능력, 기타",과학/공학/기술/IT기타,강연기타,지역 제한없음,21.2.17 ~ 21.3.17,대상 제한 없음
54313,2021. 천천청소년문화의집 대학생 서포터즈 모집,수원시청소년재단 천천청소년문화의집,-,20.12.15 ~ 21.1.30,20명,모두 지원 가능,교육경영/컨설팅/마케팅,서포터즈멘토링,경기 수원시,21.3.1 ~ 21.12.31,대학생
54314,정보처리기사 필기 야간반,스마트미디어인재개발원 | 0 기,-,21.1.12 ~ 상시모집,00명,"컴퓨터 활용능력, 기타",과학/공학/기술/IT기타,강연기타,지역 제한없음,21.2.4 ~ 21.3.4,대상 제한 없음
