인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
91593,2022년 대전광역시서구정신건강복지센터 청년 서포터즈단 마음이어유 2기 모집,대전광역시서구정신건강복지센터,공공기관/공기업,22.6.20 ~ 22.7.6,00명,기타,정치/사회/법률사회공헌/교류,봉사단-국내,대전 서구,-,"대학생, 직장인/일반인"
91596,에너지시민연대 제19회 에너지의날 청년서포터즈 모집,에너지시민연대,기타,22.6.13 ~ 22.6.24,200명,기타,환경/에너지,서포터즈,지역 제한없음,22.7.4 ~ 22.8.22,"대학생, 직장인/일반인"
91598,2022 농림축산식품부 정책기자단 모집,농림축산식품부,공공기관/공기업,22.6.13 ~ 22.6.19,0명,기타,정치/사회/법률요리/식품,기자단서포터즈,지역 제한없음,22.6.13 ~ 22.12.31,"대학생, 직장인/일반인"
91599,"충청북도청소년페스티벌 - 경연대회, 사진전, 체험부스 모집",충청북도청소년종합진흥원 청소년활동진흥센터,비영리단체/협회/재단,22.5.25 ~ 22.6.30,0명,기타,행사/페스티벌,기타서포터즈,충청,-,대상 제한 없음
91601,2022 부산도시공사 대학생 서포터즈(6기) 모집,부산도시공사,공공기관/공기업,22.6.9 ~ 22.6.26,10명,기타,기타,서포터즈,부산,22.7.1 ~ 22.11.30,대학생
91623,"청년, 나와 맞는 진로 찾기 『청년 N잡러 연구소』참여자 추가 모집[~6/20]",아모틱협동조합,중소기업,22.6.13 ~ 22.6.20,16명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",창업/자기계발콘텐츠,기타,지역 제한없음,22.6.27 ~ 22.7.29,"대학생, 직장인/일반인"
91624,BIC Festival 2022 빅커넥터즈 2기 모집,부산인디커넥트페스티벌,비영리단체/협회/재단,22.5.30 ~ 22.6.17,000명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 행사 기획 경험",행사/페스티벌과학/공학/기술/IT,서포터즈,지역 제한없음,22.8.4 ~ 22.9.30,대상 제한 없음
91625,[인천] 청소년 지도·교육봉사 대학생 모집(~6/26),동암청소년중고등학교,비영리단체/협회/재단,22.6.13 ~ 22.6.26,4명,"파워블로거/SNS, 사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",교육사회공헌/교류,봉사단-국내멘토링,인천 남동구,22.6.13 ~ 22.6.26,대학생
91633,[﻿청소년그루터기재단] 학습멘토링“같이에듀”1:1 중·고등 학습멘토링 대학생 멘토 모집﻿ (~6/29),청소년그루터기재단,비영리단체/협회/재단,22.6.14 ~ 22.6.29,00명,기타,교육사회공헌/교류,멘토링기타,지역 제한없음,22.7.25 ~ 22.12.4,대학생
91638,2022년 대전광역시서구정신건강복지센터 청년 서포터즈 '마음이어유' 2기 모집,대전서구정신건강복지센터,기타,22.6.20 ~ 22.7.6,00명,휴학 중/시간 투자 가능,의료/보건기타,서포터즈봉사단-국내,대전 서구,22.7.28 ~ 22.10.26,"대학생, 직장인/일반인"
91641,[온라인 취업특강] 취뽀를 위한 채용정보수집 가이드(~6/22),청년일다방,공공기관/공기업,22.6.14 ~ 22.6.22,300명,기타,교육,강연,지역 제한없음,22.6.14 ~ 22.6.22,대상 제한 없음
91644,❤️무료 취업 교육❤️ 사용자기반 디지털 디자인 실무(UXUI) 교육생 모집,종로여성인력개발센터,비영리단체/협회/재단,22.6.14 ~ 22.6.27,00명,기타,디자인/사진/예술/영상,멘토링강연,지역 제한없음,22.6.28 ~ 22.9.15,대상 제한 없음
91648,2022년 인터넷스마트폰 치유캠프 멘토모집,인천광역시청소년상담복지센터,공공기관/공기업,22.4.25 ~ 22.6.30,00명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",기타,멘토링,"인천 동구, 충청 천안시",22.7.16 ~ 22.7.27,"대학생, 직장인/일반인"
91650,[인권연대] 제 19기 청년인권학교,인권연대,비영리단체/협회/재단,22.6.14 ~ 22.7.26,0명,"휴학 중/시간 투자 가능, 기타",언론/미디어정치/사회/법률,멘토링강연,지역 제한없음,22.7.26 ~ 22.7.27,대상 제한 없음
91653,뷰티 브랜드 Ph.Hubby 서포터즈 '하비프렌즈 4기' 모집,피에이치하비,중소기업,22.6.8 ~ 22.6.18,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈,지역 제한없음,22.6.15 ~ 22.11.30,대상 제한 없음
91656,알파라운드 '청년 크리에이터 창업교육' 참가자 모집,(사)함께만드는세상(사회연대은행),비영리단체/협회/재단,22.6.7 ~ 22.6.30,20명,사진/영상/디자인 툴,디자인/사진/예술/영상창업/자기계발,기타,지역 제한없음,22.7.7 ~ 22.7.21,"대학생, 직장인/일반인"
91659,도봉문화봉사단 3기 모집 : 도봉옛길 패랭이단과 놀자!,도봉문화원,비영리단체/협회/재단,22.6.27 ~ 22.7.5,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",문화/역사사회공헌/교류,봉사단-해외,서울,22.7.16 ~ 22.11.26,"대학생, 직장인/일반인"
91664,2022 소상공인 상생 활동가 '가게지기' 1기 모집,(주)트리즈컴퍼니,중소기업,22.6.20 ~ 22.7.3,40명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",경영/컨설팅/마케팅콘텐츠,서포터즈기자단,지역 제한없음,22.7.13 ~ 22.12.16,대학생
91665,유디니X트립코디 여행 서포터즈 2기,유디니 스튜디오,중소기업,22.6.13 ~ 22.7.8,15명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",여행/호텔/항공,서포터즈,지역 제한없음,22.6.28 ~ 22.9.18,"청소년, 대학생"
91667,"""2022 한·아세안 청소년 서밋"" 한국참가자 모집 공고",한국청소년단체협의회,비영리단체/협회/재단,22.6.14 ~ 22.6.21,10명,"외국어, 타 대외활동 경험",행사/페스티벌사회공헌/교류,강연기타,서울 강서구,22.8.9 ~ 22.8.12,"청소년, 대학생"
91674,[마포구] 행복한 1인라이프-금융편(부채교육),마포구가족센터,비영리단체/협회/재단,22.6.14 ~ 22.6.21,15명,기타,교육경제/금융,강연,"서울 마포구, 서대문구, 용산구, 은평구",22.6.22 ~ 22.6.22,대상 제한 없음
91685,"이노베이더 6기 모집 (온구서점 운영팀, SBCF 서포터즈)",인스타페이,스타트업,22.6.18 ~ 22.8.15,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",경영/컨설팅/마케팅콘텐츠,마케터서포터즈,지역 제한없음,22.8.1 ~ 23.2.28,대학생
91688,미래에셋금융서비스 금융직무특강,미래에셋금융서비스,대기업,22.6.13 ~ 22.6.17,00명,"멘토링/수업 진행 경험, 기타",교육경제/금융,강연멘토링,"서울 강남구, 서초구",22.6.18 ~ 22.6.19,대학생
91689,2022년 부산광역시 마을기업 Step-up(설립 전) 교육프로그램 -입문-,(사)사회적기업연구원,비영리단체/협회/재단,22.6.14 ~ 22.6.20,00명,기타,교육,기타강연,부산,22.6.27 ~ 22.7.5,"대학생, 직장인/일반인"
91690,2022년 한국콘텐츠진흥원 코카뮤직 모니터링단 & 기자단 모집,한국콘텐츠진흥원,공공기관/공기업,22.5.30 ~ 22.6.17,10명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",언론/미디어행사/페스티벌,서포터즈기자단,지역 제한없음,22.7.1 ~ 22.12.31,대학생
91713,[상상유니브] 마케팅스쿨 2022 모집! (~7/10),KT&G상상유니브,대기업,22.6.9 ~ 22.7.10,0명,기타,경영/컨설팅/마케팅,멘토링서포터즈,지역 제한없음,22.7.25 ~ 22.8.29,대학생
91714,[온라인 멘토링] 트렌드를 읽는 마케터의 눈(~6/22),청년일다방,공공기관/공기업,22.6.14 ~ 22.6.22,300명,기타,교육콘텐츠,멘토링강연,지역 제한없음,22.6.28 ~ 22.6.28,대상 제한 없음
91717,2022년 천원의 아침밥 서포터즈 모집,이든팩토리,공공기관/공기업,22.6.14 ~ 22.7.10,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",요리/식품콘텐츠,서포터즈,지역 제한없음,22.7.20 ~ 22.11.17,대학생
91719,"*기간연장* <YOZM Season 3> 트렌드 공유하고, 직접 마케팅 프로모션도 기획하자!",오프널(소비의미학),스타트업,22.6.7 ~ 22.6.16,35명,"콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",경제/금융경영/컨설팅/마케팅,서포터즈마케터,지역 제한없음,22.6.17 ~ 22.9.30,대학생
91720,베트남노상식당 서포터즈 [노상이] 제 1기 추가모집,(주)트리플에이컴퍼니,기타,22.6.16 ~ 22.6.22,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",경영/컨설팅/마케팅요리/식품,서포터즈마케터,지역 제한없음,22.7.1 ~ 22.9.30,대학생
91722,[온라인 멘토링] 장기적인 관점으로 디자이너로 성장하기(~6/22),청년일다방,공공기관/공기업,22.6.14 ~ 22.6.22,300명,기타,디자인/사진/예술/영상,멘토링,지역 제한없음,22.6.28 ~ 22.6.28,대상 제한 없음
91723,학습멘토링 같이에듀 1:1 중·고등 학습멘토링 대학생멘토 모집,청소년그루터기재단,비영리단체/협회/재단,22.6.13 ~ 22.6.29,00명,멘토링/수업 진행 경험,교육사회공헌/교류,멘토링봉사단-국내,지역 제한없음,22.7.25 ~ 22.12.10,대학생
91726,[온라인 멘토링] 주니어 개발자로 성장하는 방법(~6/22),청년일다방,공공기관/공기업,22.6.14 ~ 22.6.22,300명,기타,과학/공학/기술/IT,멘토링,지역 제한없음,22.6.28 ~ 22.6.28,대상 제한 없음
91728,[구립망원청소년문화센터] 대학생서포터즈 '루키' 신규단원 추가모집,구립망원청소년문화센터,비영리단체/협회/재단,22.6.14 ~ 22.6.23,5명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 기타",행사/페스티벌콘텐츠,서포터즈봉사단-국내,지역 제한없음,22.7.2 ~ 23.2.28,대학생
91735,동네 가게 로고송&광고영상 창작 프로젝트 <우리동네 로고송라이터> 3기 모집,무궁무진스튜디오,스타트업,22.6.13 ~ 22.6.30,12명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 행사 기획 경험, 기타",디자인/사진/예술/영상콘텐츠,마케터기타,서울 영등포구,22.7.7 ~ 22.8.18,"청소년, 대학생"
91741,독도사랑 독도탐방단 모집(~7/1),한국청소년진흥협회,비영리단체/협회/재단,22.6.14 ~ 22.7.1,00명,기타,여행/호텔/항공사회공헌/교류,봉사단-국내,지역 제한없음,22.7.20 ~ 22.7.22,대상 제한 없음
91749,경기도경제과학진흥원 온라인 서포터즈 8기를 모집합니다.,경기도경제과학진흥원,공공기관/공기업,22.6.13 ~ 22.6.21,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",기타,서포터즈기자단,경기,22.7.1 ~ 22.11.30,"대학생, 직장인/일반인"
91750,[한국관광공사] 2022 KOPIST 고위급 관광정책 토론회 개최안내,운영사무국,중소기업,22.6.20 ~ 22.6.20,00명,기타,여행/호텔/항공행사/페스티벌,강연기타,지역 제한없음,22.6.20 ~ 22.6.20,대상 제한 없음
91751,선비꼬마김밥 프로세일즈 기초과정 2기,(주)와이비에프,중소기업,22.6.14 ~ 22.6.30,00명,휴학 중/시간 투자 가능,경영/컨설팅/마케팅요리/식품,서포터즈마케터,"대구, 경기 화성시",22.6.14 ~ 22.6.30,대학생
91753,제 4기 대학생 서포터즈 다솜단,신내종합사회복지관,비영리단체/협회/재단,22.6.14 ~ 22.7.31,4명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 행사 기획 경험",사회공헌/교류,서포터즈,서울 중랑구,22.8.5 ~ 22.12.31,대학생
91754,지역상권 활성화를 위한 Y.R. 프로젝트(Youth AR) 대학생 활동단 모집,구립서초유스센터,기타,22.6.14 ~ 22.6.20,5명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",언론/미디어과학/공학/기술/IT,봉사단-국내서포터즈,서울 서초구,22.6.14 ~ 22.6.20,대학생
91755,[범계역 청년출구] 청년출구시네마 6월 영화상영 - 월E(WALL-E),범계역청년출구,비영리단체/협회/재단,22.6.14 ~ 22.7.22,20명,기타,행사/페스티벌기타,기타,경기 안양시,22.6.26 ~ 22.6.26,"대학생, 직장인/일반인"
91756,[은평 오랑] 청년특강 아크릴공예편 참가자 모집 ( ~6/24),서울청년센터 은평 오랑,공공기관/공기업,22.6.14 ~ 22.6.24,20명,기타,교육콘텐츠,강연기타,서울 은평구,22.6.30 ~ 22.6.30,"대학생, 직장인/일반인"
91757,제5기 한국철도 고객평가단 모집,한국철도공사,공공기관/공기업,22.6.13 ~ 22.6.22,160명,"파워블로거/SNS, 사진/영상/디자인 툴",여행/호텔/항공,서포터즈기타,지역 제한없음,22.7.1 ~ 23.6.30,대상 제한 없음
91758,2022 지역문화 기획▪ 매개 인력 양성 워크숍 《 괄호 열고 ( ) 괄호 닫기》 참여자 모집,(재)은평문화재단,비영리단체/협회/재단,22.6.9 ~ 22.6.20,00명,기타,디자인/사진/예술/영상콘텐츠,강연멘토링,지역 제한없음,22.6.22 ~ 22.7.27,대상 제한 없음
91759,2022년 경남 관광일자리 잡페어 참가자 모집,"한국관광공사, 경상남도, 경남관광재단, 경남관광기업지원센터",공공기관/공기업,22.6.10 ~ 22.6.29,150명,"리더십, 행사 기획 경험",여행/호텔/항공콘텐츠,강연멘토링,지역 제한없음,22.6.30 ~ 22.7.1,"대학생, 직장인/일반인"
91760,[구로구청] 2022 구로구 청년진로지원 또래 멘토링 3기 멘티단 모집,구로청년사업지원단,기타,22.6.10 ~ 22.7.10,24명,기타,창업/자기계발,멘토링,서울 구로구,22.5.2 ~ 22.7.10,대상 제한 없음
91761,온라인 정보공개 모니터단 모집,여주도시관리공단,공공기관/공기업,22.6.13 ~ 22.6.24,10명,"파워블로거/SNS, 타 대외활동 경험",기타,기타,지역 제한없음,22.7.4 ~ 22.11.30,대상 제한 없음
91763,2022 영도에서 한달간 일하기 <내-일의 항해캠프> 항해자 모집 (~6/26),영도문화도시센터,비영리단체/협회/재단,22.6.7 ~ 22.10.7,30명,행사 기획 경험,문화/역사디자인/사진/예술/영상,기타,지역 제한없음,22.7.25 ~ 22.8.23,대상 제한 없음
91778,여주도시관리공단 온라인 정보공개 모니터단 모집,여주도시관리공단,공공기관/공기업,22.6.13 ~ 22.6.24,10명,기타,기타,서포터즈,경기 여주군,22.7.4 ~ 22.11.30,대상 제한 없음
91780,2022 경북웹툰캠퍼스 웹툰작가 창작지원 프로그램,경상북도콘텐츠진흥원 / 경북웹툰캠퍼스,비영리단체/협회/재단,22.5.25 ~ 22.7.1,0명,기타,디자인/사진/예술/영상,기타,경상,-,직장인/일반인
91782,2022 경북웹툰캠퍼스 입주작가 및 입주기업 모집,경상북도콘텐츠진흥원,비영리단체/협회/재단,22.5.24 ~ 22.6.30,0명,기타,디자인/사진/예술/영상,기타,경상 경주시,-,직장인/일반인
91783,국립해양과학관 해바라기 기자단 2기 모집,국립해양과학관,기타,22.6.14 ~ 22.6.24,10명,"파워블로거/SNS, 기타",환경/에너지콘텐츠,서포터즈기자단,지역 제한없음,22.7.11 ~ 22.11.30,대학생
91786,제5기 기보 청년기술평가체험단 모집,기술보증기금,기타,22.6.7 ~ 22.6.16,0명,기타,기타,기타,지역 제한없음,22.7.25 ~ 22.9.8,"대학생, 직장인/일반인"
91787,경기상상캠퍼스 대학생 서포터즈 상상그리너(상상greener) 모집,경기상상캠퍼스,기타,22.6.14 ~ 22.6.29,15명,기타,콘텐츠기타,서포터즈,경기,22.7.8 ~ 22.11.11,대학생
91789,2022 다리너머 영도 시즌 3 시민기자단 모집,영도문화도시 / 호밀밭,공공기관/공기업,22.6.3 ~ 22.6.15,0명,기타,정치/사회/법률콘텐츠,기자단서포터즈,부산 영도구,22.6.1 ~ 22.12.31,대상 제한 없음
91791,2022 깃담(giitdam) 패션 서포터즈 모집,(주)로켓웍스,중소기업,22.6.14 ~ 22.6.19,00명,"파워블로거/SNS, 기타",뷰티/미용/화장품,서포터즈,지역 제한없음,22.6.1 ~ 22.6.30,"대학생, 직장인/일반인"
91818,[사단법인 문화예술봉사단메리] 합창 프로젝트 단원 모집(~7/10),사단법인 문화예술봉사단메리,기타,22.6.14 ~ 22.7.10,00명,"타 대외활동 경험, 행사 기획 경험, 기타",문화/역사디자인/사진/예술/영상,봉사단-국내기타,지역 제한없음,22.7.16 ~ 22.9.9,대상 제한 없음
91820,2022년 양재종합사회복지관 대학생연합봉사단 모집!,양재 종합사회복지관,비영리단체/협회/재단,22.6.15 ~ 22.6.22,0명,"취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 리더십",의료/보건사회공헌/교류,봉사단-국내,지역 제한없음,22.6.23 ~ 22.11.30,대학생
91821,포천시노인복지관 '해-DREAM' 홍보 서포터즈단 모집합니다,포천시노인복지관,비영리단체/협회/재단,22.6.15 ~ 22.6.28,8명,타 대외활동 경험,사회공헌/교류,서포터즈,경기 포천시,22.7.1 ~ 22.11.30,대학생
91831,용운시장첫걸음시장육성사업단 용운시장 홍보단(용운이 나르샤 1기) 모집,버터플라이임팩트(주),-,-,0명,모두 지원 가능,,,-,-,-
91832,"서울연합 대학생 브이로그 동아리 여담, 신입회원 모집합니다.",여담,동아리/학생자치단체,22.6.15 ~ 22.6.30,00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",문화/역사사회공헌/교류,봉사단-국내기타,"서울, 경기",-,대학생
91833,[스타벅스 창업카페 시즌9] 실전 창업 교육 (창업/디자인/마케팅/회계) 추가 모집,"스타벅스, 중소벤처기업부",대기업,22.6.15 ~ 22.6.21,00명,기타,경영/컨설팅/마케팅창업/자기계발,강연,지역 제한없음,22.6.22 ~ 22.6.23,대상 제한 없음
91835,용운시장첫걸음시장육성사업단 용운시장 홍보단(용운이 나르샤 1기) 모집,용운시장첫걸음시장육성사업단,기타,22.6.14 ~ 22.6.30,10명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 기타",언론/미디어기타,서포터즈기자단,대전 동구,22.7.5 ~ 22.10.31,"대학생, 직장인/일반인"
91837,취업연계형 스마트팩토리 SW 인력양성과정 훈련생 모집,이노비즈협회,비영리단체/협회/재단,22.6.15 ~ 22.6.19,00명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능",과학/공학/기술/IT창업/자기계발,강연기타,서울 마포구,22.6.20 ~ 22.9.27,대상 제한 없음
91842,제3회 TIGER ETF 유튜브스타 - TIGER is Coming,스펙업,-,-,0명,모두 지원 가능,,,-,-,-
91844,경기콘텐츠진흥원 「2022년 디자인 솔루션 랩」 6기 모집,경기콘텐츠진흥원,비영리단체/협회/재단,22.6.1 ~ 22.6.21,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능",디자인/사진/예술/영상창업/자기계발,기타서포터즈,"서울 중구, 경기 의정부시",22.7.1 ~ 22.8.31,대학생
91845,[온라인 취업특강] 비전공자를 위한 이해할 수 있는 IT지식(~6/22),청년일다방,공공기관/공기업,22.6.15 ~ 22.6.22,300명,기타,과학/공학/기술/IT,강연,지역 제한없음,22.6.29 ~ 22.6.29,대상 제한 없음
