인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
92993,서울프린지페스티벌2022 자원활동가 인디스트 모집,서울프린지네트워크,기타,22.6.13 ~ 22.6.24,0명,기타,행사/페스티벌사회공헌/교류,봉사단-국내,서울,22.8.9 ~ 22.8.28,대상 제한 없음
93019,[DB] 62~63회 대학생 온라인 기업경영 체험스쿨 참가자 모집,DB문화재단,대기업,22.6.24 ~ 22.7.11,198명,"리더십, 기타",경제/금융경영/컨설팅/마케팅,기타강연,지역 제한없음,22.7.20 ~ 22.7.22,대학생
93021,SK Careers Editor 16기 모집,SKCE,대기업,22.6.23 ~ 22.7.6,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 휴학 중/시간 투자 가능, 행사 기획 경험",과학/공학/기술/IT사회공헌/교류,서포터즈,지역 제한없음,22.8.1 ~ 23.1.31,대학생
93022,[고용노동부/아시아경제] 훈련장려금 받으며 빅데이터 분석/E-커머스 마케팅에 도전하고 싶은 사람 모여라! 커머스 국비무료교육 취업특화과정 연수생 모집! (~7.24),(주)아시아경제,중견기업,22.6.23 ~ 22.7.13,0명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능",교육과학/공학/기술/IT,기타,지역 제한없음,22.7.25 ~ 23.1.11,대상 제한 없음
93035,JDC-유엔해비타트 한국위원회 청년교류 프로그램 ‘그린시티 앰배서더’2기 모집 공고,사단법인 유엔해비타트 한국위원회,공공기관/공기업,22.6.22 ~ 22.7.10,16명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",환경/에너지콘텐츠,서포터즈마케터,지역 제한없음,22.7.18 ~ 22.11.13,"대학생, 직장인/일반인"
93038,2022 VOICE 성남 대학생 서포터즈 모집,스팀즈,중소기업,22.6.20 ~ 22.6.28,0명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",언론/미디어창업/자기계발,서포터즈,지역 제한없음,22.7.23 ~ 22.8.27,대학생
93039,영덕군 블루로드 플로깅 참가자 모집,(주)메이드인피플,공공기관/공기업,22.6.20 ~ 22.6.30,40명,기타,행사/페스티벌,기타서포터즈,경상 영덕군,22.7.2 ~ 22.7.2,대상 제한 없음
93042,2022 가리봉동 열린 라운딩 여행자 모집 (1회차 주제 : 시선),주식회사 마을다님,스타트업,22.6.11 ~ 22.6.24,10명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 기타",여행/호텔/항공문화/역사,기타,서울 구로구,22.6.25 ~ 22.6.25,대상 제한 없음
93046,[한국소비자연맹] 2022년 대소동7기(대학생 홍보단) 모집,한국 소비자연멩,비영리단체/협회/재단,22.5.30 ~ 22.6.26,00명,콘텐츠 기획/제작 경험,콘텐츠사회공헌/교류,서포터즈기자단,지역 제한없음,22.7.1 ~ 22.11.30,대학생
93058,TEU Moonshot program 5기,TIDE Envision University,공공기관/공기업,22.6.22 ~ 22.7.7,00명,"멘토링/수업 진행 경험, 행사 기획 경험",과학/공학/기술/IT환경/에너지,강연멘토링,지역 제한없음,22.7.16 ~ 22.9.17,대상 제한 없음
93067,2022년 공공누리 대학생 서포터즈 1기 모집,주식회사 라인피알,중소기업,22.6.21 ~ 22.7.3,15명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험",디자인/사진/예술/영상경영/컨설팅/마케팅,서포터즈,지역 제한없음,22.7.14 ~ 22.12.31,대학생
93071,여름철 전기절약 333 프로그램,한국에너지공단 / 녹색소비자연대,공공기관/공기업,22.6.23 ~ 22.6.30,333명,파워블로거/SNS,환경/에너지,봉사단-국내,지역 제한없음,22.7.1 ~ 22.7.31,대상 제한 없음
93075,[코드클럽] 로봇코딩 SoS 캠프 멘토 참가 신청 안내 (~ 7/10 마감),코드클럽 한국위원회,비영리단체/협회/재단,22.6.23 ~ 22.7.10,10명,멘토링/수업 진행 경험,교육과학/공학/기술/IT,봉사단-국내,인천 연수구,22.7.18 ~ 22.8.14,대학생
93083,KISA 인터넷거버넌스 집중교육 참여자 모집,한국인터넷진흥원,공공기관/공기업,22.6.15 ~ 22.6.28,30명,멘토링/수업 진행 경험,교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.7.18 ~ 22.7.20,"대학생, 직장인/일반인"
93094,[3학점] 콘텐츠 기획부터 제작까지! 4주완성 콘마기초반,주식회사 이십사점오,스타트업,22.6.22 ~ 22.6.30,10명,휴학 중/시간 투자 가능,교육콘텐츠,강연멘토링,지역 제한없음,22.7.6 ~ 22.7.27,대학생
93100,"[3학점] 4주만에 정복하는 퍼포먼스 마케팅, 기초부터 실전까지!",주식회사 이십사점오,스타트업,22.6.22 ~ 22.6.30,10명,휴학 중/시간 투자 가능,교육콘텐츠,강연멘토링,지역 제한없음,22.7.10 ~ 22.7.31,대학생
93112,[페이스북 유니버시티 3기] ✨페이스북 디지털 마케팅 대학!✨(~7/20 연장!),페이스북코리아 유한회사,대기업,22.6.17 ~ 22.7.20,400명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 리더십, 휴학 중/시간 투자 가능",경영/컨설팅/마케팅콘텐츠,강연멘토링,지역 제한없음,22.7.25 ~ 22.9.9,"대학생, 직장인/일반인"
93114,2022 중랑구 청년주간을 위한 <청년 축제 기획단> 모집 (~07.03),청년뿌리 사회적협동조합,비영리단체/협회/재단,22.6.22 ~ 22.7.3,10명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",문화/역사행사/페스티벌,서포터즈기타,서울 중랑구,22.7.1 ~ 22.10.10,"대학생, 직장인/일반인"
93123,[고용노동부] 중소기업청년직무체험 제조·유통·물류 2일 단기 스펙UP 프로그램,더와이파트너스(주),중소기업,22.6.21 ~ 22.7.19,20명,"타 대외활동 경험, 기타",기타유통/물류,강연멘토링,"서울, 인천, 경기",22.7.11 ~ 22.7.12,대학생
93124,[고용노동부] 중소기업청년직무체험 제조·유통·물류 단기 취업성공 패키지 프로그램,더와이파트너스(주),중소기업,22.6.21 ~ 22.7.11,30명,"타 대외활동 경험, 기타",기타유통/물류,멘토링강연,"서울, 인천, 경기",22.7.13 ~ 22.7.15,대학생
93125,[한국지멘스 디지털 인더스트리] 제 9회 스마트 NC 경진대회 (~6/30),한국지멘스,외국계기업,22.6.23 ~ 22.6.30,1000명,기타,과학/공학/기술/IT,기타,지역 제한없음,22.6.23 ~ 22.6.30,"청소년, 대학생"
93126,[지패스] 해외조달시장 전문인력 양성과정 교육생 모집,한국 G-PASS기업 수출진흥협회,기타,22.6.23 ~ 22.7.11,0명,외국어,유통/물류,멘토링,경상 김천시,22.7.14 ~ 22.7.29,"대학생, 직장인/일반인"
93145,제2회 금융 데이터 활용 경진대회 참가자 모집 (연장공고),"전라북도, 국민연금공단 / 전북창조경제혁신센터",공공기관/공기업,22.5.16 ~ 22.7.13,0명,기타,환경/에너지,기타,전라,22.7.21 ~ 22.10.15,대상 제한 없음
93147,장인정신 에브리데이 & 맘 엠버서더 장앤맘월드 1기 모집,(주)잘론네츄럴,중소기업,22.6.22 ~ 22.7.6,15명,"파워블로거/SNS, 기타",의료/보건,서포터즈,지역 제한없음,22.7.13 ~ 22.10.31,직장인/일반인
93148,JDC-유엔해비타트 한국위원회 청년교류 프로그램 ‘그린시티 앰배서더’ 2기 모집,JDC-유엔해비타트 한국위원회,비영리단체/협회/재단,22.6.22 ~ 22.7.10,16명,기타,환경/에너지,서포터즈,제주,22.7.13 ~ 22.11.16,"대학생, 직장인/일반인"
93151,한국특수판매공제조합 제 2기 서포터즈 모집,한국특수판매공제조합,기타,22.6.20 ~ 22.7.4,5명,"파워블로거/SNS, 기타",정치/사회/법률,서포터즈,지역 제한없음,22.7.14 ~ 22.10.14,"대학생, 직장인/일반인"
93152,서대문구 자원봉사 홍보봉사단 V커뮤니케이터 모집,서대문구자원봉사센터,비영리단체/협회/재단,22.6.20 ~ 22.6.27,10명,기타,사회공헌/교류,봉사단-국내,서울 서대문구,22.7.1 ~ 22.12.31,"대학생, 직장인/일반인"
93153,2022년 환경방학 프로젝트-내가 GREEN 방학생활,"환경부, 교육부, 기상청 / 국가환경교육센터",공공기관/공기업,22.6.22 ~ 22.7.13,0명,기타,디자인/사진/예술/영상환경/에너지,기타,지역 제한없음,-,"청소년, 직장인/일반인"
93154,판타지움 서포터즈 1기 모집,판타지움,중소기업,22.6.21 ~ 22.7.15,8명,"파워블로거/SNS, 기타",콘텐츠기타,서포터즈,경기 수원시,22.7.26 ~ 22.9.30,"대학생, 직장인/일반인"
93155,서대문대학생프로보노 S-지니어 7기 모집,시립서대문청소년센터,비영리단체/협회/재단,22.6.22 ~ 22.7.14,20명,기타,환경/에너지,서포터즈,서울 서대문구,22.7.30 ~ 22.11.26,대학생
93159,2022 국민외교 현안공감팩토리,디투씨,기타,22.6.14 ~ 22.7.8,0명,기타,행사/페스티벌정치/사회/법률,서포터즈강연,서울 종로구,22.7.14 ~ 22.7.14,대상 제한 없음
93166,[미니인턴X메로] 악플 대응 서비스 '사이드킥'의 웹페이지 UX/UI 디자인 제안하고 디자이너로 취업하고 싶다면? 무스펙 채용전형 미니인턴이 답!(~7/5),오픈놀,중소기업,22.6.23 ~ 22.7.5,0명,"사진/영상/디자인 툴, 컴퓨터 활용능력",교육디자인/사진/예술/영상,강연멘토링,지역 제한없음,22.7.7 ~ 22.7.24,대학생
93189,아산 기업가정신 리뷰(AER) 컴피티션 참여 대학생 모집,스펙업,-,-,0명,모두 지원 가능,,,-,-,-
93194,제1회 하나뿐인 지구영상제의 첫번째 서포터즈를 추가모집합니다!!!(~6/28),(사)자연의권리찾기,비영리단체/협회/재단,22.5.10 ~ 22.6.28,50명,파워블로거/SNS,행사/페스티벌,서포터즈,지역 제한없음,22.6.30 ~ 22.8.19,"대학생, 직장인/일반인"
93197,줄리스초이스 디지털 마케팅 광고 공모전,"대학내일, 아웃캠퍼스",-,-,0명,모두 지원 가능,,,-,-,-
93199,[네이버 커넥트재단] 여름방학 파이썬 무료 스터디 모집!! (~7/6),네이버커넥트,중소기업,22.6.16 ~ 22.7.6,0명,기타,과학/공학/기술/IT,기타,지역 제한없음,22.7.14 ~ 22.8.25,대상 제한 없음
93219,국토교통 데이터 활용 경진대회,배짱인커뮤니케이션,-,-,0명,모두 지원 가능,,,-,-,-
93232,22년 「이타서울 청년 사회공헌 활동 지원 서포터즈」 모집,사단법인 이타서울,비영리단체/협회/재단,22.6.23 ~ 22.7.15,4명,기타,환경/에너지사회공헌/교류,서포터즈,서울,22.6.23 ~ 22.7.15,"대학생, 직장인/일반인"
93233,2022 제3회 IBS · 기초과학 홍보콘텐츠 공모전,인투인미디어,-,-,0명,모두 지원 가능,,,-,-,-
93239,[아이지아 화장품] 온라인 마케팅 서포터즈 3기 모집,유나엔코스(주),중소기업,22.6.24 ~ 22.7.16,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",뷰티/미용/화장품콘텐츠,서포터즈마케터,지역 제한없음,-,대상 제한 없음
93242,[,유나엔코스(주),-,-,0명,모두 지원 가능,,,-,-,-
93245,[아이지아 화장품] 모델 서포터즈 2기 모집,유나엔코스(주),중소기업,22.6.24 ~ 상시모집,0명,"사진/영상/디자인 툴, 타 대외활동 경험, 기타",디자인/사진/예술/영상뷰티/미용/화장품,서포터즈기타,지역 제한없음,22.6.24 ~ 22.12.31,대상 제한 없음
93246,캠코 ESG서포터즈 모집,캠코 한국자산관리공사,공공기관/공기업,22.6.24 ~ 22.7.8,60명,"사진/영상/디자인 툴, 타 대외활동 경험",콘텐츠,서포터즈,지역 제한없음,22.7.11 ~ 22.10.31,대상 제한 없음
93249,[패스트캠퍼스] 마케터 9주 체험! 디지털 마케팅 마스터즈 1기 모집 (~7/10),주식회사 데이원컴퍼니,스타트업,22.6.24 ~ 22.7.10,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",교육경영/컨설팅/마케팅,서포터즈마케터,서울,22.8.1 ~ 22.9.30,대학생
93250,경기푸드투어리즘 기자단 청년 맛 크루 모집,경기도/ (주)씨알트리,공공기관/공기업,22.6.20 ~ 22.6.30,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",여행/호텔/항공디자인/사진/예술/영상,서포터즈기자단,지역 제한없음,22.7.1 ~ 22.10.31,대상 제한 없음
93251,2022년 하남문화재단 SNS 미디어 크리에이터 5기 모집,하남문화재단,기타,22.6.23 ~ 22.7.3,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",언론/미디어문화/역사,서포터즈기자단,경기 하남시,22.7.8 ~ 22.11.30,대상 제한 없음
93252,한국경영인증원 컨텐츠 서포터즈 마케팅 크리에이터 2기 모집,한국경영인증원,중소기업,22.6.24 ~ 22.7.1,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",언론/미디어디자인/사진/예술/영상,서포터즈마케터,지역 제한없음,22.7.8 ~ 22.8.31,대학생
93254,대구광역시 스마트시티 시민홍보단 4기 모집,잡포유,-,-,0명,모두 지원 가능,,,-,-,-
93255,대구광역시 스마트시티 시민홍보단 4기 모집,대구광역시 스마트시티지원센터,기타,22.6.24 ~ 22.7.18,0명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 리더십, 타 대외활동 경험",경영/컨설팅/마케팅과학/공학/기술/IT,서포터즈마케터,"대구 남구, 달서구, 달성군, 동구, 북구, 수성구, 중구",22.7.18 ~ 22.8.2,대학생
93256,경기도 청년참여기구 제2기 청년위원 모집,경기청년지원사업단,비영리단체/협회/재단,22.6.7 ~ 22.6.26,200명,기타,정치/사회/법률,서포터즈,경기,22.6.26 ~ 23.6.26,"대학생, 직장인/일반인"
93258,한국남동발전 제6기 KOEN 대학생 봉사단 모집,경상남도사회복지협의회 / 한국남동발전,비영리단체/협회/재단,22.6.13 ~ 22.7.8,40명,기타,사회공헌/교류,봉사단-국내,경상,22.8.1 ~ 22.11.30,대학생
93259,후아유 패션서포터즈 후드크루 3기 모집,(주)이랜드월드 후아유,중견기업,22.6.22 ~ 22.6.28,20명,기타,기타,서포터즈,지역 제한없음,22.7.8 ~ 22.9.30,"대학생, 직장인/일반인"
93260,보헤리DOGs 1기 서포터즈 모집,보헤리,중소기업,22.6.23 ~ 22.7.15,0명,"파워블로거/SNS, 기타",콘텐츠,서포터즈,지역 제한없음,22.8.1 ~ 22.12.31,대상 제한 없음
93261,2022년 아우디 공식딜러 유카로오토모빌 온라인 서포터즈 모집,아우디 공식딜러 유카로오토모빌,중견기업,22.6.22 ~ 22.6.30,0명,기타,과학/공학/기술/IT기타,서포터즈,지역 제한없음,22.7.1 ~ 22.9.30,"대학생, 직장인/일반인"
93262,코코몰리 서포터즈 3기 모집,코코몰리,중소기업,22.6.22 ~ 22.7.6,20명,"파워블로거/SNS, 기타",기타,서포터즈,지역 제한없음,22.7.9 ~ 22.9.30,대상 제한 없음
93263,2022년 고희동미술관 공모전시 참여작가 모집,종로문화재단,비영리단체/협회/재단,22.6.27 ~ 22.7.10,0명,기타,디자인/사진/예술/영상,기타,서울 종로구,22.8.22 ~ 22.10.31,대상 제한 없음
93264,6주 만에 책 쓰기 프로젝트 [온라인 / 오프라인] 32기 모집,글ego,중소기업,22.6.24 ~ 22.7.21,0명,기타,디자인/사진/예술/영상기타,서포터즈,서울 강남구,22.7.23 ~ 22.8.28,"대학생, 직장인/일반인"
93307,진해청소년문화의집 대학생 보조교사 모집,진해청소년문화의집,비영리단체/협회/재단,22.6.24 ~ 22.6.30,8명,"멘토링/수업 진행 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험",교육,서포터즈봉사단-국내,"경상 진해구, 창원시",22.6.24 ~ 22.6.30,대학생
