인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
90299,2022 대구광역시청소년수련원 청소년동아리연합 몽쉘 모집,대구광역시청소년수련원,비영리단체/협회/재단,22.1.1 ~ 22.12.31,0명,기타,디자인/사진/예술/영상기타,기타,대구,22.5.31 ~ 22.10.28,대상 제한 없음
90301,서울시립영등포장애인복지관 2022 영등포옹호인 포옹 모집,서울시립영등포장애인복지관,비영리단체/협회/재단,22.1.24 ~ 22.12.30,0명,기타,사회공헌/교류기타,기타,서울 영등포구,22.5.31 ~ 22.12.31,대상 제한 없음
90303,오더플러스 체험단 모집,오더플러스,중소기업,22.4.28 ~ 22.12.31,50명,"파워블로거/SNS, 기타",요리/식품기타,기타,"서울, 경기",22.5.31 ~ 22.12.31,대상 제한 없음
90305,2022 성북구청소년참여활동 기획홍보위원 유플루언서 모집,월곡청소년센터,비영리단체/협회/재단,22.5.18 ~ 22.6.2,20명,기타,정치/사회/법률,서포터즈,서울 성북구,22.6.1 ~ 22.11.30,대학생
90307,유스보이스 TMI(Time for My Inside) 팀 프로젝트 참가자 모집,유스보이스,중소기업,22.5.9 ~ 22.6.3,00명,기타,과학/공학/기술/IT,기타,지역 제한없음,-,청소년
90309,한국기상산업기술원 서포터즈 맑음이 제1기 모집,한국기상산업기술원,기타,22.5.26 ~ 22.6.7,10명,기타,디자인/사진/예술/영상기타,서포터즈,지역 제한없음,22.6.21 ~ 22.12.31,"대학생, 직장인/일반인"
90326,2022년 도시재생 청년 서포터즈 모집,포천시 / 영북 도시재생현장지원센터,공공기관/공기업,22.5.30 ~ 22.6.20,200명,기타,정치/사회/법률환경/에너지,서포터즈,경기 포천시,22.6.27 ~ 22.9.3,대학생
90348,2022 모의 유네스코 회의 참가자(대표단) 모집,유네스코 국제무예센터,기타,22.5.30 ~ 22.6.14,40명,"외국어, 타 대외활동 경험, 기타",행사/페스티벌사회공헌/교류,기타서포터즈,지역 제한없음,22.6.23 ~ 22.8.5,대학생
90351,[이데일리] 제13회 이데일리 전략포럼 등록 진행 중!,허밍아이엠씨,중소기업,22.6.1 ~ 22.6.14,00명,기타,행사/페스티벌환경/에너지,강연,서울 중구,22.6.15 ~ 22.6.16,"대학생, 직장인/일반인"
90355,"[아비투스 재능 봉사단] ""함께 하는 플로깅 1기 """,사단법인 한국미디어교육진흥원 대학생사무국,비영리단체/협회/재단,22.6.1 ~ 22.6.8,00명,콘텐츠 기획/제작 경험,디자인/사진/예술/영상사회공헌/교류,봉사단-국내기타,지역 제한없음,22.6.6 ~ 22.7.17,"청소년, 대학생"
90365,[송파구] 취준부스터 점프UP!,마이온 컴퍼니,중소기업,22.6.2 ~ 22.6.15,0명,기타,디자인/사진/예술/영상경영/컨설팅/마케팅,강연멘토링,서울,22.6.16 ~ 22.6.23,대상 제한 없음
90375,[일상예술창작센터] 스타트업 성공 사례와 지속가능 창업 워크숍(~6/27),일상예술창작센터,비영리단체/협회/재단,22.5.25 ~ 22.6.27,60명,기타,창업/자기계발,강연멘토링,지역 제한없음,22.6.29 ~ 22.6.29,"대학생, 직장인/일반인"
90380,22-8차 포스코취업아카데미 모집,스코인재창조원,대기업,22.5.30 ~ 22.6.8,00명,기타,기타,기타,"인천 연수구, 경상 포항시",22.6.20 ~ 22.7.8,"대학생, 직장인/일반인"
90383,2022 관광테크 융합형 창의인재 양성 교육,주식회사 일로와,공공기관/공기업,22.6.1 ~ 22.6.15,20명,기타,교육경영/컨설팅/마케팅,강연,제주,22.6.23 ~ 22.7.23,대상 제한 없음
90386,한국건설교통신기술협회 서포터즈 모집,한국건설교통신기술협회,비영리단체/협회/재단,22.5.2 ~ 22.6.17,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 타 대외활동 경험",언론/미디어기타,서포터즈기자단,지역 제한없음,22.5.2 ~ 22.6.17,대학생
90393,2022 국민외교 공감팩토리(6.15.) 참가자 모집,국민외교팀,공공기관/공기업,22.6.2 ~ 22.6.14,100명,"파워블로거/SNS, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",문화/역사교육,강연,지역 제한없음,22.6.2 ~ 22.6.14,대상 제한 없음
90398,2022 로컬+메이커스 참여자 모집,경기도문화원연합회,비영리단체/협회/재단,22.6.2 ~ 22.6.20,00명,기타,문화/역사콘텐츠,강연기타,지역 제한없음,22.6.25 ~ 22.8.20,"대학생, 직장인/일반인"
90407,농심 펀스터즈 15기 모집,농심,중견기업,22.6.1 ~ 22.6.20,16명,"파워블로거/SNS, 사진/영상/디자인 툴",요리/식품콘텐츠,서포터즈마케터,서울 동작구,22.7.15 ~ 22.11.25,대학생
90431,[고용노동부/아시아경제] 매월 훈련장려금 받으며 취업 대비하자! 커머스/인공지능/핀테크 국비교육 취업특화과정 연수생 모집! (과정별 마감일 상이),(주)아시아경제,중견기업,22.6.2 ~ 22.6.17,00명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능",교육과학/공학/기술/IT,기타,지역 제한없음,22.6.2 ~ 22.12.14,대상 제한 없음
90432,케이쉴드주니어 사이버보안 인력양성 과정 8기 모집 [모집임박],(주)한국정보보호교육센터,중소기업,22.5.20 ~ 22.6.3,192명,"컴퓨터 활용능력, 기타",교육과학/공학/기술/IT,기타서포터즈,지역 제한없음,22.6.13 ~ 22.8.20,대상 제한 없음
90434,충무지구 청년 Local Creator 육성 프로그램 참가자 모집,주식회사 수퍼씨,중소기업,22.5.31 ~ 22.6.19,20명,기타,창업/자기계발콘텐츠,기자단멘토링,지역 제한없음,22.7.1 ~ 23.5.30,대상 제한 없음
90435,[2022 대구치맥페스티벌 치맥프렌즈 모집],(사)한국치맥산업협회,비영리단체/협회/재단,22.6.1 ~ 22.6.21,100명,휴학 중/시간 투자 가능,행사/페스티벌사회공헌/교류,봉사단-국내서포터즈,대구 달서구,22.7.6 ~ 22.7.10,"대학생, 직장인/일반인"
90446,[DꞏCAMP] 3분기 DꞏDAY 스타트업 출전팀 모집,디캠프,-,-,0명,모두 지원 가능,,,-,-,-
90452,2022원주중앙시장 청년몰 SNS서포터즈 모집,원주중앙시장 청년몰 사업추진단,스타트업,22.6.2 ~ 모집시 마감,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 타 대외활동 경험",행사/페스티벌요리/식품,서포터즈,강원 원주시,22.6.2 ~ 22.6.30,대상 제한 없음
90455,[현대차 정몽구 재단] ONSO COLLEGE,현대차정몽구재단,대기업,22.6.3 ~ 22.6.23,32명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타",언론/미디어교육,서포터즈,지역 제한없음,22.6.3 ~ 22.6.18,대학생
90456,삼익문화재단 엠팟홀 2022 슈퍼밴드 콘테스트 공모전 대외활동 사이트 : 위비티 https://www.wevity.com,링커리어링,-,-,0명,모두 지원 가능,,,-,-,-
90460,대학생 ESG위원회 4기 모집,파이브세컨즈,중소기업,22.6.2 ~ 22.6.26,0명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 타 대외활동 경험",콘텐츠사회공헌/교류,서포터즈기타,지역 제한없음,22.6.2 ~ 22.6.26,대학생
90465,세이울 문회공공회교대사 18기 모집,파이브세컨즈,중소기업,22.6.2 ~ 22.6.26,0명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",언론/미디어사회공헌/교류,서포터즈기타,지역 제한없음,22.7.1 ~ 22.12.31,대학생
90467,2022 YDP창의예술교육센터 청소년 주도형 팀프로젝트 '문화로 아무거나 챌린지',YDP창의예술교육센터 / 영등포구청,비영리단체/협회/재단,22.5.26 ~ 22.6.15,00명,기타,디자인/사진/예술/영상,서포터즈,서울 영등포구,22.7.1 ~ 22.11.30,청소년
90470,부산환경예술 프로젝트 '동천아 괜찮나?'참가자 모집,문화예술단체 스타일 / 부산문화재단,비영리단체/협회/재단,22.6.2 ~ 22.6.20,10명,기타,디자인/사진/예술/영상,서포터즈,부산,22.6.24 ~ 22.11.18,대학생
90471,리드힐병원 서포터즈 7기 모집,리드힐병원,기타,22.5.30 ~ 22.6.16,0명,기타,디자인/사진/예술/영상기타,서포터즈,서울 은평구,22.7.1 ~ 22.9.30,대상 제한 없음
90472,2022년 충무지구 청년 로컬 크리에이터 육성 프로그램 참가자 모집,창원시 / 창원시도시재생지원센터,공공기관/공기업,22.5.31 ~ 22.6.19,20명,기타,정치/사회/법률창업/자기계발,서포터즈,경상 창원시,-,대상 제한 없음
90473,이랜드복지재단 마포노인종합복지관 바자회(가득찬 마켓) 봉사자 모집,이랜드복지재단 마포노인종합복지관,비영리단체/협회/재단,22.6.2 ~ 22.6.24,0명,기타,정치/사회/법률사회공헌/교류,봉사단-국내,서울 마포구,22.6.17 ~ 22.6.24,대상 제한 없음
90474,중소기업사랑나눔재단 대학생 서포터즈 2기 모집,중소기업사랑나눔재단,비영리단체/협회/재단,22.5.30 ~ 22.6.10,8명,기타,콘텐츠사회공헌/교류,서포터즈,지역 제한없음,22.6.20 ~ 22.12.23,대학생
90475,전시전문기획사 씨씨오씨 서포터즈 2기 모집,씨씨오씨 / 메타커넥트,중소기업,22.6.2 ~ 22.6.5,50명,"파워블로거/SNS, 기타",기타,서포터즈,지역 제한없음,22.6.7 ~ 22.6.30,"대학생, 직장인/일반인"
90476,동원몰 서포터즈 17기 모집,동원그룹,중견기업,22.6.1 ~ 22.6.19,25명,"파워블로거/SNS, 사진/영상/디자인 툴, 기타",요리/식품,서포터즈,지역 제한없음,22.7.1 ~ 22.12.31,대상 제한 없음
90477,2022 청소년 소비자 기자단 모집,공정거래위원회 / 금융소비자연맹,공공기관/공기업,22.5.18 ~ 22.6.30,50명,기타,언론/미디어기타,서포터즈기자단,지역 제한없음,-,청소년
90520,엔지닉 반도체 면접 5일완성 스터디 10기,엔지닉,중소기업,22.6.3 ~ 22.6.13,200명,기타,교육과학/공학/기술/IT,멘토링기타,지역 제한없음,22.6.13 ~ 22.6.17,대상 제한 없음
90523,엔지닉 2차전지 면접 5일완성 스터디 6기,엔지닉,중소기업,22.6.3 ~ 22.6.13,200명,기타,교육과학/공학/기술/IT,기타멘토링,지역 제한없음,22.6.13 ~ 22.6.17,대상 제한 없음
90529,[정부지원] 그로스 마케팅 부트캠프,주식회사 메이캔,스타트업,22.6.3 ~ 22.6.14,0명,휴학 중/시간 투자 가능,교육경영/컨설팅/마케팅,강연멘토링,지역 제한없음,22.6.27 ~ 22.9.28,대상 제한 없음
90531,윈스펙 공기업 취업 서포터즈 34기 모집,윈스펙,중소기업,22.6.6 ~ 22.6.17,200명,파워블로거/SNS,교육,서포터즈,지역 제한없음,22.6.20 ~ 22.7.1,대상 제한 없음
90532,[정부지원] PM 부트캠프,코드스테이츠,공공기관/공기업,22.5.9 ~ 22.6.14,50명,"리더십, 기타",교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.6.27 ~ 22.9.28,대상 제한 없음
90538,[금융사관학교] 국제경제전문가과정 52기 모집,금융사관학교,비영리단체/협회/재단,22.6.3 ~ 22.6.28,00명,기타,경제/금융,멘토링강연,지역 제한없음,22.7.4 ~ 22.7.28,대상 제한 없음
90541,2022 관광테크 융합형 창의인재 양성 교육,조이비오,중소기업,22.6.3 ~ 22.6.15,20명,기타,교육,기타,제주,22.6.3 ~ 22.6.15,직장인/일반인
90542,"[한국표준협회] 인공지능, 블록체인 교육생 모집",한국표준협회,비영리단체/협회/재단,22.6.3 ~ 22.6.15,00명,기타,과학/공학/기술/IT,강연멘토링,지역 제한없음,22.7.4 ~ 22.7.29,대상 제한 없음
90543,[스타벅스 창업카페 시즌9] 실전 창업 교육 (창업/디자인/마케팅/회계),"스타벅스, 서울창조경제혁신센터",대기업,22.6.3 ~ 22.6.14,0명,기타,교육창업/자기계발,강연멘토링,지역 제한없음,22.6.15 ~ 22.6.23,대상 제한 없음
90544,[한국언론진흥재단] 뉴스저작권 지킴이 모집,한국언론진흥재단,공공기관/공기업,22.6.3 ~ 22.6.16,80명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 기타",언론/미디어,서포터즈기자단,지역 제한없음,22.7.4 ~ 22.11.30,대학생
90545,제10기 셰플러코리아 대학생 봉사단 EVERGREEN 모집,셰플러코리아,외국계기업,22.6.3 ~ 22.6.24,15명,"멘토링/수업 진행 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험",교육사회공헌/교류,서포터즈봉사단-국내,"서울, 경기",22.7.9 ~ 22.9.24,대학생
90556,[기업연계] 마케팅/서비스기획/CX/데이터 실무교육 프로그램 온보딩 4기 모집(~6/22까지 모집),레디미,중소기업,22.6.1 ~ 22.6.22,70명,기타,기타,마케터,지역 제한없음,22.7.4 ~ 22.8.28,대상 제한 없음
90562,에스디바이오센서 대학생 서포터즈 에스디프렌즈 1기 모집,에스디바이오센서(주),중견기업,22.5.16 ~ 22.6.10,00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",의료/보건콘텐츠,서포터즈,지역 제한없음,22.7.1 ~ 22.12.19,대학생
90563,대통령 직속 국가물관리위원회 기자단 2기 모집기간 연장(2지망 유역 추가),국가물관리위원회 기자단 운영사무국,공공기관/공기업,22.5.1 ~ 22.6.14,20명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",디자인/사진/예술/영상콘텐츠,서포터즈,지역 제한없음,22.7.1 ~ 22.12.31,대상 제한 없음
90564,2022년 제4회 한국코드페어,한국지능정보사회진흥원,공공기관/공기업,22.5.30 ~ 22.6.20,6000명,기타,교육과학/공학/기술/IT,강연기타,지역 제한없음,22.6.13 ~ 22.12.10,청소년
90570,바이소셜 프렌즈 2기 모집,한국사회적기업진흥원,중소기업,22.6.1 ~ 22.6.20,00명,취재/인터뷰/기사 경험,경제/금융정치/사회/법률,기자단,지역 제한없음,22.7.1 ~ 22.10.31,대학생
90597,4차 산업혁명을 선도할 IT 분야 훈련생을 모집합니다,구디아카데미,중소기업,22.6.1 ~ 상시모집,00명,컴퓨터 활용능력,교육과학/공학/기술/IT,강연멘토링,서울 금천구,22.6.1 ~ 22.12.31,"대학생, 직장인/일반인"
90598,2022년 한국전통문화대학교 팸투어 참가자 모집,한국전통문화대학교,기타,22.6.2 ~ 22.6.14,00명,파워블로거/SNS,문화/역사교육,기타,충청 부여군,22.6.19 ~ 22.6.19,대상 제한 없음
90604,고양생활문화센터 청년기획단 모집,고양문화재단(생활문화센터),공공기관/공기업,22.5.30 ~ 22.6.13,15명,기타,문화/역사콘텐츠,서포터즈,지역 제한없음,22.6.23 ~ 22.11.30,대학생
90606,[한국지능정보사회진흥원] 데.멘.토(데이터 멘토링) 프로그램,한국지능정보사회진흥원,공공기관/공기업,22.6.2 ~ 22.6.26,40명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 기타",교육과학/공학/기술/IT,멘토링,지역 제한없음,22.6.2 ~ 22.6.26,"대학생, 직장인/일반인"
90610,한국보험계리사회 '제2기 IAK 서포터즈' 모집(~8/4),한국보험계리사회,비영리단체/협회/재단,22.6.8 ~ 22.8.4,6명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험",경제/금융,서포터즈,서울 종로구,22.8.18 ~ 23.2.23,대학생
90626,2022 미정(微晶)프로젝트 참가자 모집,스무살이 협동조합,기타,22.5.25 ~ 22.6.10,00명,기타,교육디자인/사진/예술/영상,기타,경기,-,청소년
90627,[구로구청] 2022 제1회 구로 청년 영상제 모집공고 (~6/30),디노마드,-,-,0명,모두 지원 가능,,,-,-,-
90632,[인권연대 기획강좌] 산업재해 기본교육과정,인권연대,비영리단체/협회/재단,22.6.3 ~ 22.6.14,00명,기타,정치/사회/법률사회공헌/교류,강연,지역 제한없음,22.6.15 ~ 22.7.6,대상 제한 없음
90636,제6기 국립대구과학관 온라인 과학기자단 모집,(주)태원이노베이션,-,-,0명,모두 지원 가능,,,-,-,-
90638,2022 삼성 주니어 SW 창작대회 대학생 멘토 모집,삼성 JA코리아,대기업,22.6.2 ~ 22.6.23,60명,기타,과학/공학/기술/IT,멘토링,지역 제한없음,22.7.6 ~ 22.8.18,대학생
90639,우먼센스 라이프스타일 대기업기획자&마케터 인재양성프로젝트 3기 모집,우먼센스,외국계기업,22.6.3 ~ 22.6.12,00명,기타,경영/컨설팅/마케팅,멘토링강연,지역 제한없음,22.7.4 ~ 22.8.31,대상 제한 없음
90641,요즘 마케터는 인스타그램으로 포트폴리오 쌓는다던데... 나도 RESAT와 함께 만들러 가볼까? (~06/16),오픈놀,중소기업,22.6.3 ~ 22.6.16,100명,사진/영상/디자인 툴,교육,기타,지역 제한없음,22.6.20 ~ 22.7.3,"대학생, 직장인/일반인"
90645,2022년 하반기 이공계 전문기술 연수(석박사)사업 모집,과기부 / 한국산업기술진흥협회,비영리단체/협회/재단,22.5.23 ~ 22.6.13,0명,휴학 중/시간 투자 가능,기타,기타,지역 제한없음,-,대상 제한 없음
90647,현대차 정몽구 재단 ONSO ESG COLLEG 1기 모집,현대차정몽구재단,비영리단체/협회/재단,22.6.3 ~ 22.6.23,32명,기타,환경/에너지기타,서포터즈,서울 중구,22.7.8 ~ 22.10.7,대학생
90649,2022 할리케이 업사이클링 체험 서포터즈 모집,할리케이,중소기업,22.5.31 ~ 22.6.10,1명,기타,환경/에너지,서포터즈,서울 영등포구,22.6.8 ~ 22.6.12,"대학생, 직장인/일반인"
90650,AF기자단 1기 모집,아프리카TV,기타,22.6.1 ~ 22.6.10,8명,기타,디자인/사진/예술/영상콘텐츠,기자단,지역 제한없음,22.6.29 ~ 22.10.1,대상 제한 없음
90653,워커맨 서포터즈 1기 모집,(주)워커맨,중소기업,22.6.2 ~ 22.6.16,00명,기타,콘텐츠기타,서포터즈,서울,22.6.21 ~ 22.8.31,"대학생, 직장인/일반인"
90655,2022년 철도안전 청년제보단 모집,한국교통안전공단,공공기관/공기업,22.6.8 ~ 22.6.22,100명,기타,기타,서포터즈,지역 제한없음,22.7.1 ~ 22.11.30,"대학생, 직장인/일반인"
90657,제6기 국립대구과학관 온라인 과학기자단 모집,국립대구과학관,기타,22.5.31 ~ 22.6.7,10명,기타,과학/공학/기술/IT,기자단서포터즈,"대구, 경상",22.7.2 ~ 22.12.31,"대학생, 직장인/일반인"
90659,2022 대한민국 메이커 스타 참가자 모집,중소벤처기업부 / 창업진흥원,공공기관/공기업,22.5.30 ~ 22.6.30,00명,기타,창업/자기계발기타,기타,지역 제한없음,22.8.1 ~ 22.11.30,대상 제한 없음
90695,2022 데잇걸즈 6기 모집 (~6/10까지 얼리버드 지원 이벤트 진행중),맘이랜서,비영리단체/협회/재단,22.5.30 ~ 22.6.30,00명,컴퓨터 활용능력,교육과학/공학/기술/IT,기타,지역 제한없음,22.7.18 ~ 22.11.11,대상 제한 없음
90696,"청소년기자단 ""유스패치""",진해청소년문화의집,비영리단체/협회/재단,22.6.3 ~ 모집시 마감,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",언론/미디어디자인/사진/예술/영상,서포터즈기자단,"경상 진해구, 창원시",22.6.3 ~ 22.11.12,청소년
90697,(지역특화) 프로젝트 기반 블록체인 중급과정,한국표준협회,공공기관/공기업,22.5.31 ~ 22.6.30,0명,기타,교육과학/공학/기술/IT,기타,지역 제한없음,22.7.4 ~ 22.8.29,직장인/일반인
90698,카카오엔터프라이즈와 함께 하는 K-Digital Training 5기 모집,구름,공공기관/공기업,22.5.30 ~ 22.6.27,100명,"리더십, 기타",교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.7.8 ~ 22.11.3,직장인/일반인
90700,<NFT 특강> 참여자 모집,서초유스센터,기타,22.6.1 ~ 22.6.21,25명,콘텐츠 기획/제작 경험,교육경제/금융,강연,서울 서초구,22.6.16 ~ 22.7.21,"대학생, 직장인/일반인"
90704,[선착순 마감]2022 구로 청년의회&청년정책아카데미 참가자 모집,굿네이션스,비영리단체/협회/재단,22.6.4 ~ 22.6.25,40명,"리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험",정치/사회/법률창업/자기계발,강연멘토링,서울 구로구,22.7.5 ~ 22.9.6,"대학생, 직장인/일반인"
90718,선한 영향력을 전달하는 한국사회공헌협회 온라인 서포터즈 4기,한국사회공헌협회,비영리단체/협회/재단,22.6.6 ~ 22.11.8,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 기타",콘텐츠사회공헌/교류,서포터즈,지역 제한없음,22.7.1 ~ 22.12.31,대상 제한 없음
90724,2022 경기디지털배움터 청년강사 모집,(주)에프엔제이,공공기관/공기업,22.6.20 ~ 모집시 마감,100명,"멘토링/수업 진행 경험, 타 대외활동 경험",교육과학/공학/기술/IT,서포터즈멘토링,경기,22.6.20 ~ 22.6.30,대상 제한 없음
90726,[직무실무 과정] 마케팅 취업학개론 2기,주식회사 제이앤비솔루션,중소기업,22.6.7 ~ 22.6.15,50명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타",교육경영/컨설팅/마케팅,멘토링강연,지역 제한없음,22.6.16 ~ 22.6.17,대학생
90728,LG디스플레이 대학생 인플루언서 디플 24기 모집,LG디스플레이,대기업,22.5.20 ~ 22.6.19,00명,콘텐츠 기획/제작 경험,경영/컨설팅/마케팅콘텐츠,마케터,서울,22.7.15 ~ 23.1.31,대학생
90729,어벤커피 서포터즈 어벤쟁이 4기 모집,(주)카페폴인,중소기업,22.6.7 ~ 22.6.20,10명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",경영/컨설팅/마케팅요리/식품,서포터즈,지역 제한없음,22.7.1 ~ 22.8.31,대학생
90731,"[인권연대 기획강좌] 오항녕 교수의 <조선 역사, 또 다른 세상>",인권연대,비영리단체/협회/재단,22.6.7 ~ 22.6.29,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타",콘텐츠기타,강연,지역 제한없음,22.6.30 ~ 22.7.21,대상 제한 없음
90732,[SOVAC 앰버서더] 4기 대학생 홍보대사 모집,파이브세컨즈,중소기업,22.6.2 ~ 22.6.26,0명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력",환경/에너지콘텐츠,서포터즈,지역 제한없음,22.7.1 ~ 22.12.31,대학생
90735,「미래 청년 일자리사업」이타서울 사회공헌 팀 모집(~6/10),사단법인 이타서울,비영리단체/협회/재단,22.6.2 ~ 22.6.10,4명,기타,환경/에너지기타,기타,서울,22.6.27 ~ 22.12.31,대학생
90736,[KB국민은행] 2022 제1차 KB굿잡온택트 취업박람회 (~6/17),KB국민은행,대기업,22.6.7 ~ 22.6.17,00명,기타,경제/금융,멘토링강연,지역 제한없음,22.6.7 ~ 22.6.17,대상 제한 없음
90737,제1회 하나뿐인 지구영상제의 첫번째 서포터즈를 모집합니다!!!(재공지),사단법인 자연의 권리찾기,비영리단체/협회/재단,22.5.10 ~ 22.6.20,0명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",디자인/사진/예술/영상환경/에너지,서포터즈,지역 제한없음,22.6.23 ~ 22.8.19,대상 제한 없음
90738,경상북도 온라인 홍보단 G토리,주식회사 수퍼씨,중소기업,22.6.7 ~ 22.6.20,00명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",문화/역사콘텐츠,서포터즈마케터,"경상 경산시, 경주시, 구미시, 군위군, 김천시, 문경시, 밀양시, 봉화군, 상주시, 성주군, 안동시, 영주시, 예천군, 칠곡군",22.6.7 ~ 22.6.20,"대학생, 직장인/일반인"
