인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
98177,현직 변호사 8인이 알려주는 '당신의 기업을 살릴 8가지 법' 시리즈 수강하고 선물 받자!,원더하이브,중소기업,22.8.1 ~ 22.9.16,55명,기타,교육,기타,지역 제한없음,22.8.1 ~ 22.8.14,대상 제한 없음
98179,[오픈놀] 방학이라고 설마 오늘도 늦잠..? 일찍 일어나는 습관 만들고 오늘부터 갓생 살 사람!? (~08/11),오픈놀,중소기업,22.8.2 ~ 22.8.11,100명,휴학 중/시간 투자 가능,창업/자기계발,기타,지역 제한없음,22.8.15 ~ 22.8.28,"대학생, 직장인/일반인"
98180,[종로문화재단] 2022 종로한복홍보단 누비라(Nubi-ra) 4기 2차 모집 연장 안내 (~8/15),종로문화재단,-,-,0명,모두 지원 가능,,,-,-,-
98181,[포스코] 기업맞춤형 취업컨설팅(8/11~12)_교육비 무료,(주)맥시머스 / 국방전직교육원,외국계기업,22.8.2 ~ 22.8.8,00명,기타,과학/공학/기술/IT기타,멘토링기타,지역 제한없음,22.8.11 ~ 22.8.12,대상 제한 없음
98228,2022 아트모아(ArtMore) 기자단 아티(ATI) 2기 모집,(재)예술경영지원센터,기타,22.8.2 ~ 22.8.21,10명,기타,디자인/사진/예술/영상콘텐츠,서포터즈,지역 제한없음,22.9.1 ~ 22.12.31,"대학생, 직장인/일반인"
98243,"[동아일보, 채널A] 2022 A FARM SHOW 화훼 농가 지킴이 대학생 ‘플라워 서포터즈’ 5기 모집","채널A,동아일보",기타,22.8.1 ~ 22.8.7,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",언론/미디어,서포터즈,서울,22.8.8 ~ 22.8.29,대학생
98244,제9기 뇌전증 인식개선 서포터즈 “We are Epilizer”,사단법인 한국뇌전증협회,비영리단체/협회/재단,22.8.2 ~ 22.8.8,20명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험",의료/보건사회공헌/교류,서포터즈봉사단-국내,지역 제한없음,22.8.22 ~ 22.10.7,대학생
98245,[고용노동부] 무료로 자소서·면접 강의 듣고 첨삭까지! 단기 취업성공 패키지 2기,더와이파트너스(주),중소기업,22.8.2 ~ 22.8.16,22명,"휴학 중/시간 투자 가능, 타 대외활동 경험, 기타",기타,강연멘토링,지역 제한없음,22.8.17 ~ 22.8.19,대학생
98246,[무료취업컨설팅] 한미약품 기업맞춤형 취업과정(8/25~26),(주)맥시머스,외국계기업,22.8.3 ~ 22.8.19,00명,기타,경영/컨설팅/마케팅과학/공학/기술/IT,멘토링기타,지역 제한없음,22.8.25 ~ 22.8.26,대상 제한 없음
98248,클라랑스 대학생 브랜드 서포터즈 클라미 5기 모집,클라랑스,중소기업,22.8.3 ~ 22.8.10,00명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",디자인/사진/예술/영상경영/컨설팅/마케팅,서포터즈마케터,지역 제한없음,22.8.16 ~ 22.12.31,대학생
98251,제5회 해운 신사업 아이디어 경진대회,공모전사무국,-,-,0명,모두 지원 가능,,,-,-,-
98253,[넷마블] 마블챌린저 18기 모집,넷마블,대기업,22.8.3 ~ 22.8.16,00명,기타,경영/컨설팅/마케팅,서포터즈마케터,지역 제한없음,22.9.1 ~ 23.2.28,대학생
98264,동백택시 대학생 서포터즈 1기 모집,코나아이(주),중견기업,22.8.1 ~ 22.8.22,50명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",콘텐츠기타,서포터즈,부산,22.8.29 ~ 22.11.21,대학생
98269,8월 취업 프로그램[1:1 직무 및 기업 분석/스터디/면접 멘토링(중견/대기업 중심)/인사 직무 멘토링(HRD 중심)],더와이랩,중소기업,22.8.3 ~ 22.8.29,00명,휴학 중/시간 투자 가능,교육경영/컨설팅/마케팅,멘토링강연,지역 제한없음,22.8.12 ~ 22.8.30,대상 제한 없음
98273,[KAIT/과기정통부] 제 2기 인공지능(AI) 서비스 개발과정 수강생 모집(전액무료),과학기술정보통신부,공공기관/공기업,22.7.22 ~ 22.8.17,00명,"멘토링/수업 진행 경험, 기타",교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.8.23 ~ 22.11.11,직장인/일반인
98274,"[광주ICT이노베이션스퀘어] 카카오엔터프라이즈와 함께 하는 AI,블록체인 [작심 60일] 코스",구름,공공기관/공기업,22.7.29 ~ 22.8.24,38명,"멘토링/수업 진행 경험, 기타",교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.9.5 ~ 22.11.4,대상 제한 없음
98275,[송파구] ♬취준부스터 점프UP!♬ 8월 프로그램 안내,마이온 컴퍼니,중소기업,22.8.3 ~ 22.8.24,00명,휴학 중/시간 투자 가능,교육경영/컨설팅/마케팅,멘토링,지역 제한없음,22.8.18 ~ 22.8.25,대상 제한 없음
98277,[K-디지털 트레이닝] 빅데이터 융합서비스 엔지니어 양성과정,고용노동부 | 소프트엔지니어소사이어티,공공기관/공기업,22.7.29 ~ 22.8.19,0명,기타,교육과학/공학/기술/IT,기타,지역 제한없음,22.8.8 ~ 23.3.15,대상 제한 없음
98279,블록체인 기반 핀테크 및 응용 SW 개발자 양성과정,고용노동부 | KGA,공공기관/공기업,22.7.28 ~ 22.8.10,30명,기타,교육과학/공학/기술/IT,기타,지역 제한없음,22.8.10 ~ 23.5.18,직장인/일반인
98285,제17회 제주포럼 청소년 SNS 기자단,제주포럼 사무국,비영리단체/협회/재단,22.8.1 ~ 22.8.21,10명,"파워블로거/SNS, 취재/인터뷰/기사 경험",언론/미디어행사/페스티벌,기자단서포터즈,제주 서귀포시,22.9.13 ~ 22.9.16,청소년
98287,[리브위드 X 동대문 오랑] 청년 1인가구 정서안정 프로그램 <유리병 속 작은 숲> 참여자 모집,리브위드,스타트업,22.8.1 ~ 22.8.8,30명,기타,환경/에너지사회공헌/교류,강연기타,서울 동대문구,22.8.13 ~ 22.8.13,"대학생, 직장인/일반인"
98290,[에코마케팅] 미디어 전문가 (퍼포먼스 마케터) 신입 채용,(주)에코마케팅,-,-,0명,모두 지원 가능,,,-,-,-
98292,글로벌·대기업 현직자 멘토링(feat. 국내·외 TOP 기업 현직자 참여),루키즈 캠퍼스,중소기업,22.8.3 ~ 22.8.30,00명,"컴퓨터 활용능력, 외국어, 리더십",경영/컨설팅/마케팅창업/자기계발,강연멘토링,지역 제한없음,22.8.17 ~ 22.9.1,"대학생, 직장인/일반인"
98293,[8.16-8.26] 마케팅 실무수행 프로젝트 2기 참여자 모집,(주)제이앤비솔루션,중소기업,22.8.3 ~ 22.8.12,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 컴퓨터 활용능력, 외국어, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험, 기타",교육창업/자기계발,멘토링강연,지역 제한없음,22.8.16 ~ 22.8.26,"대학생, 직장인/일반인"
98296,"[고용노동부] 여름방학, 인사 직무 A to Z를 배울 수 있는 절호의 찬스! <2박3일 실무경험 프로젝트> (~8/15)",오픈놀,-,-,0명,모두 지원 가능,,,-,-,-
98301,[SCI KOREA 서울경기지부] Weekend Service(주말 농촌 봉사) 봉사자 모집,국제시민봉사회 SCI Korea,비영리단체/협회/재단,22.8.3 ~ 22.12.20,00명,기타,사회공헌/교류,봉사단-국내,지역 제한없음,22.8.20 ~ 22.8.21,"대학생, 직장인/일반인"
98315,[부산] 우리함께 G9하자 3기 모집(~8/31),굿네이버스 부산울산경남본부,비영리단체/협회/재단,22.8.1 ~ 22.8.31,00명,파워블로거/SNS,환경/에너지기타,서포터즈마케터,지역 제한없음,22.9.1 ~ 22.9.30,"대학생, 직장인/일반인"
98317,[마음챙김 나의해방일지] 1:1 심리상담 모집,용산청년지음,공공기관/공기업,22.8.2 ~ 22.8.16,10명,기타,교육의료/보건,멘토링,서울 용산구,22.8.26 ~ 22.10.25,"대학생, 직장인/일반인"
98320,[국립중앙도서관] R언어 통계 활용으로 논문 작성하기(입문),(주) 캡슐미디어,중소기업,22.8.3 ~ 22.8.10,25명,"컴퓨터 활용능력, 기타",과학/공학/기술/IT,강연,지역 제한없음,22.8.17 ~ 22.8.19,대상 제한 없음
98330,부산광역시인권센터 알림이 인절미단 모집,부산광역시인권센터,비영리단체/협회/재단,22.8.2 ~ 22.8.24,6명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",콘텐츠사회공헌/교류,서포터즈,지역 제한없음,22.8.26 ~ 22.9.10,대상 제한 없음
98334,복합공유공간 '커뮤니티매니저' 채용연계 직무체험 프로그램 참가자 모집,유니언플레이스,중소기업,22.8.4 ~ 22.8.25,15명,"컴퓨터 활용능력, 행사 기획 경험",기타,멘토링,서울,22.8.29 ~ 22.9.7,대상 제한 없음
98354,"집, 가게, 작업실로 놀러 가 취향 나눌 '거실여행자 7기' 모집!",남의집,스타트업,22.8.3 ~ 22.9.7,00명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",여행/호텔/항공콘텐츠,서포터즈기타,"서울, 인천, 경기",22.8.18 ~ 22.11.18,"대학생, 직장인/일반인"
98359,제8기 북한개발협력아카데미 수강생 모집,남북교류협력지원협회,공공기관/공기업,22.8.3 ~ 22.8.12,30명,기타,교육환경/에너지,강연,지역 제한없음,22.8.24 ~ 22.8.25,대상 제한 없음
98369,[통계청 통계교육원] 2022년 제 3회 통계 아카데미 개최,한국통계진흥원,비영리단체/협회/재단,22.8.3 ~ 22.8.25,60명,기타,과학/공학/기술/IT,강연,서울 종로구,22.8.26 ~ 22.8.26,대상 제한 없음
98373,[캠퍼스플러스] 28기 학생기자 추가 모집,인투인미디어,중소기업,22.7.21 ~ 22.8.7,0명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",언론/미디어,기자단,서울,-,대학생
98378,"2022년 스마트 해상물류 창업오디션 예선 5기 모집 공고(~08.29, 오후 6시까지)",울산 과학기술원,공공기관/공기업,22.7.1 ~ 22.8.29,0명,기타,경제/금융기타,멘토링해외탐방-무료,지역 제한없음,22.8.31 ~ 22.9.15,"대학생, 직장인/일반인"
98386,[미니인턴X올마이투어] 여행 직무 관심 있는 사람 여기 모여라! 2주 만에 여행산업분야 찐하게 실무 경험 가능! 올마이투어 채용형 미니인턴 모집 중! (~08/08),오픈놀,중소기업,22.8.3 ~ 22.8.8,00명,휴학 중/시간 투자 가능,여행/호텔/항공,기타,지역 제한없음,22.8.10 ~ 22.8.24,"대학생, 직장인/일반인"
98389,엔터 취업 원데이 클래스 모음,뷰티풀라이프,기타,22.8.3 ~ 22.8.19,00명,기타,언론/미디어콘텐츠,멘토링강연,지역 제한없음,22.8.6 ~ 22.8.19,대상 제한 없음
98391,[미니인턴X트라이피프티] 딥러닝 개발자로 취업하고 싶다면? 2주 간 실무 프로젝트 진행하고 취업하자!! (~8/7),(주)오픈놀,중소기업,22.8.3 ~ 22.8.7,00명,"멘토링/수업 진행 경험, 컴퓨터 활용능력",교육과학/공학/기술/IT,기타,지역 제한없음,22.8.8 ~ 22.8.23,대학생
98407,[대구콘텐츠코리아랩] 광주 ACE Fair 참가추가모집 공고,대구콘텐츠코리아랩,기타,22.7.28 ~ 22.8.9,3명,콘텐츠 기획/제작 경험,행사/페스티벌콘텐츠,기타,광주 서구,22.9.22 ~ 22.9.25,대학생
98436,제 17회 제주포럼 청소년 SNS 기자단 모집,"제주특별자치도, 국제평화재단, 동아시아재단 / 제주평화연구원",공공기관/공기업,22.8.1 ~ 22.8.21,10명,"파워블로거/SNS, 기타",언론/미디어콘텐츠,기자단,제주,22.9.13 ~ 22.9.16,청소년
98437,넷마블 대학생 서포터즈 마블챌린저 18기 모집,넷마블,중견기업,22.8.3 ~ 22.8.16,0명,기타,과학/공학/기술/IT,서포터즈,지역 제한없음,22.9.1 ~ 23.3.2,대학생
98438,2022년 KBSI 서포터즈 모집,한국기초과학지원연구원,기타,22.8.3 ~ 22.8.16,8명,"파워블로거/SNS, 기타",콘텐츠,서포터즈,지역 제한없음,22.8.1 ~ 23.1.31,"대학생, 직장인/일반인"
98439,2022 강남문화재단 ART CIRCLE,강남문화재단,비영리단체/협회/재단,22.8.1 ~ 22.8.19,0명,기타,디자인/사진/예술/영상정치/사회/법률,기타,서울 강남구,22.8.1 ~ 22.10.31,대학생
98440,클라랑스 대학생 서포터즈 클라미 5기 모집,클라랑스코리아,중소기업,22.8.3 ~ 22.8.10,15명,"파워블로거/SNS, 기타",경영/컨설팅/마케팅사회공헌/교류,서포터즈,지역 제한없음,22.8.1 ~ 22.12.31,대학생
98441,2022 블라블라GO 오디오 크리에이터 모집,블라블라이엔엠,중소기업,22.7.29 ~ 22.8.28,0명,기타,콘텐츠,서포터즈,지역 제한없음,22.9.5 ~ 22.9.30,"대학생, 직장인/일반인"
98442,2022 김포국제청소년영화제 자원활동가 GIYFF-riend 모집,김포국제청소년영화제,기타,22.8.1 ~ 22.8.21,0명,기타,디자인/사진/예술/영상,봉사단-국내,경기 김포시,22.8.22 ~ 22.11.30,"대학생, 직장인/일반인"
98444,키블 x 세종발달장애인 지원센터 콘텐츠 서포터즈 1기 모집,세종발달장애인지원센터 / 키블,기타,22.8.3 ~ 22.8.5,20명,기타,디자인/사진/예술/영상콘텐츠,서포터즈,지역 제한없음,22.8.22 ~ 23.2.20,"대학생, 직장인/일반인"
98450,2022년 「광산 골목상권 서포터즈 」 모집,광산구청,-,-,0명,모두 지원 가능,,,-,-,-
98456,[서울생활문화센터 체부] 2022 체부 생활문화아카데미 참여자 모집,서울생활문화센터 체부,비영리단체/협회/재단,22.7.29 ~ 모집시 마감,25명,기타,문화/역사디자인/사진/예술/영상,강연멘토링,지역 제한없음,22.8.25 ~ 22.10.30,대상 제한 없음
98463,WANTED! 밀크터치 2기 모집,밀크터치,중소기업,22.8.3 ~ 22.8.7,20명,"파워블로거/SNS, 타 대외활동 경험",뷰티/미용/화장품,서포터즈,지역 제한없음,22.8.8 ~ 22.10.8,대상 제한 없음
98464,[금융사관학교] 금융사관학교 53기 국제경제전문가 과정 모집 (~8/23),금융사관학교,비영리단체/협회/재단,22.8.4 ~ 22.8.23,00명,기타,경제/금융,멘토링강연,지역 제한없음,22.8.29 ~ 22.9.29,대상 제한 없음
98477,2022년 「광산 골목상권 서포터즈 」 모집,광산구청,-,-,0명,모두 지원 가능,,,-,-,-
98478,"[피플카 서포터즈] 핫플,피플 2기 모집",㈜피플카,스타트업,22.8.10 ~ 22.8.24,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능",여행/호텔/항공콘텐츠,서포터즈,"서울, 경기",22.8.26 ~ 22.12.30,"대학생, 직장인/일반인"
98479,HANA POWER ON 소셜 벤처 유니버시티,"하나금융그룹, 고용노동부, underdogs",공공기관/공기업,22.6.30 ~ 22.8.7,00명,"멘토링/수업 진행 경험, 리더십",교육창업/자기계발,강연멘토링,지역 제한없음,22.9.1 ~ 22.10.31,대상 제한 없음
98488,[한국전력X이타서울] 산불 피해지역 복구를 위한 '숲 살림 데이터 플로깅' 봉사자 모집,사단법인 이타서울,비영리단체/협회/재단,22.8.4 ~ 22.9.14,00명,기타,환경/에너지사회공헌/교류,기타봉사단-국내,지역 제한없음,22.8.4 ~ 22.9.14,대상 제한 없음
98491,한국청년지속가능발전협의회(YSDA Korea) ✨피스빌더✨를 모집 합니다!,한국청년지속가능발전협의회,비영리단체/협회/재단,22.8.1 ~ 22.8.24,20명,"파워블로거/SNS, 취재/인터뷰/기사 경험, 휴학 중/시간 투자 가능, 행사 기획 경험",언론/미디어행사/페스티벌,서포터즈봉사단-국내,"서울, 인천, 대전, 경기, 강원, 충청",22.8.20 ~ 22.8.20,대상 제한 없음
98528,SK하이닉스와 함께하는 해피드리밍 대학생 멘토 모집,SK하이닉스,대기업,22.8.3 ~ 22.8.17,20명,"멘토링/수업 진행 경험, 타 대외활동 경험",교육과학/공학/기술/IT,멘토링,"경기, 충청 청주시",22.9.1 ~ 22.11.30,대학생
98532,[청년 취업/창업 지원] 청년의 날개 SET UP!(~8/22),성동구청,공공기관/공기업,22.8.4 ~ 22.8.22,00명,기타,경제/금융경영/컨설팅/마케팅,멘토링기타,지역 제한없음,22.8.24 ~ 22.9.30,"대학생, 직장인/일반인"
98533,[서울시립과학관] 3기 대학생에듀서포터스 모집,서울시립과학관,공공기관/공기업,22.8.10 ~ 22.8.14,53명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험",교육과학/공학/기술/IT,서포터즈,지역 제한없음,22.8.27 ~ 22.12.3,대학생
98535,[연세대학교 캠퍼스타운] 2022년 캠퍼스타운 취업사관학교 디지털 전환인재 양성과정 교육생 2기 모집(~8/10),(주)오픈놀,중소기업,22.8.4 ~ 22.8.10,20명,휴학 중/시간 투자 가능,교육과학/공학/기술/IT,강연멘토링,지역 제한없음,22.8.16 ~ 23.1.31,대학생
98549,"[전액 무료] 실무 개발 프로젝트부터 채용 매칭까지, 경력에 필요한 경험을 쌓는 길! 엘리스 SW 엔지니어 트랙 3기 모집",엘리스,중소기업,22.8.4 ~ 22.8.21,00명,컴퓨터 활용능력,교육창업/자기계발,기타,지역 제한없음,22.8.4 ~ 22.8.21,"대학생, 직장인/일반인"
98551,홍릉에디터스 2기 모집,홍릉 일대 도시재생현장지원센터,공공기관/공기업,22.8.4 ~ 22.8.12,10명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",언론/미디어콘텐츠,서포터즈기자단,서울 동대문구,22.8.22 ~ 22.12.18,"대학생, 직장인/일반인"
98553,2022년 「광산 골목상권 서포터즈 」 모집,광산구청,-,-,0명,모두 지원 가능,,,-,-,-
98558,"[무료교육, 교육수당] 양주시 클라우드 캠프 교육생 모집",한국품질재단,비영리단체/협회/재단,22.8.4 ~ 22.8.22,20명,컴퓨터 활용능력,과학/공학/기술/IT,기타강연,"서울, 인천, 경기 양주시",22.8.29 ~ 23.1.28,대상 제한 없음
98559,9/8(목) 상도중 [찾아가는 꿈 멘토링] 멘토 모집,동작진로직업체험지원센터,공공기관/공기업,22.8.4 ~ 22.8.25,16명,멘토링/수업 진행 경험,교육사회공헌/교류,멘토링강연,서울 동작구,22.8.4 ~ 22.8.24,"대학생, 직장인/일반인"
98561,[금복주] LV.0 서포터즈 모집 (~8/19),금복주,중견기업,22.8.1 ~ 22.8.19,100명,기타,콘텐츠,서포터즈,"대구, 경상",22.9.1 ~ 22.11.30,대학생
98562,2022 틱톡포굿 앰버서더,TikTok,외국계기업,22.8.1 ~ 22.8.28,00명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",콘텐츠사회공헌/교류,서포터즈,지역 제한없음,22.9.1 ~ 22.12.31,대상 제한 없음
98565,지역 관광인재 육성 아카데미,(주)디에스교육컨설팅,중소기업,22.7.29 ~ 22.8.19,50명,행사 기획 경험,여행/호텔/항공경영/컨설팅/마케팅,강연기타,"대전, 세종",22.8.22 ~ 22.8.29,"대학생, 직장인/일반인"
98566,부산 괴정골목시장 스피커즈 모집,HR교육컨설팅,공공기관/공기업,22.8.4 ~ 22.8.21,9명,파워블로거/SNS,언론/미디어요리/식품,서포터즈,부산,22.9.1 ~ 22.11.30,대상 제한 없음
98568,2022년 AI 양재 허브 AI·SW개발자 양성 교육 모집,엘리스,중소기업,22.8.1 ~ 22.8.15,50명,기타,과학/공학/기술/IT,기타,지역 제한없음,22.9.1 ~ 22.10.13,대상 제한 없음
98573,(모집연장) [대기업 실무 프로젝트] 스마트홈 리더스 클래스 #스리클 1기 모집 (전액 무료),한국생산성본부/코웨이,대기업,22.8.4 ~ 22.8.12,0명,타 대외활동 경험,교육경영/컨설팅/마케팅,강연멘토링,지역 제한없음,22.8.4 ~ 22.11.30,대상 제한 없음
98578,"[고용노동부] 여름방학, 인사 직무 A to Z를 배울 수 있는 절호의 찬스! <2박3일 실무경험 프로젝트> (~8/15)",오픈놀,중소기업,22.8.4 ~ 22.8.15,45명,"휴학 중/시간 투자 가능, 타 대외활동 경험",교육경영/컨설팅/마케팅,멘토링강연,서울 광진구,22.8.17 ~ 22.8.19,대학생
98596,2022 청소년 성문화 연설대전 공모전 대외활동 사이트 : 위비티 https://www.wevity.com,링커리어링,-,-,0명,모두 지원 가능,,,-,-,-
98606,소상공인X청년디자이너 ‘홈페이지 제작’ 지원 사업,디노마드,비영리단체/협회/재단,22.8.4 ~ 22.8.28,0명,기타,디자인/사진/예술/영상,서포터즈,지역 제한없음,22.9.12 ~ 22.10.23,대상 제한 없음
98610,삼성서울병원 소담누리 도담도담봉사단 7기 모집,삼성서울병원,병원,22.8.3 ~ 22.8.10,0명,기타,의료/보건사회공헌/교류,봉사단-국내,서울,22.9.1 ~ 23.2.25,대학생
98611,"청년 CSR 협의체, CYI의 새로운 협의단체 모집",CSR 청년 협의체 CYI,기타,22.8.4 ~ 22.10.5,0명,휴학 중/시간 투자 가능,교육경영/컨설팅/마케팅,서포터즈봉사단-국내,서울,22.8.29 ~ 23.8.29,대학생
98612,부산광역시인권센터 알림이 인절미단 모집,부산광역시인권센터,기타,22.8.2 ~ 22.8.24,6명,기타,정치/사회/법률,서포터즈,부산,22.9.1 ~ 22.12.31,"대학생, 직장인/일반인"
98615,2022년 광산 골목상권 서포터즈 모집,광산구청,공공기관/공기업,22.8.3 ~ 22.8.17,20명,기타,정치/사회/법률,서포터즈,광주 광산구,22.9.1 ~ 22.12.31,"대학생, 직장인/일반인"
98618,국립광주박물관 대학생 서포터즈 12기 모집,국립광주박물관,기타,22.8.2 ~ 22.8.18,0명,"파워블로거/SNS, 기타",문화/역사,서포터즈,광주,22.9.1 ~ 22.12.31,대학생
98620,푸른나무재단 위드위센터 서포터즈 모집,푸른나무재단,비영리단체/협회/재단,22.8.3 ~ 22.8.12,0명,기타,정치/사회/법률의료/보건,서포터즈,서울 서초구,22.8.17 ~ 22.12.31,대학생
98623,경북남부보훈지청 대학생 SNS기자단 보훈 프렌즈 1기 모집,경북남부보훈지청,공공기관/공기업,22.8.2 ~ 22.8.10,0명,기타,정치/사회/법률,서포터즈기자단,경상,22.8.1 ~ 22.12.31,대학생
98625,제7회 해양스타트업 참여기업 모집,"해양수산부, 부산광역시, 부산일보사 / (사)한국해양산업협회, (주)리컨벤션",공공기관/공기업,22.7.29 ~ 22.10.7,0명,기타,창업/자기계발,기타,부산,-,"대학생, 직장인/일반인"
98626,2022 박상혁 국회의원실 청년보좌관 모집,박상혁 국회의원실,기타,22.8.2 ~ 22.8.19,0명,기타,정치/사회/법률,서포터즈,경기 김포시,22.8.22 ~ 22.8.26,"대학생, 직장인/일반인"
98627,탐앤탐스 2022 공식 서포터즈 탐리포터 24기 모집,TOM N TOMS COFFEE,중소기업,22.8.5 ~ 22.8.16,0명,기타,요리/식품,서포터즈,서울,22.9.1 ~ 23.2.28,대학생
98629,AVEDA 아베다 소셜 크루 모집,Estee Lauder Companies Korea (에스티로더 컴퍼니즈 코리아) / AV,외국계기업,22.8.2 ~ 22.8.9,0명,기타,뷰티/미용/화장품,서포터즈,지역 제한없음,-,"대학생, 직장인/일반인"
98630,<영도 타이포그래피 썸머 스쿨 2022> 모집,영도문화도시센터,비영리단체/협회/재단,22.8.1 ~ 22.10.7,40명,사진/영상/디자인 툴,디자인/사진/예술/영상콘텐츠,기타마케터,지역 제한없음,-,"대학생, 직장인/일반인"
