인덱스,대외활동명,기업명,기업형태,접수기간,모집인원,우대역량,관심분야,활동분야,활동지역,활동기간,참여대상
72061,[Search] 연구/개발 체험형 인턴십 모집,링커리어,-,-,0명,모두 지원 가능,,,-,-,-
72066,[LS] 드림사이언스클래스 16기 대학생 멘토 모집 (~11.24(수)),LS,대기업,21.11.1 ~ 21.11.24,00명,기타,교육사회공헌/교류,멘토링,지역 제한없음,22.1.3 ~ 22.2.11,대학생
72071,2021 메이커 인스트럭터 양성과정 2차,주식회사 팹몬스터,중소기업,21.11.2 ~ 21.11.10,15명,기타,교육과학/공학/기술/IT,기타,부산 부산진구,21.11.16 ~ 21.12.3,대상 제한 없음
72075,하이델코리아 서포터즈 3기 모집,하이델코리아,외국계기업,21.11.1 ~ 21.11.12,5명,기타,경영/컨설팅/마케팅,서포터즈,지역 제한없음,1.11.16 ~ 2.2.14,대상 제한 없음
72077,2021 대구기계부품연구원 대학생 기자단,대구기계부품연구원,기타,21.10.21 ~ 21.11.3,5명,기타,경영/컨설팅/마케팅콘텐츠,기자단,지역 제한없음,21.11.15 ~ 22.2.15,대학생
72078,제 7기 고용·산재보험 가입발굴단 공개모집,근로복지공단,공공기관/공기업,21.10.27 ~ 21.11.30,000명,기타,경영/컨설팅/마케팅정치/사회/법률,서포터즈,지역 제한없음,22.1.1 ~ 22.12.31,"대학생, 직장인/일반인"
72082,fff,링커리어,-,-,0명,모두 지원 가능,,,-,-,-
72087,윈스펙 공기업 취업 서포터즈 19기 모집,윈스펙,중소기업,21.11.1 ~ 21.11.16,200명,파워블로거/SNS,교육,서포터즈,지역 제한없음,21.11.15 ~ 21.11.26,대상 제한 없음
72089,김근태기념도서관 기록전시연구 분야 서포터즈 모집,김근태기념도서관,공공기관/공기업,21.11.2 ~ 모집시 마감,3명,사진/영상/디자인 툴,문화/역사교육,서포터즈,서울 도봉구,21.11.2 ~ 21.11.17,"대학생, 직장인/일반인"
72102,동아일보 골든걸 대학생 SNS 서포터즈 70기 모집 (~11/11),동아일보 골든걸,대기업,21.10.27 ~ 21.11.11,00명,콘텐츠 기획/제작 경험,언론/미디어콘텐츠,서포터즈,지역 제한없음,21.11.12 ~ 21.12.23,대학생
72107,"<한국청소년재단> 시즌 16 사랑의몰래산타 대작전 [아무튼, 산타] 산타 모집",한국청소년재단,비영리단체/협회/재단,21.11.2 ~ 21.11.26,1004명,기타,행사/페스티벌사회공헌/교류,서포터즈기타,지역 제한없음,21.12.24 ~ 21.12.24,"대학생, 직장인/일반인"
72110,[구로구청] 구로구 채용박람회 참여자 모집,구로구청,공공기관/공기업,21.11.2 ~ 21.11.15,0명,기타,행사/페스티벌기타,기타,"서울 강서구, 관악구, 구로구, 금천구, 동작구, 양천구, 영등포구",21.11.2 ~ 21.11.15,대상 제한 없음
72113,"단풍 밟고, 소풍 가자! <홍릉단풍길 스탬프 투어> 참여자 모집",리브위드,기타,21.11.2 ~ 21.11.14,00명,기타,기타,기타,서울 동대문구,21.11.2 ~ 21.11.14,대상 제한 없음
72119,"[서울시/채용] 에듀테크 기업 , 오픈놀의 교육 프로그램 기획&운영 직무로 취업하실 분 찾아요! (~11/10까지)",오픈놀,중소기업,21.11.2 ~ 21.11.10,15명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",교육콘텐츠,멘토링서포터즈,지역 제한없음,21.11.12 ~ 21.11.28,대학생
72122,서울시 ‘에너지정보플랫폼’ 해커톤 모집,(사)한국로하스협회,-,-,0명,모두 지원 가능,,,-,-,-
72125,[서울시/채용] 디지털 워크 플랫폼 서비스 타이거컴퍼니의 신입마케터를 찾고 있어요!(~11/9),오픈놀,중소기업,21.11.2 ~ 21.11.9,00명,"콘텐츠 기획/제작 경험, 기타",경영/컨설팅/마케팅콘텐츠,멘토링강연,지역 제한없음,21.11.11 ~ 21.11.28,대학생
72128,더비건글로우 서포터즈 지구지킴이 2기 모집,더비건글로우,중소기업,21.10.13 ~ 21.11.15,5명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",뷰티/미용/화장품환경/에너지,서포터즈,대전,21.11.29 ~ 22.2.28,대학생
72132,[무중력지대 영등포] 미디어 리터러시 강연#2,무중력지대 영등포,비영리단체/협회/재단,21.11.2 ~ 21.11.12,30명,기타,언론/미디어디자인/사진/예술/영상,강연,서울 영등포구,21.11.16 ~ 21.11.16,"대학생, 직장인/일반인"
72135,여수와 함께하는 피위즈 3기 모집,PIWI,중소기업,21.11.1 ~ 21.11.26,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험",여행/호텔/항공경영/컨설팅/마케팅,서포터즈,지역 제한없음,21.12.1 ~ 22.3.1,대학생
72138,[무중력지대 영등포] 무대for 사진관 '프로필 포토데이'#3 취준생 무료 증명사진 촬영,무중력지대 영등포,비영리단체/협회/재단,21.11.2 ~ 21.11.14,4명,"취재/인터뷰/기사 경험, 휴학 중/시간 투자 가능, 기타",디자인/사진/예술/영상기타,기타,서울 영등포구,21.11.18 ~ 21.11.18,"대학생, 직장인/일반인"
72142,[미니인턴] 스펙말고 실무 역량으로 마케터 취업하자 (~11/14),오픈놀,중소기업,21.11.2 ~ 21.11.14,15명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",경영/컨설팅/마케팅콘텐츠,멘토링서포터즈,지역 제한없음,21.11.16 ~ 21.11.30,대학생
72151,[미니인턴X민트팟]2주동안의 실무 콘텐츠 게임. 참가하시지 않으시겠습니까?(~11/10),구로청년이룸,중소기업,21.11.2 ~ 21.11.10,15명,콘텐츠 기획/제작 경험,교육콘텐츠,기타,지역 제한없음,21.11.12 ~ 21.11.27,대상 제한 없음
72163,[사단법인 캠프] 여성평화안보(WPS) 시민공공외교 국제세미나(11/12),사단법인 캠프,비영리단체/협회/재단,21.11.3 ~ 21.11.12,00명,기타,사회공헌/교류,강연기타,지역 제한없음,21.11.12 ~ 21.11.12,대상 제한 없음
72166,KT&G복지재단 아름드리 일일산타 봉사자 모집,KT&G복지재단,기타,21.11.3 ~ 21.11.28,150명,기타,사회공헌/교류,봉사단-국내기타,서울 마포구,21.12.11 ~ 21.12.18,대학생
72175,노력의 가치를 믿는 분들을 모십니다. (B급 스펙 취업 멘토링),B급 스펙 취업 멘토링,중소기업,21.11.3 ~ 상시모집,00명,기타,경영/컨설팅/마케팅기타,멘토링,지역 제한없음,21.11.3 ~ 21.12.31,"대학생, 직장인/일반인"
72180,2021 서울디자인페스티벌 서포터즈 모집,"(주)디자인하우스, 월간디자인",기타,21.11.2 ~ 21.11.17,20명,기타,행사/페스티벌경영/컨설팅/마케팅,서포터즈,서울,21.11.22 ~ 21.12.29,대상 제한 없음
72182,'ㅊㅊ - 하다 페스티벌' 홍보 서포터즈 모집,(주)더원아트코리아,중소기업,21.11.1 ~ 21.11.8,10명,기타,행사/페스티벌경영/컨설팅/마케팅,서포터즈,서울,21.11.8 ~ 21.12.5,"대학생, 직장인/일반인"
72183,현직자멘토링_LG U+ 영업(B2B/B2C),사단법인 열린옷장,비영리단체/협회/재단,21.11.3 ~ 21.11.8,0명,기타,경영/컨설팅/마케팅과학/공학/기술/IT,멘토링,지역 제한없음,21.11.13 ~ 21.11.13,대상 제한 없음
72184,제리뷰어 1기 모집,지피클럽,중소기업,21.11.1 ~ 21.11.10,15명,기타,경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈,지역 제한없음,21.11.22 ~ 22.2.26,"대학생, 직장인/일반인"
72207,2021 융합기술심포지엄,필릭플랜,중소기업,21.11.3 ~ 21.11.23,00명,기타,환경/에너지,강연기타,지역 제한없음,21.11.24 ~ 21.11.25,대상 제한 없음
72213,CU공식 서포터즈 - CU덕후 30기 모집,BGF리테일,대기업,21.11.3 ~ 21.11.8,80명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 타 대외활동 경험, 기타",요리/식품콘텐츠,서포터즈,지역 제한없음,21.11.12 ~ 21.12.31,"대학생, 직장인/일반인"
72216,온라인 영어회화클래스 4주과정,ttp,-,-,0명,모두 지원 가능,,,-,-,-
72223,현직자멘토링_KFC 교육담당자 (HRD 분야),사단법인 열린옷장,기타,21.11.3 ~ 21.11.8,0명,기타,교육경영/컨설팅/마케팅,멘토링,지역 제한없음,21.11.13 ~ 21.11.13,대상 제한 없음
72229,데이터 분석 입문과정 교육,데이터 안심구역,공공기관/공기업,21.11.3 ~ 모집시 마감,15명,컴퓨터 활용능력,과학/공학/기술/IT콘텐츠,기타,서울 중구,21.11.3 ~ 21.11.17,대상 제한 없음
72230,위메프 ‘안사고 뭐하니 시즌2’ 커머스 영상 공모전,피아미디어그룹,-,-,0명,모두 지원 가능,,,-,-,-
72239,양천 디지털 상상 캠퍼스 일자리 카페 11월 프로그램,양천디지털상상캠퍼스,중소기업,21.11.1 ~ 21.11.30,0명,기타,교육,멘토링,지역 제한없음,21.11.1 ~ 21.11.30,대상 제한 없음
72240,연제청년창업나래센터 <11월 오픈클래스> 참여자 모집,연제청년창업나래센터,비영리단체/협회/재단,21.11.3 ~ 21.11.29,00명,기타,창업/자기계발,멘토링강연,부산,21.11.3 ~ 21.11.29,"대학생, 직장인/일반인"
72242,연제청년창업나래센터 <11월 멘토데이> 참여자 모집,연제청년창업나래센터,비영리단체/협회/재단,21.11.3 ~ 21.11.23,50명,기타,창업/자기계발,멘토링강연,부산,21.11.3 ~ 21.11.23,대상 제한 없음
72258,[미추홀학산문화원] 학산동네 서포터즈 ‘봄이’가 되어주세요 >o<,미추홀학산문화원,비영리단체/협회/재단,21.11.4 ~ 21.11.21,120명,"파워블로거/SNS, 타 대외활동 경험",문화/역사행사/페스티벌,서포터즈,지역 제한없음,21.11.4 ~ 21.11.21,"대학생, 직장인/일반인"
72266,[KPR] 인턴 채용 공고,KPR,-,-,0명,모두 지원 가능,,,-,-,-
72271,디아블로 이모탈 서포터즈 모집,블리자드,외국계기업,21.11.3 ~ 21.11.11,6명,기타,경영/컨설팅/마케팅,서포터즈,서울,21.11.25 ~ 22.1.14,"대학생, 직장인/일반인"
72272,동대문구 청년 서포터즈 DDM LIVE 4기 모집,스페이스마일,기타,21.11.3 ~ 21.11.15,10명,"파워블로거/SNS, 사진/영상/디자인 툴",디자인/사진/예술/영상경영/컨설팅/마케팅,서포터즈,서울,21.11.17 ~ 21.11.30,"대학생, 직장인/일반인"
72274,제1회 울산국제영화제 온라인 서포터즈 모집,울산국제영화제(UIFF),기타,21.10.28 ~ 21.11.8,00명,기타,행사/페스티벌경영/컨설팅/마케팅,서포터즈,지역 제한없음,21.11.15 ~ 21.12.21,대상 제한 없음
72275,"[서울시] [취준설명서: 취준, 외롭지 않아요!] 스페셜 강연",서울특별시 청년활동지원센터,비영리단체/협회/재단,21.11.4 ~ 21.11.16,00명,기타,기타,멘토링강연,지역 제한없음,21.11.17 ~ 21.11.18,대상 제한 없음
72277,수원시청년지원센터 e스포츠대회,수원시청년지원센터,비영리단체/협회/재단,21.11.4 ~ 21.11.7,0명,기타,행사/페스티벌기타,기타,지역 제한없음,21.11.1 ~ 21.11.7,대상 제한 없음
72291,한국지역난방공사 꿈드림 기자단 10기 추가모집,한국지역난방공사,공공기관/공기업,21.10.12 ~ 21.11.19,16명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",환경/에너지콘텐츠,기자단,지역 제한없음,21.12.15 ~ 22.8.19,대학생
72292,,이태석컴퍼니,-,-,0명,모두 지원 가능,,,-,-,-
72311,"[미니인턴X하이어다이버시티]""스펙 안봐요, 디자인실력만 봐요!"" 웹디자이너 채용연계형 온라인인턴십(~11/07)",구로청년이룸,중소기업,21.11.4 ~ 21.11.7,0명,타 대외활동 경험,교육디자인/사진/예술/영상,기타,지역 제한없음,-,대상 제한 없음
72332,대학생을 위한 자기 이야기로 공정무역 사업계획서 쓰기,주식회사 트립티,중소기업,21.11.4 ~ 21.11.9,15명,기타,교육창업/자기계발,강연멘토링,서울 성북구,21.11.13 ~ 21.12.4,대학생
72333,부산관광 BI개발 서포터즈 <부산프렌즈> 모집,팬커뮤니케이션코리아,중소기업,21.11.4 ~ 21.11.19,60명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험",디자인/사진/예술/영상,서포터즈,부산 해운대구,21.11.27 ~ 22.6.30,대학생
72337,"[용산청년지음] 가을에, 지음에 / 앵콜프로그램",용산청년지음,공공기관/공기업,21.11.4 ~ 21.11.7,00명,기타,행사/페스티벌콘텐츠,강연기타,지역 제한없음,21.11.13 ~ 21.11.13,대상 제한 없음
72338,"[용산청년지음] 가을에, 지음에 / #북콘서트, #재즈콘서트",용산청년지음,공공기관/공기업,21.11.4 ~ 21.11.7,00명,기타,행사/페스티벌,기타,지역 제한없음,21.11.13 ~ 21.11.13,대상 제한 없음
72339,[청년 알쓸잡] 내지갑사수하기 2학기 /금융클래스,용산청년지음,공공기관/공기업,21.11.4 ~ 21.11.11,15명,기타,교육경제/금융,기타,지역 제한없음,21.11.16 ~ 21.11.18,대상 제한 없음
72340,[하이로컬] 한국어 교육 봉사자 모집,(주)하이로컬,중소기업,21.11.3 ~ 21.11.19,0명,"외국어, 휴학 중/시간 투자 가능",교육기타,기타,지역 제한없음,21.12.1 ~ 22.3.1,대학생
72343,[청친강소채용설명회] 전국 숨은 워라밸 기업이 신입사원을 모집합니다!,고용노동부,공공기관/공기업,21.11.1 ~ 21.11.19,00명,기타,행사/페스티벌기타,기타강연,지역 제한없음,21.11.1 ~ 21.11.19,"대학생, 직장인/일반인"
72345,"[콘텐츠톡톡] 콘숑월드 : 3회차 진경환 72초TV 감독, 배우",(주)다른코리아,비영리단체/협회/재단,21.11.4 ~ 21.11.6,50명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험",디자인/사진/예술/영상콘텐츠,강연기타,지역 제한없음,21.11.4 ~ 21.11.5,대상 제한 없음
72348,자바 개발자 & 오라클 DBA 양성과정,LS,대기업,21.11.2 ~ 21.12.1,00명,"컴퓨터 활용능력, 기타",과학/공학/기술/IT창업/자기계발,멘토링강연,지역 제한없음,21.11.24 ~ 22.4.26,"대학생, 직장인/일반인"
72349,고캠퍼스 온라인 멘토링 - 대학생 멘토 모집,고캠퍼스,중소기업,21.11.4 ~ 21.11.12,0명,"멘토링/수업 진행 경험, 타 대외활동 경험, 행사 기획 경험",교육콘텐츠,서포터즈멘토링,지역 제한없음,21.11.15 ~ 21.12.11,대학생
72350,6주 만에 책 쓰기 프로젝트 [온라인 / 오프라인] 28기 모집,글Ego,중소기업,21.11.4 ~ 21.12.3,00명,"콘텐츠 기획/제작 경험, 기타",콘텐츠기타,기타기자단,지역 제한없음,21.12.3 ~ 22.1.9,대학생
72355,[롯데 네슬레] 퓨리포터 1기 모집,롯데 네슬레,대기업,21.11.5 ~ 21.11.21,00명,기타,언론/미디어기타,서포터즈기타,지역 제한없음,21.12.6 ~ 22.4.5,대상 제한 없음
72366,크라운제과 25기 크라운 주부/대학생 모니터 모집,크라운제과,중견기업,21.10.29 ~ 21.11.7,0명,기타,경영/컨설팅/마케팅요리/식품,기타서포터즈,서울,21.11.1 ~ 22.10.31,"대학생, 직장인/일반인"
72367,남양주시 SNS 서포터즈 5기 모집,남양주시,기타,21.10.25 ~ 21.11.19,20명,기타,경영/컨설팅/마케팅,서포터즈,경기,22.1.1 ~ 22.12.31,대상 제한 없음
72368,2021 금산금빛시장 블로그 기자단 모집,링커리어,-,-,0명,모두 지원 가능,,,-,-,-
72369,퍼핑 서포터즈 펫밀리 11기 모집,퍼핑,중소기업,21.11.1 ~ 21.11.21,20명,기타,경영/컨설팅/마케팅,서포터즈,지역 제한없음,21.12.1 ~ 22.2.28,대상 제한 없음
72374,,이태석컴퍼니,-,-,0명,모두 지원 가능,,,-,-,-
72376,2021 해양생물 요리사 온라인 공모전,스펙토리,-,-,0명,모두 지원 가능,,,-,-,-
72382,수이스킨 더살지 1기 모집,(주)씨엠에스랩,기타,21.11.5 ~ 21.11.14,20명,"파워블로거/SNS, 리더십, 휴학 중/시간 투자 가능",뷰티/미용/화장품환경/에너지,서포터즈,지역 제한없음,21.11.19 ~ 21.12.3,대상 제한 없음
72384,셰프뮤지엄 서포터즈 2기 모집,주식회사 위플이앤디,중소기업,21.11.8 ~ 21.11.30,12명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",요리/식품콘텐츠,서포터즈,지역 제한없음,21.12.14 ~ 22.2.4,대학생
72386,IPCC WG2 6차 보고서와 기후변화 적응,인천 기후환경연구센터,공공기관/공기업,21.11.5 ~ 21.11.24,100명,기타,교육환경/에너지,강연,지역 제한없음,21.11.25 ~ 21.11.25,대상 제한 없음
72392,❤2021 청렴 아카데미4: 선거와 반부패(온라인 코스),한국투명성기구,기타,21.11.5 ~ 22.11.8,100명,"휴학 중/시간 투자 가능, 기타",언론/미디어정치/사회/법률,강연기타,지역 제한없음,21.11.27 ~ 21.11.27,"대학생, 직장인/일반인"
72405,삼성생명 금융영업사관학교 과정 21년 11월 모집,삼성생명,대기업,21.11.5 ~ 21.11.13,00명,기타,경제/금융,멘토링강연,지역 제한없음,21.11.15 ~ 21.11.19,대상 제한 없음
72406,서대문대학생자원봉사단 5기 S-지니어 모집,시립서대문청소년센터,공공기관/공기업,21.11.1 ~ 21.11.10,15명,"사진/영상/디자인 툴, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험",교육환경/에너지,서포터즈봉사단-국내,지역 제한없음,21.11.27 ~ 22.3.26,대학생
72417,[SBA 새싹(SeSAC) X 솔트룩스] 취업연계 인공지능 SW교육 영등포캠퍼스 교육생 모집,넥스트유니콘,-,-,0명,모두 지원 가능,,,-,-,-
72418,"눈비비고 찾아보자, 동구의 美路(아름다운 길) UCC 공모전 [출처] 눈비비고 찾아보자, 동구의 美路(아름다운 길) UCC 공모전|작성자 동구다가치센터",링커리어,-,-,0명,모두 지원 가능,,,-,-,-
72424,[SBA 새싹(SeSAC) X 솔트룩스] 취업연계 인공지능 SW교육 영등포캠퍼스 교육생 모집,넥스트유니콘솔트룩스,공공기관/공기업,21.11.2 ~ 21.11.14,43명,"멘토링/수업 진행 경험, 리더십",교육과학/공학/기술/IT,강연멘토링,지역 제한없음,21.11.29 ~ 22.5.27,직장인/일반인
72425,다락원 인강 서포터즈 2기,다락원,중소기업,21.11.4 ~ 21.11.16,30명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 외국어, 타 대외활동 경험",교육콘텐츠,서포터즈,지역 제한없음,-,대상 제한 없음
72432,"[금융팅] WITH 코로나, 금융 현직자들과 함께하는 취준 프로젝트! ( ~11.25)",(주)복합금융컨설팅,중소기업,21.11.5 ~ 21.11.25,00명,기타,경제/금융경영/컨설팅/마케팅,멘토링강연,지역 제한없음,21.11.5 ~ 21.11.25,"대학생, 직장인/일반인"
72434,[구립망원청소년문화센터] 청소년아지트&스터디카페 자원봉사자 모집,구립망원청소년문화센터,공공기관/공기업,21.11.6 ~ 21.12.30,00명,기타,사회공헌/교류기타,봉사단-국내기타,지역 제한없음,21.11.16 ~ 22.2.14,"청소년, 대학생"
72435,2021 공유경제 포럼(주제: 일상생활 속 공유경제),스페이스코웍/공유경제연구소,중소기업,21.11.5 ~ 21.11.23,00명,기타,경제/금융창업/자기계발,강연,지역 제한없음,21.11.24 ~ 21.11.25,대상 제한 없음
72442,국제개발역량 상승과 비즈니스 협의회 목적 밋업 네트워크(feat.아프리카인사이트),creativethon,중소기업,21.11.6 ~ 21.11.10,0명,콘텐츠 기획/제작 경험,과학/공학/기술/IT창업/자기계발,봉사단-국내강연,지역 제한없음,21.11.11 ~ 21.11.11,대상 제한 없음
72445,국제개발역량 상승과 비즈니스 협의회 목적 밋업 네트워크 - 새터민 (더브릿지),creativethon,중소기업,21.11.6 ~ 21.11.9,0명,콘텐츠 기획/제작 경험,창업/자기계발사회공헌/교류,강연,지역 제한없음,21.11.9 ~ 21.11.9,대상 제한 없음
72446,국제개발역량 상승과 비즈니스 협의회 목적 밋업 네트워크 라오스(mg적정기술센터),creativethon,중소기업,21.11.7 ~ 21.11.15,0명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",과학/공학/기술/IT창업/자기계발,강연,지역 제한없음,21.11.8 ~ 21.11.15,대상 제한 없음
72447,[SDSN Youth] 11.13 당진선언문 채택식 안내,UN SDSN Youth Korea,동아리/학생자치단체,21.11.7 ~ 22.7.11,00명,기타,정치/사회/법률사회공헌/교류,강연,지역 제한없음,21.11.13 ~ 21.11.13,대상 제한 없음
72450,사단법인 푸른동행 홍보활동 서포터즈 제 1기 자원봉사자 모집공고,사단법인 푸른동행,비영리단체/협회/재단,21.11.8 ~ 상시모집,0명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험",사회공헌/교류,서포터즈,지역 제한없음,21.11.8 ~ 21.12.31,대상 제한 없음
72451,2021 폴리 스튜디오 대학생 서포터즈 [폴부장님 1기]를 모집합니다,폴리스튜디오,중소기업,21.11.7 ~ 21.11.13,10명,콘텐츠 기획/제작 경험,체육/헬스콘텐츠,서포터즈,지역 제한없음,21.11.15 ~ 21.12.12,대상 제한 없음
72452,[서울시] 취준설명서: 서류에서 면접까지 (실시간 온라인),서울특별시 청년활동지원센터,비영리단체/협회/재단,21.11.8 ~ 21.11.19,00명,기타,기타,강연멘토링,지역 제한없음,21.11.20 ~ 21.11.21,대상 제한 없음
72453,난치병 아동들의 소원천사 30기 위시엔젤을 모집합니다!,메이크어위시,중소기업,21.11.8 ~ 21.11.21,0명,기타,사회공헌/교류,봉사단-국내,지역 제한없음,21.12.30 ~ 22.4.30,대학생
72455,[미니인턴X하이어다이버시티]웹디자이너 채용연계형 온라인인턴십(~11/14),구로청년이룸,중소기업,21.11.8 ~ 21.11.14,0명,"사진/영상/디자인 툴, 타 대외활동 경험",교육,기타,지역 제한없음,-,대상 제한 없음
72456,팔공티 블로그 SNS 서포터즈 에이티(EIGHTEA) 3기 모집,(주)팔공티,중견기업,21.11.8 ~ 21.11.17,10명,파워블로거/SNS,경영/컨설팅/마케팅,서포터즈,지역 제한없음,21.11.22 ~ 21.12.26,대상 제한 없음
72467,아이엘프유 서포터즈 엘프유 3기 모집,렉시코리아,중소기업,21.11.6 ~ 21.11.14,00명,파워블로거/SNS,기타,서포터즈,지역 제한없음,21.11.16 ~ 22.2.13,대상 제한 없음
72471,생능출판사 IT 도서 서포터즈 모집,생능출판사,중소기업,21.11.8 ~ 21.11.16,10명,타 대외활동 경험,과학/공학/기술/IT,서포터즈,지역 제한없음,21.11.19 ~ 21.12.5,대상 제한 없음
72480,빅데이터 분석/핀테크 금융 사이언티스트/파이썬 개발자 과정,넥스트유니콘,비영리단체/협회/재단,21.11.14 ~ 모집시 마감,00명,컴퓨터 활용능력,교육과학/공학/기술/IT,강연멘토링,지역 제한없음,21.11.8 ~ 22.4.20,대상 제한 없음
72492,씨널스 뷰티 크리에이터 서포터즈 1기 모집,씨널스,중소기업,21.11.8 ~ 21.11.14,0명,기타,경영/컨설팅/마케팅뷰티/미용/화장품,서포터즈,서울,21.12.6 ~ 22.6.3,대상 제한 없음
72494,[유니언플레이스] 유니언X 프로젝트 참가자 모집,유니언플레이스,중소기업,21.11.8 ~ 21.12.5,16명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 타 대외활동 경험",여행/호텔/항공콘텐츠,기타,"서울 강남구, 서초구, 영등포구, 용산구",21.11.8 ~ 21.12.5,대학생
72501,빅데이터 분석/핀테크 금융 사이언티스트/파이썬 개발자 과정,넥스트유니콘,-,-,0명,모두 지원 가능,,,-,-,-
72511,케미캐스터즈 1기 모집,케미캐스트,중소기업,21.11.8 ~ 21.11.19,0명,기타,기타,서포터즈,부산,21.11.15 ~ 22.2.28,"대학생, 직장인/일반인"
72514,청소년을 위한 디지털 금융 아카데미,(주)이티원경제교육센터,중소기업,21.11.8 ~ 21.11.30,00명,기타,교육경제/금융,기타,지역 제한없음,21.11.8 ~ 21.11.30,청소년
72518,[메타버스 무료 활동팀 모집] 연말맞이 동아리 모임은 메타버스에서 어때요?,오비스,중소기업,21.11.8 ~ 21.12.31,0000명,기타,기타,기타,지역 제한없음,21.10.13 ~ 21.12.31,대학생
72519,VR 숏무비 제작! 힙하고 핫한 콘텐츠 2기 모집,인천콘텐츠코리아랩,공공기관/공기업,21.11.2 ~ 21.11.16,16명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 리더십",디자인/사진/예술/영상과학/공학/기술/IT,멘토링기타,인천,21.11.23 ~ 21.12.10,대상 제한 없음
72521,희망키움넷 서포터즈 모집,희망키움넷,기타,21.11.6 ~ 21.11.16,0명,기타,사회공헌/교류,서포터즈,지역 제한없음,21.11.23 ~ 22.6.30,대학생
72526,[서울시/채용] CX(고객경험)직무가 대세! 취업 경쟁력 UP! 채용 연계 GO! (~11/17),주식회사 오픈놀,중소기업,21.11.8 ~ 21.11.17,15명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",경영/컨설팅/마케팅콘텐츠,서포터즈멘토링,지역 제한없음,21.11.19 ~ 21.12.5,대학생
72529,"2030 토크콘서트_｢통일국민협약｣ 여･야 정치인에게 묻고, 듣는다.",ORP 연구소,중소기업,21.11.8 ~ 21.11.14,40명,"취재/인터뷰/기사 경험, 리더십, 휴학 중/시간 투자 가능",문화/역사정치/사회/법률,강연기타,지역 제한없음,21.11.8 ~ 21.11.16,"대학생, 직장인/일반인"
72532,스파르타코딩클럽 대학생 서포터즈 '르탄즈' 모집,스파르타코딩클럽,중소기업,21.11.8 ~ 21.11.14,00명,"파워블로거/SNS, 콘텐츠 기획/제작 경험",경영/컨설팅/마케팅콘텐츠,서포터즈기타,지역 제한없음,21.11.15 ~ 21.12.4,대학생
72556,삼행시(삼성전자와 함께하는 행복한 수원시) 블로그 필진 16기 모집,삼성전자,대기업,21.11.8 ~ 21.11.28,6명,"파워블로거/SNS, 기타",경영/컨설팅/마케팅콘텐츠,서포터즈기자단,경기,22.1.1 ~ 22.6.30,대상 제한 없음
72559,정직한밥상 서포터즈 1기 모집,한울에프앤비,중소기업,21.11.8 ~ 21.11.28,30명,기타,경영/컨설팅/마케팅요리/식품,서포터즈,지역 제한없음,21.12.9 ~ 22.2.10,대상 제한 없음
72560,2022년 의왕시 SNS 서포터즈 모집,의왕시,기타,21.11.8 ~ 21.12.3,30명,기타,경영/컨설팅/마케팅,서포터즈기자단,경기,21.10.10 ~ 22.12.31,대상 제한 없음
72561,[K-일러스트레이션페어 서울 2022] 온라인 서포터즈 '제1기 케일페즈' 모집,한국국제전시,기타,21.11.8 ~ 21.11.14,00명,기타,행사/페스티벌경영/컨설팅/마케팅,서포터즈,지역 제한없음,21.11.15 ~ 21.12.26,대상 제한 없음
72570,자기소개서 멘토링,수원시청년지원센터,비영리단체/협회/재단,21.11.5 ~ 21.11.12,00명,기타,교육,멘토링강연,지역 제한없음,21.11.16 ~ 21.11.24,대상 제한 없음
72572,제25회 충남창업포럼 - 미래 Mobility 기술혁신과 스타트업의 투자전략,주식회사촉,중소기업,21.11.15 ~ 21.11.29,0명,기타,과학/공학/기술/IT창업/자기계발,강연,지역 제한없음,21.11.30 ~ 21.11.30,대상 제한 없음
72579,[현대약품 랩클] 현대약품 기능성 화장품 랩클 대학생 설문단 모집 (~11/15),현대약품 랩클,중견기업,21.11.9 ~ 21.11.15,10명,"콘텐츠 기획/제작 경험, 타 대외활동 경험",뷰티/미용/화장품,서포터즈기타,지역 제한없음,21.11.18 ~ 21.11.30,대학생
