,idx,foundation,scholarship_type,근로장학,기숙사/주거지원,기타장학,대출지원,연수/연구장학,장학금,취업연계/산학장학,target,고등학생,기타/일반,대학생,대학원생,전문대생,중학생,청년,초등학생,선발 인원(명),선발인원규모,장학혜택(만원),장학혜택규모,memo
0,2000,포스코청암재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 기타/일반",1,1,1,0,0,0,0,0,99,대,1440,대,어려운 환경에서 올바른 품성을 가지고 학업에 정진하는 청소년들을 지원하고자 제철소 인근지역 저소득층 가정 자녀에게 장학금을 지급하는 포스코청암재단의 장학사업입니다.
2,2002,서원대학교 총동문회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,9,소,100,소,서원대학교 총동문회에서 총동문회비를 납부한 서원대 재학생을 지원하는 장학입니다.
3,2003,한국예술인복지재단,대출지원,0,0,0,1,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,한국예술인복지재단이 진행하는 예술인생활안정자금(융자) 전세자금대출 사업입니다.
4,2004,KRX 국민행복재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,40,중,600,대,KRX 국민행복재단에서 서울 및 부산 소재 대학에 재학 중인 학생을 지원하는 장학입니다.
10,2010,한국장학재단,근로장학,1,0,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,한국장학재단에서 시행하는 안정적인 학업여건 조성과 취업역량 제고를 위한 장학금입니다.
11,2011,KT&G,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,28,중,60,소,소소한 실천이 사회를 변화시키는 원동력이 될 수 있음을 전달하고자 제주도 지역 4개 대학을 대상으로 KT&G 제주본부와 제주관광대가 함께 실시하는 장학사업입니다.
12,2012,강민성장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생, 대학원생, 기타/일반",1,1,1,1,1,0,0,0,99,대,0,금액미정,학업에 대한 의지는 있으나 경제적 여건으로 어려움을 겪는 수험생들을 지원하기 위해 장학금을 지급하는 강민성장학재단의 장학사업입니다.
13,2013,일주학술문화재단,장학금,0,0,0,0,0,1,0,초등학생,0,0,0,0,0,0,0,1,35,중,200,중,"장애부모를 둔 아동의 건강한 성장을 위하여 교육비를 지원하는 사업으로, 푸르메재단과 태광그룹 일주학술문화재단이 함께 실시합니다."
14,2014,일주학술문화재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생",1,0,0,0,0,1,0,0,40,중,200,중,"일주학술문화재단과 푸르메재단이 함께하는 장학사업으로, 장애어린이를 형제로 둔 비장애형제·자매의 건강한 성장을 위해 교육비를 지원합니다."
15,2015,KC미래장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,500,대,우수 이공계 학생들이 안정적으로 학업을 유지하여 핵심인재로 성장할 수 있도록 장학금을 지급하는 재단법인 KC미래장학재단의 장학사업입니다.
16,2016,이수병장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,5,소,200,중,"사월혁명, 민족통일운동, 민주변혁운동 지도자 이수병선생의 뜻을 기리고, 후학들에게 이를 알리기 위해 실시하는 이수병장학회의 장학사업입니다."
17,2017,정읍시,장학금,0,0,0,0,0,1,0,고등학생,1,0,0,0,0,0,0,0,0,인원미정,0,금액미정,정읍시에서 다자녀 고등학교 재학생의 수업료를 지원하는 장학금입니다.
18,2018,산청군향토장학회,기숙사/주거지원,0,1,0,0,0,0,0,"중학생, 고등학생",1,0,0,0,0,1,0,0,165,대,0,금액미정,산청군향토장학회에서 관내 중학생과 고등학생을 대상으로 산청우정학사 입사생 선발을 진행합니다.
19,2019,서울문화재단,기숙사/주거지원,0,1,0,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,80,대,150,중,서울문화재단의 지원으로 개인 작업실을 소유하지 않은 예술가와 단체에게 금천예술공장 레지던시 프로그램을 제공합니다.
20,2020,수원문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,수원문화재단에서 수원에서 활동하는 문화예술인 및 단체들에게 전시공간을 제공하는 사업입니다.
21,2021,한국수자원학회,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,9,소,100,소,한국 수자원의 미래를 이끌어갈 인재를 양성하기 위해 한국수자원학회에서 실시하는 장학사업입니다.
22,2022,한국장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,"한국장학재단에서 인문사회계열 3,4학년 대학 재학생에게 등록금 전액을 지원하는 장학금입니다."
23,2023,제주대학교,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,5,소,200,중,HVD실증센터가 설치된 제주 행원리 학생들의 발전기금으로 조성된 장학금
24,2024,SOLVAY,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,0,인원미정,4800,대,"솔베이에서 이공계열, 약학계열, 사회계열 대학원생에게 최대 4,800만원을 지원하는 장학금입니다."
25,2025,삼성 드림클래스,"장학금, 장학프로그램, 근로장학",1,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,교육 여건이 부족한 중학생들에게 꿈과 희망을 심어 주고 학업의지를 고취시키고자하는 방과후 주중·주말교실 프로그램에 대학생 멘토를 모집하고 있습니다.
26,2026,한국장학재단,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,0,인원미정,0,금액미정,"한국장학재단에서 인문예술, 예체능 전공의 저소득층, 미취업자 대학원생에게 최대 등록금 전액을 지원하는 장학금입니다."
27,2027,SPC행복한재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,SPC그룹 직가맹점에서 근무하고 있는 대학생 아르바이트 직원들이 행복하게 일하고 공부할 수 있도록 수업료 50%를 지원하는 장학금입니다.
28,2028,강원대학교 공자학원,연수/연구장학,0,0,0,0,1,0,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,200,중,중국 탐방을 통해 PPT 계획서 작성과 실제 탐방 체험으로 글로벌 감각을 익힐 수 있는 기회를 제공하고자 강원대학교 공자학원에서 실시하는 장학사업입니다.
29,2029,대한건설협회 서울특별시회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,52,대,300,대,대한건설협회 서울특별시회에서 건설관련학과를 전공하고 있는 대학생에게 최대 300만원을 지원하는 장학금입니다.
30,2030,광혜원면장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,16,중,300,대,지역 우수인재 양성을 위해 광혜원면장학회가 실시하는 장학사업입니다.
31,2031,OK배정장학재단,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,0,인원미정,8000,대,OK 배·정장학재단에서 미래의 글로벌 리더를 꿈꾸는 대학생 및 대학원생을 응원하는 장학금입니다.
32,2032,평창군,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,20,중,0,금액미정,지역사회 발전과 향토인재 육성을 위해 평창군에서 출연하여 강원대학교 내에 건립한 향토학사(기숙사)의 입사생 모집공고입니다.
33,2033,남해군,기숙사/주거지원,0,1,0,0,0,0,0,대학생,0,0,1,0,0,0,0,0,10,소,0,금액미정,수도권 소재 대학교에 재학중인 남해군 출신 대학생들이 기숙 할 수 있는 서울 마곡역 인근의 공공기숙사입니다.
34,2034,한국장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,127,대,0,금액미정,"대학생들이 시간, 공간에 구애받지 않고 창업에 전념할 수 있는 양질의 주거환경을 무상으로 지원하기 위해 실시하는 한국장학재단의 주거지원 장학사업입니다."
35,2035,토니모리,장학금,0,0,0,0,0,1,0,고등학생,1,0,0,0,0,0,0,0,20,중,500,대,토리모리에서 2020년도 대학 진학예정이나 어려운 환경으로 대학 등록금 지원이 필요한 예비 대학생을 응원하는 장학금입니다.
36,2036,포남새마을금고,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,20,중,100,소,포남새마을금고에서 회원자녀를 대상으로 장학금을 지급하는 장학사업입니다.
37,2037,아산사회복지재단,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,20,중,8000,대,"아산사회복지재단에서 의생명과학 분야를 연구하는 국내 대학원생에게 최대 8,000만원을 지원하는 장학금입니다."
38,2038,용복장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,어려운 유년기를 보낸 월정 김용복 선생의 뜻을 따라 실시되는 용복장학회의 대학생 지원 장학금
39,2039,태백시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,30,중,0,금액미정,태백시에서 지역인재 육성을 위하여 출연한 기금으로 강원대학교내에 설립한 기숙사인 향토학사의 입사자 공개모집입니다.
40,2040,DB김준기문화재단,"장학금, 장학프로그램",0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,DB김준기문화재단에서 우리 사회를 이끌어갈 창의적이고 실력 있는 인재를 양성하기 위해 대학생들을 지원하는 장학금입니다.
41,2041,하나금융나눔재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,15,중,100,소,만 18세 미만의 장애어린이·청소년을 자녀로 둔 부모에게 아이들을 더 잘 키울 수 있도록 심리 및 상담치료의 기회를 제공하는 푸르메재단과 하나금융나눔재단의 지원사업입니다.
42,2042,일주학술문화재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생",1,0,0,0,0,1,0,0,20,중,200,중,장애어린이를 형제로 둔 비장애형제·자매의 건강한 성장을 위하여 장학금을 지급하는 푸르메재단과 태광그룹 일주학술문화재단의 예체능 교육비 지원사업입니다.
43,2043,한성 손재한 장학회,장학금,0,0,0,0,0,1,0,고등학생,1,0,0,0,0,0,0,0,200,대,1000,대,대한민국의 과학 기술 발전과 미래를 책임질 한성 노벨 영·수재를 발굴하기 위해 장학금을 지급하는 한성손재한장학회의 장학사업입니다.
44,2044,동진장학연구재단,연수/연구장학,0,0,0,0,1,0,0,"대학원생, 기타/일반",0,1,0,1,0,0,0,0,5,소,3000,대,우리나라 과학기술의 발전을 위해 연구자들에게 연구비를 지원하는 동진장학연구재단의 장학사업입니다.
45,2045,하나금융나눔재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,25,중,200,중,재활치료비 지원이 필요한 만 18세 미만 장애인을 위해 푸르메재단과 하나금융나눔재단에서 치료비를 지원하는 사업입니다.
46,2046,MBK장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,2680,대,MBK장학재단에서 2020년도 대학 입학예정자의 등록금 전액 등을 졸업시까지 지원하는 장학입니다.
47,2047,한국장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,"교육부가 무상으로 부지를 제공하고, 전국은행연합회에서 326억 원의 건축비용을 기부하여 민·관의 협력으로 건립 된 연합생활관을 대학생들에게 제공하는 주거지원 사업입니다."
48,2048,한국장학재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,"교육부가 무상으로 부지를 제공하고, 전국은행연합회에서 326억 원의 건축비용을 기부하여 민·관의 협력으로 건립 된 연합생활관을 대학생들에게 제공하는 주거지원 사업입니다."
49,2049,OCI미술관,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,국내 시각 예술작가들에게 창작스튜디오를 임대해주는 OCI미술관의 지원사업입니다.
50,2050,HJ세계평화재단 원모평애장학원,"장학금, 장학프로그램",0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,41,중,400,대,전국의 멘티들에게 공부에 대한 자신감을 심어주고 멘토들도 함께 성장할 기회를 제공하는 멘토링 프로그램입니다.
51,2051,삼성증권,"장학금, 장학프로그램",0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,150,중,삼성증권에서 사회복지기관 및 유관시설 아동을 대상으로 경제교육을 진행하는 대학생 봉사단입니다.
52,2052,한국문화예술위원회,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,1000,대,우리 문학의 새로운 성과 창출에 기여하기 위해 문학적 역량이 뛰어난 우수 작가의 집필 활동 및 작품집 발간 등 창작활동에 대한 전 과정을 지원하는 한국문화예술위원회의 지원사업입니다.
53,2053,풀뿌리희망재단,장학금,0,0,0,0,0,1,0,"고등학생, 기타/일반",1,1,0,0,0,0,0,0,10,소,100,소,경제적으로 어려운 환경에 처해있는 천안시 학생들에게 등록금 부담으로 인하여 학업을 포기하거나 기회조차 가질 수 없는 상황이 생기지 않도록 하기 위한 풀뿌리희망재단의 장학금
54,2054,푸르메재단,기타장학,0,0,1,0,0,0,0,"초등학생, 중학생, 고등학생, 기타/일반",1,1,0,0,0,1,0,1,80,대,0,금액미정,장애어린이 및 청소년의 '건강한 이동' 을 지원하는 보조기구 지원 사업입니다.
55,2055,소망교회,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,99,대,400,대,세상에 소망을 주는 인물을 육성하기 위해 장학금을 지원하는 소망교회의 장학사업입니다.
56,2056,협성문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,20,중,0,금액미정,부산·울산·경남 지역 출신 대학생에게 장학금을 지원하는 협성문화재단의 장학사업입니다.
57,2057,협성문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,20,중,0,금액미정,건설근로자의 대학생 자녀에게 장학금을 지원하는 협성문화재단의 장학사업입니다.
58,2058,한국외국어대학교 부산지역 동문회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,5,소,200,중,연고를 부산에 둔 후배에게 장학금을 지원하는 한국외대 부산지역동문회의 장학사업입니다.
59,2059,해동과학문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,9,소,1000,대,"저소득층 전자전기공학, 화학신소재공학 학생을 선발해 장학금을 지원하는 해동과학문화재단의 장학사업입니다."
60,2060,서울문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,6600,대,서울문화재단에서 시행하는 예술인들의 창작활동과 예술생태계 구축을 지원하는 사업입니다.
61,2061,광명시인재육성재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,134,대,200,중,지역 인재를 육성하기 위해 학생들에게 장학금을 지원하는 광명시인재육성재단의 장학사업입니다.
62,2062,한국청소년문화연구소,연수/연구장학,0,0,0,0,1,0,0,"고등학생, 기타/일반",1,1,0,0,0,0,0,0,42,중,0,금액미정,중국 북경에서의 3박4일 해외연수 및 국내연수를 전액지원하는 글로벌 리더십 함양 프로그램
63,2063,한국건강가정진흥원,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,35,중,300,대,다문화가족 자녀의 이중언어 인재 성장과 사회참여를 지원하기 위한 장학사업
64,2064,안산시,대출지원,0,0,0,1,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,1000,대,"근로능력이 있고 자활의욕이 강한 생계·의료급여 수급자를 대상으로 전세보증금, 사업자금, 학자금을 융자해주는 안산시의 지원사업입니다."
65,2065,오산시,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,39,중,0,금액미정,타지역 출신 오산시 관내 대학생의 주거부담을 덜기 위해 기존주택 매입 후 시세보다 저렴하게 공급하는 경기도시공사 수요자 맞춤형 매입임대주택
66,2066,경기도일자리재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,90,소,적극적 구직의사가 있는 미취업 여성(만 35세 ~ 59세)에게 월 30만원씩 최대 3개월간 구직활동 비용을 지원하는 제도입니다.
67,2067,한성자동차,장학프로그램,0,0,0,0,0,0,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,한성자동차와 한국메세나협회가 미술영재 장학사업에서 중고교 학생들을 도울 대학(원)생 멘토를 모집합니다.
68,2068,한성자동차,장학프로그램,0,0,0,0,0,0,0,중학생,0,0,0,0,0,1,0,0,8,소,30,소,한성자동차와 한국메세나협회가 미술에 재능을 갖춘 중학생을 지원하는 미술 멘토링 사업입니다.
69,2069,한국지도자육성장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,90,대,0,금액미정,한국지도자육성장학재단에서 리더십 경험이 있는 대학생을 지원하는 장학입니다.
70,2070,강북구,기숙사/주거지원,0,1,0,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,18,중,0,금액미정,문화예술인들의 주거 공동체를 형성하고 지역사회를 위한 문화예술활동의 거점이 될 수 있도록 강북구가 진행하는 예술인마을 공공주택 지원사업입니다.
71,2071,대구문화재단,기숙사/주거지원,0,1,0,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,21,중,0,금액미정,다양하고 실험적인 예술 창작 독려 및 예술가의 활동 증진을 위해 대구예술발전소의 연초제초장 별관창고를 리모델링한 융복합 예술창작공간을 대여해주는 대구문화재단의 지원사업입니다.
72,2072,성옥문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,재단선정 학교의 3~4학년 학생들에게 장학금을 지급하는 성옥문화재단의 장학사업입니다.
73,2073,선암장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,99,대,800,대,지역사회 발전과 국가 발전의 중추적인 인재를 양성하고자 선암장학재단에서 진행하는 장학사업입니다.
74,2074,화성시,"장학프로그램, 근로장학",1,0,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,12,중,40,소,시립 아동청소년센터와 대학생을 연계하여 시립 아동·청소년센터 학생들의 기초학습능력을 향상시키고 학습에 대한 흥미와 자신감을 높여주고 진로 고민에 대한 해결방안을 조언해 줄 대학생 멘토를 모집합니다.
75,2075,성정(聖情) 황영옥 여사,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,16,중,150,중,성정 황영옥 여사가 서울여자대학교에 기부하여 지급되는 장학금입니다.
76,2076,주거복지재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 기타/일반",0,1,1,0,1,0,0,0,0,인원미정,0,금액미정,SH와 LH 등의 공공사업자가 매입한 주택을 대학생과 청년에게 주변 시세의 50% 수준으로 커뮤니티 및 취업활동 등과 같은 다양한 주거서비스와 함께 제공하는 사업입니다.
77,2077,오산시,장학프로그램,0,0,0,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,30,중,0,금액미정,"만 19세에서 만 34세 미취업청년에게 식사비, 인턴십 등의 개인 맞춤형 지원을 제공하는 오산시의 지원사업입니다."
78,2078,중구장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,50,중,200,중,생활이 어렵거나 학업성적이 우수한 학생들에게 학업에 정진할 수 있는 환경을 제공하고자 장학금을 지급하는 부산시 중구장학회의 장학사업입니다.
79,2079,사천시인재육성장학재단,연수/연구장학,0,0,0,0,1,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,20,중,1000,대,"사천시 지역발전에 기여하고, 세계를 향해 꿈을 펼쳐나갈 글로벌 우수인재의 발굴 및 육성을 위해 대학생들의 그룹 해외 문화탐방을 지원하는 사천시 인재육성장학재단의 장학사업입니다."
80,2080,열매나눔재단,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,6,소,0,금액미정,주거문제로 학업에 어려움을 겪고 있는 북한이탈대학생에게 안정적인 생활환경과 맞춤형 자립 프로그램을 지원하는 열매나눔재단의 주거지원사업입니다.
81,2081,KB국민은행,장학프로그램,0,0,0,0,0,0,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,160,대,200,중,저소득층 청소년 학습멘토링 프로그램을 진행할 대학생 봉사단을 모집하고 일정 기간의 모든 봉사활동을 끝낸 학생에게 장학금을 지급하는 KB국민은행과 아이들과미래재단의 장학프로그램입니다.
82,2082,대산신용호기념사업회,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,5,소,1200,대,인재를 양성해 사업발전의 기틀을 다진다는 대산신용호선생의 철학을 계승하기 위해 2007년부터 시행되고있는 대산신용호기념사업회의 장학사업입니다.
83,2083,(사)이한열기념사업회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,10,소,150,중,이한열 정신을 이어받아 활동하는 대학생을 대상으로 장학금을 지급하는 이한열기념사업회의 장학사업입니다.
84,2084,신한장학재단,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생",1,0,1,0,0,1,0,0,100,대,0,금액미정,"생활의 어려움으로 인해 학업에 전념하지 못하는 인재를 발굴하여, 이들이 국가의 동량으로 성장해 나갈 수 있도록 지원하고자 신한금융그룹이 설립한 신한장학재단의 장학사업입니다."
85,2085,HJ세계평화재단 원모평애장학원,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,0,인원미정,400,대,HJ세계평화재단 원모평애장학원에서 문화 예술에 재능이 있는 고등학생 또는 대학생을 지원하는 장학입니다.
86,2086,아이들과미래재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생",1,0,0,0,0,1,0,1,50,중,120,중,아이들과미래재단이 한국얀센과 함께 정신장애인 초·중·고등학생을 지원하는 장학입니다.
87,2087,농림수산식품교육문화정보원,취업연계/산학장학,0,0,0,0,0,0,1,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,99,대,0,금액미정,농림수산식품교육문화정보원에서 청년을 대상으로 운영하는 농식품 분야 해외 인턴십 지원사업입니다.
88,2088,양영재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,양영재단에서 추천을 의뢰한 대학에 재학 중인 대학생을 지원하는 장학입니다.
89,2089,농어촌희망재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,1,소,0,금액미정,"미래 농업의 주역이 될 대학생과 영농/농식품분야 취·창업을 희망하는 대학생을 위한 농어촌희망재단 장학금입니다. (2020년부터 [청년창업농육성장학금] 유형 선발대상 확대 → 대학, 전공에 관계없이 모두 지원가능)"
91,2091,한국장학재단,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,"농어업인 교육비 부담 경감 및 농어촌출신 대학생에 대한 균등한 교육기회 제공의 일환으로, 무이자로 학자금을 융자해주는 사업입니다."
92,2092,요안나 장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,200,중,故김연애(요안나) 님의 뜻을 따라 소외된 학생과 학업성적이 뛰어나지만 학업수행이 불가능한 학생들을 지원하는 장학금입니다.
93,2093,HJ세계평화재단 원모평애장학원,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생, 대학원생",1,0,1,1,1,0,0,0,327,대,500,대,"HJ세계평화재단 원모평애장학원에서 고등학생, 대학생, 대학원생을 대상으로 최대 500만원을 지원하는 장학금입니다."
94,2094,우리다문화장학재단,기타장학,0,0,1,0,0,0,0,"초등학생, 중학생",0,0,0,0,0,1,0,1,20,중,0,금액미정,"8~16세 사이 다문화 가정 자녀를 대상으로 오케스트라 단원을 선발하고, 교육비와 공연 준비비 등을 지원하는 사업입니다."
95,2095,행복영도장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,60,대,300,대,행복영도장학회에서 청소년들에게 균등한 기회를 제공하여 교육 소외 계층을 해소하고 미래를 이끌 지역 인재를 육성하는 장학금입니다.
96,2096,함께일하는재단,"취업연계/산학장학, 기타장학",0,0,1,0,0,0,1,"대학생, 기타/일반",0,1,1,0,0,0,0,0,150,대,0,금액미정,금융 및 경제직렬 취업을 준비하는 전국 4년제 대학 재학(휴학)생 및 졸업생을 대상으로 실시하는 한국자산관리공사와 함께일하는재단의 취업캠프 입니다.
97,2097,HJ세계평화재단 원모평애장학원,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,10,소,500,대,HJ세계평화재단 원모평애장학원에서 국내 대학원생을 대상으로 최대 500만원을 지원하는 장학금입니다.
98,2098,삼화지봉장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,4년제 정규대학교 이공계열 재학생을 대상으로 장학금을 지급하는 삼화지봉장학재단의 장학사업입니다.
99,2099,농어촌희망재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,200,중,부모님이 농업인인 대학 재학생들을 선발해 장학금을 지급하는 농어촌희망재단의 장학사업입니다.
100,2100,농어촌희망재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,250,대,해양수산계열 학과 재학생 중 졸업 후 어업 및 해양수산분야 진출 예정자를 선발해 장학금을 지급하는 농어촌희망재단의 장학사업입니다.
101,2101,GS칼텍스,장학프로그램,0,0,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,135,대,0,금액미정,"일반 기업 취업을 준비하는 대학생들을 대상으로 현직자 그룹 멘토링, 명사 특강, 보이스 트레이닝 등의 장학프로그램을 지원하는 GS칼텍스의 장학사업입니다."
102,2102,T&C재단,장학프로그램,0,0,0,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,30,소,T&C Fellow 프로그램에서 멘토로 참여할 대학생을 선발해 매월 정기 장학금을 지급하는 T&C재단의 장학사업입니다.
103,2103,오뚜기함태호재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,식품관련학과 및 경영과의 학생들을 선발해 장학금을 지급하는 오두기함태호재단의 장학사업입니다.
104,2104,양천장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,150,중,대학교 2학년 이상 재학생을 선발해 장학금을 지급하는 양천장학회의 장학사업입니다.
105,2105,산학협동재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,중소벤처기업부 선정 창업선도대학 44개교의 재학생을 대상으로 장학금을 지급하는 산학협동재단의 장학사업입니다.
106,2106,선암장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,99,대,400,대,고등학생과 4년제 대학생을 대상으로 장학금을 지급하는 선암장학재단의 장학사업입니다.
107,2107,포스코케미칼,취업연계/산학장학,0,0,0,0,0,0,1,대학원생,0,0,0,1,0,0,0,0,0,인원미정,150,중,포스코케미칼에서 석사 과정 이수 중인 대학원생을 산학장학생으로 선발하는 장학입니다.
