,idx,foundation,scholarship_type,근로장학,기숙사/주거지원,기타장학,대출지원,연수/연구장학,장학금,취업연계/산학장학,target,고등학생,기타/일반,대학생,대학원생,전문대생,중학생,청년,초등학생,선발 인원(명),선발인원규모,장학혜택(만원),장학혜택규모,memo
2314,4597,인제군장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,0,인원미정,350,대,"인제군장학회에서 인제군 출신 고등학생, 대학생에게 최대 350만원을 지원하는 장학금입니다."
2315,4598,화성시문화재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,2000,대,화성시문화재단에서 화성시 및 경기도에서 활동하는 예술단체·예술인의 다양한 예술창작과 예술활동을 지원하는 사업입니다
2316,4600,국립국제교육원,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,0,인원미정,0,금액미정,한국 국적의 학부생과 대학원생을 대상으로 학비와 생활비를 지원하는 브루나이 정부초청의 장학금입니다.
2317,4601,숭덕육영회,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,35,중,0,금액미정,"숭덕육영회에서 운영하는 숭덕학사 입사자 모집으로, 서울에서 대학 및 대학원 재학 중인 지방 출신 남학생들이 입사할 수 있습니다."
2318,4602,동암장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,99,대,400,대,"동암장학회에서 경주시 출신이고, 4년제 대학교 재학생 or 신입생으로, 품행이 바르며 경제적 여건이 어렵고 성적이 우수한 학생을 지원하는 장학금입니다."
2319,4603,생명보험사회공헌위원회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,2,소,2000,대,생명보험사회공헌위원회에서 국내대학의 보험 관련 전공 박사과정 학생을 지원하는 장학금입니다.
2320,4604,서울시,기타장학,0,0,1,0,0,0,0,청년,0,0,0,0,0,0,1,0,0,인원미정,0,금액미정,"서울시에서 청년들의 취업 or 창업을 위해 교육, 멘토링 및 컨설팅, 맞춤형 혜택을 지원하는 사업입니다"
2321,4605,안성시,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,"안성시에서 보건, 복지, 문화 비용 지원으로 여성 농업인의 건강증진 및 여성농업인의 삶의 질 향상을 위해 지원하는 사업입니다"
2322,4606,동해시민장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,161,대,150,중,"동해시민장학회에서 동해시 출신 고등학생, 대학생 총 161명에게 최대 150만원을 지원하는 장학금입니다."
2323,4607,김해시미래인재장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,83,대,0,금액미정,김해시미래인재장학재단에서 지역사회에 필요한 다양한 분야의 우수 인재를 지원하는 장학금입니다
2324,4608,용운장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,40,중,700,대,우수 인재의 발굴 및 육성에 일익을 담당하고자 노력하는 용운장학재단에서 자기분야에서 일류가 될 수 있는 유능한 인재를 지원하는 장학금입니다.
2325,4609,산학협동재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,20,중,0,금액미정,산학협동재단에서 국내 4년제 대학 수시 및 정시에 합격한 신입생을 지원하는 장학금입니다.
2326,4610,조병두장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,9,소,0,금액미정,조병두장학회에서 성균관대 재학생들을 대상으로 등록금 전액을 지원하는 장학입니다.
2327,4611,한국외국어대학교,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,2,소,100,소,한국외국어대학교에서 시행하는 2022-1학기 국제학부 김봉철 장학금입니다
2328,4612,한국외국어대학교총동문회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,6,소,500,대,한국외대 동문회장학회에서 가계곤란으로 학비조달이 어려운 한국외대생들을 지원하는 장학금입니다.
2329,4614,옹진군인재육성재단,기숙사/주거지원,0,1,0,0,0,0,0,"중학생, 고등학생, 대학생, 전문대생, 대학원생, 기타/일반",1,1,1,1,1,1,0,0,31,중,0,금액미정,옹진군장학관에서 옹진군 출신 수도권 소재 대학(원)생에게 주거지원을 하는 기숙사입니다.
2330,4615,태술장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,400,대,태술장학재단에서 장학 수혜를 받음으로써 학업수행에 큰 도움일 될 대학생을 지원하는 장학금입니다.
2331,4616,한국장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,한국장학재단에서 시행하는 안정적인 학업여건 조성과 취업역량 제고를 위한 장학금입니다
2332,4617,흥한재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,300,대,흥한재단에서 2022년 1학기 기준 대학 재학 예정인 대학생에게 최대 300만원을 졸업 시까지 지원하는 장학금입니다.
2333,4618,경기도,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,12,소,경기도 청소년 교통비 지원은 경기시내버스와 마을버스 요금이 인상됨에 따라‚ 대중교통 이용 빈도는 높지만 경제적으로 취약한 청소년들의 교통비 부담 완화에 목적을 두고 경기도에서 지원하는 사업입니다.
2334,4619,음성장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,276,대,200,중,"음성장학회에서 교과, 성적, 예체능, 가정형편 등 전반적인 사항을 고려하여 성적, 특기, 다문화, 지정, 해외, 희망, 꿈드림, 다자녀 장학생을 지원하는 장학금입니다."
2335,4620,대한예수교장로회 성림교회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,9,소,200,중,대한예수교장로회 성림교회에서 지역발전 및 우수대학생에게 학비를 지원하는 사업입니다.
2336,4621,강화군장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,140,대,300,대,강화군장학회에서 강화군 출신 총 140명에게 최대 150만원을 지원하는 장학금입니다
2337,4622,도립전남학숙,기숙사/주거지원,0,1,0,0,0,0,0,"대학생, 전문대생, 대학원생, 기타/일반",0,1,1,1,1,0,0,0,133,대,0,금액미정,도립전남학숙에서 전라남도 출신 대학(원)생 및 졸업생에게 주거를 지원하는 사업입니다.
2338,4623,강진군민장학재단,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생",1,0,1,1,1,1,0,1,105,대,300,대,강진군민장학재단에서 전라남도 강진군 출신 초·중·고·대학(원)생을 지원하는 장학금입니다.
2339,4624,서초구,"취업연계/산학장학, 기타장학",0,0,1,0,0,0,1,기타/일반,0,1,0,0,0,0,0,0,23,중,0,금액미정,서초구에서 사회적경제 문화예술 창업 청년을 지원하는 사업입니다.
2340,4625,경기도민회장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생",1,0,1,0,1,0,0,0,494,대,400,대,"경기도민회장학회에서 학업 성적이 우수하고 품행이 방정하며, 학비 지원이 필요한 학생이나, 예능·운동 경기 등에 재능이 있는 개인이나 단체에게 장학금과 연구비를 지원하는 사업입니다."
2341,4626,양양군인재육성장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 기타/일반",1,1,1,0,0,0,0,0,0,인원미정,0,금액미정,"양양군인재육성장학회에서 양양군 출신 고등학생, 대학생에게 장학금을 지원하는 사업입니다."
2342,4627,부산광역시 남구장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,35,중,150,중,"부산광역시 남구장학회에서 지역 우수인재 발굴 육성을 위해 고등학생, 대학생에게 최대 150만원의 장학금을 지원하는 사업입니다."
2343,4628,무안군승달장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생",1,0,1,0,0,1,0,1,110,대,150,중,"무안군승달장학회에서 무안군 출신 고등학생, 대학생 총 70명에게 최대 150만원을 지원하는 장학금입니다."
2344,4629,담양장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,71,대,200,중,담양장학회에서 국가와 지역사회 발전에 기여할 수 있는 훌륭한 지역인재를 지원하는 장학금입니다.
2345,4630,논공효천장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,7,소,300,대,논공효천장학회에서 대구시 달성군 논공읍 출신 초·중·고·대학생을 지원하는 장학금입니다
2346,4631,백영장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생, 대학원생",1,0,1,1,1,0,0,0,99,대,0,금액미정,각급학교 학교장 등 소속 교육기관장의 추천을 받은 학생들을 선발해 장학금을 지급하는 백영장학재단의 장학사업입니다.
2347,4632,아동권리보장원,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,0,금액미정,"아동권리보장원에서 아동복지시설 및 가정위탁보호 or 보호종료아동의 진로준비, 자기계발 등을 위한 어학교육의 기회를 제공하는 사업입니다"
2348,4633,홍천군무궁화장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,999,대,300,대,"홍천군무궁화장학회에서 홍천군 출신 고등학생, 대학생에게 최대 300만원을 지원하는 장학금입니다."
2349,4634,수원시,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,433,대,0,금액미정,수원시에서 청년들의 구직 활동에 따른 경제적 부담을 덜어주기 위해서 지원하는 사업입니다
2350,4635,하정학술장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생, 대학원생",0,0,1,1,1,0,0,0,0,인원미정,0,금액미정,하정학술장학회에서 하동 정씨 후손 중 대학 재학생 이상인 자를 지원하는 장학입니다.
2351,4636,포인캠퍼스,"장학금, 장학프로그램, 기타장학, 드림장학",0,0,1,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",1,1,1,1,1,1,1,1,1000,대,1,소,누적 약 30억 투자를 받은 포인캠퍼스가 야심차게 준비한 스타강사로 만들어주는 마법같은 장학금
2352,4638,드림스폰,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",1,1,1,1,1,1,1,1,10,소,10,소,사진장학금 테스트
2353,4639,안함사,"장학금, 기타장학, 드림장학",0,0,1,0,0,1,0,청년,0,0,0,0,0,0,1,0,5,소,300,대,"안진걸과 함께하는 사람들의 모임에서 만든, 청년들을 응원하는 장학금 1. 기후위기 장학금 2. 아트드림 장학금 3. 꿈수저 장학금 4. 소셜 장학금"
2354,4640,중구 월디장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,30,중,200,중,중구 월디 장학회에서는 2022년도 국내 고등학교 졸업 예정자로 대학교 입학 예정자들을 지원하는 장학금입니다
2355,4641,드림스폰,드림장학,0,0,0,0,0,0,0,"중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",1,1,1,1,1,1,1,0,10,소,10,소,사진 장학금 최종 테스트입니다.
2356,4642,제주삼다수재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,60,대,550,대,제주삼다수재단에서 대학생 총 60명에게 최대 550만원을 지원하는 장학금입니다.
2357,4643,드림스폰,드림장학,0,0,0,0,0,0,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생, 대학원생, 청년, 기타/일반",1,1,1,1,1,1,1,1,10,소,10,소,"일상의 평범하고 사소한 순간들을 자신만의 감성과 시각으로 사진 촬영하고 함께 나눌 수 있는 장학금입니다. 2년 동안 잃어버린 일상을 다시금 회복하길 바라며, 우리의 일상의 소중함과 아름다움을 한번쯤 생각해봤으면 하는 마음으로 시작하고자 합니다. 함께하여주시고, 많이 나눠주셔서 함께 나눠볼 수 있으면 좋겠습니다! 함께 해주세요!"
2358,4644,풀뿌리희망재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생, 전문대생, 기타/일반",1,1,1,0,1,0,0,0,13,중,100,소,경제적으로 어려운 환경에 처해있는 천안시 학생들에게 등록금 부담으로 인하여 학업을 포기하거나 기회조차 가질 수 없는 상황이 생기지 않도록 하기 위한 풀뿌리희망재단의 장학금입니다.
2359,4647,성동구,기타장학,0,0,1,0,0,0,0,대학생,0,0,1,0,0,0,0,0,34,중,0,금액미정,성동구에서 대학생의 열악한 주거여건 개선 및 청년주거안정 도모를 위해 지원하는 사업입니다
2360,4648,kpx문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,KPX문화재단에서 품행과 인성이 타의 모범이 되는 학생을 지원하는 장학금입니다
2361,4650,파주시,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,21,중,0,금액미정,"파주시에서 파주시 출신 청년에게 일자리를 제공하고, 중소기업의 인력난 해소를 위해 지원하는 사업입니다"
2362,4651,LG에너지솔루션,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,0,인원미정,0,금액미정,LG에너지솔루션에서 박사 및 석박사통합과정 신입생을 지원하는 사업입니다
2363,4652,큰사랑이한애재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,200,중,큰사랑이한애재단에서 2022학년도 1학기 장학생을 선발합니다
2364,4653,여주시,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,0,금액미정,"여주시에서 미취업 청년의 직무능력 향상, 지역정착 유도 및 지역인재육성을 위해 지원하는 사업입니다"
2365,4654,청포도,기타장학,0,0,1,0,0,0,0,고등학생,1,0,0,0,0,0,0,0,0,인원미정,0,금액미정,청포도 보호종료아동을 위한 커뮤니티케어센터에서 보호종료아동을 지원하는 사업입니다
2366,4655,홍산장학재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,200,중,홍산장학재단에서 가정형편이 어려운 이공계열·의약학 계열 대학생에게 200만원을 지원하는 장학금입니다.
2367,4656,주식회사 부영주택,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,부영주택에서 어려운 환경속에서 배움에 대한 열정과 미래에 대한 희망으로 능주고 출신 학생을 지원하는 장학금입니다
2368,4657,엘앤에프,장학금,0,0,0,0,0,1,0,대학원생,0,0,0,1,0,0,0,0,0,인원미정,100,소,"엘엔에프에서 화학공학, 재료공학, 신소재공학 등 석박사 장학생을 위해 지원하는 장학사업입니다."
2369,4658,인제군,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생",1,0,1,0,0,1,0,0,0,인원미정,150,중,인제군에서 저소득층 교육비 지원을 통해 평등한 교육기회를 제공하고자 지원하는 장학금입니다
2370,4659,완주군,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,10,소,100,소,완주군에서 이장으로 2년 이상 근속한 자의 자녀를 지원하는 장학금입니다
2371,4660,에듀윌,장학금,0,0,0,0,0,1,0,중학생,0,0,0,0,0,1,0,0,10,소,120,중,"에듀윌장학재단에서 중학생 1~3학년을 대상으로 성적이 뛰어나고, 지원이 필요한 학생들에게 장학금을 지원하는 사업입니다."
2372,4661,홀트아동복지회,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,830,대,보호종료확인서 기준 보호 종료일로부터 5년 이내에 해당하는 수도권 자립 준비 청년을 지원하는 사업입니다.
2373,4663,아이들과미래재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,10,소,100,소,아이들과미래재단에서 학습 및 정서 지원 멘토링에 관심있는 수도권 및 부산 지역에서 활동 가능한 책임감 있는 대학생을 지원하는 장학금입니다.
2374,4664,영동군민장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,"영동군민장학회에서 영동군 출신 초등학생, 중학생, 고등학생, 대학생 총 304명에게 최대 150만원을 지원하는 장학금입니다."
2375,4665,아이들과미래재단,기타장학,0,0,1,0,0,0,0,"초등학생, 중학생, 고등학생, 기타/일반",1,1,0,0,0,1,0,1,99,대,500,대,아이들과미래재단에서 고액의 의료비로 적절한 치료를 받지 못해 어려움을 겪고 있는 만 24세 이하의 아동·청소년에게 치료비를 지원하는 장학사업입니다.
2376,4666,괴산군민장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생, 기타/일반",0,1,1,0,1,0,0,0,0,인원미정,2400,대,괴산군민장학회에서 괴산군 출신 대학 합격생(2021년도 신입생)을 지원하는 장학금입니다.
2377,4667,혜림장학재단,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,99,대,200,중,혜림장학재단에서 국가의 든든한 버팀목으로 성장할 꿈나무들의 디딤돌이 되어 줄 학생을 지원하는 장학금입니다.
2378,4668,국립국제교육원,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,250,대,500,대,국립국제교육원에서 우수 자비유학생에게 장학금을 지급하여 성취동기를 부여하고 한국에 대한 긍정적 인식을 높임으로써 지속적으로 유학생 유치 기반을 구축하기 위해 시행하는 사업입니다.
2379,4669,울산광역시 북구 교육진흥재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,40,중,400,대,울산광역시 북구 교육진흥재단에서 저소득층 및 비정규직 가구 대학생 자녀 40명에게 최대 400만원을 지원하는 장학금입니다.
2380,4670,현풍현암장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,5,소,500,대,현풍현암장학회에서 지역 사회 인재를 육성하기 위해 지원하는 장학금입니다
2381,4671,수원시,기타장학,0,0,1,0,0,0,0,"대학생, 전문대생, 대학원생, 청년, 기타/일반",0,1,1,1,1,0,1,0,1,소,50,소,"수원시에서 코로나19 확산으로 시간제, 단기근로, 일용근로, 아르바이트 중에 해고된 청년 실직자의 생활안정과 사회진입활동 촉진을 위하여 지원하는 사업입니다."
2382,4672,수원시,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,50,소,수원시에서 코로나19 확산으로 소득이 감소된 특수형태근로종사자를 지원하는 사업입니다
2383,4673,옥포경복장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,18,중,0,금액미정,옥포경복장학회에서 옥포읍 출신 18명에게 장학금을 지원하는 사업입니다.
2384,4674,다사장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,12,중,200,중,대구 다사읍 다사장학회에서 지역 사회 인재를 육성하기 위해 12명에게 지원하는 장학금입니다.
2385,4675,이동우축산장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,0,인원미정,0,금액미정,"이동우축산장학회에서 농어업·농어촌 및 식품산업 기본법 제3조의 규정에 의한 관내 축산농가의 자녀로, 장학회 총회에서 선발된 자를 지원하는 장학금입니다."
2386,4676,논산시,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,"논산시에서 학습자가 자신의 여건에 따라 평생학습 강좌를 선택, 수강하도록 지원하는 사업입니다"
2387,4684,금왕장학회,장학금,0,0,0,0,0,1,0,"고등학생, 대학생",1,0,1,0,0,0,0,0,14,중,250,대,금왕읍의 금왕장학회에서 지역인재를 양성하기 위해 실시하는 장학사업입니다.
2388,4685,통영시,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,99,대,300,대,통영시에서 균등한 교육기회를 제공하기위해 저소득 대학생에게 최대 300만원을 지원하는 장학금입니다.
2389,4686,한국장학재단,기타장학,0,0,1,0,0,0,0,고등학생,1,0,0,0,0,0,0,0,0,인원미정,500,대,한국장학재단에서 2022학년도 고교 취업연계 장려금을 지원하는 사업입니다
2390,4687,한국예술인복지재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,70,대,0,금액미정,예술인 및 기업·기관이 팀을 이뤄 예술협업활동을 사전 기획하여 지원하는 사업입니다.
2391,4688,화원장학회,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,10,소,200,중,"화원장학회에서 화원읍 출신 고등학생, 대학생 총 12명에게 최대 200만원을 지원하는 장학금입니다."
2392,4689,KB국민은행,장학금,0,0,0,0,0,1,0,"중학생, 고등학생",1,0,0,0,0,1,0,0,99,대,0,금액미정,kb국민은행에서 장애가정 청소년에게 장학금을 지급합니다
2393,4690,동방사회복지회,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,0,금액미정,"동방사회복지회에서 아동복지시설에서 보호가 종료(예정), 연장된 자립준비청년을 지원하는 사업입니다"
2394,4691,삼척향토장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,275,대,200,중,삼척향토장학재단에서 삼척시 출신 대학생 총 275명에게 최대 200만원을 지원하는 장학금입니다.
2395,4692,광산김씨대종회장학문화재단,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,광산김씨대종회장학문화재단에서 국내 4년제 대학생을 위해 지원하는 장학금입니다
2396,4693,한국장애인재활협회,장학금,0,0,0,0,0,1,0,"대학생, 대학원생",0,0,1,1,0,0,0,0,0,인원미정,300,대,한국장애인재활협회에서 꿈을 가진 장애인 대학(원)생을 지원하는 장학금입니다.
2397,4694,태백시민향토장학회,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,485,대,100,소,태백시민향토장학회에서 태백시 출신 대학생에게 최대 400만원을 지원하는 장학금입니다.
2398,4695,인촌기념회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,인촌기념회에서 탈북민 학생을 위해 학업지원비를 매월 70만원 지원하는 사업입니다
2399,4696,한국외국어대학교,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,3,소,100,소,한국외국어대학교에서 HUFS ITC(국제무역인클럽)장학금 장학생을 모집합니다.
2400,4698,HK Produce Group,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,180,중,아르바이트를 하지 않으면 학교 다니기가 어려운 학생에게 생할비 명목의 장학금을 지원하는 HK Produce Group의 장학사업입니다.
2401,4699,한국외국어대학교,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,5,소,240,대,한국외국어대학교에서 가정형편이 어려운 학생을 위해 지원하는 장학금입니다
2402,4700,한국외국어대학교 뉴욕동문회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,3,소,100,소,한국외국어대학교 뉴욕동문회에서 졸업 후 해외(미국)취업에 관심이 있으며 진취적이고 도전정신을 지닌 학생을 위해 지원하는 장학금입니다
2403,4702,시흥시,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,3,소,0,금액미정,시흥시에서 청년들의 창업과 창작활동 등을 지원하는 사업입니다
2404,4703,아이들과미래재단,기타장학,0,0,1,0,0,0,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,240,대,"아이들과미래재단에서 서울, 경인지역 대학생 15명을 지원하는 장학금입니다."
2405,4704,하남시,기타장학,0,0,1,0,0,0,0,대학생,0,0,1,0,0,0,0,0,12,중,0,금액미정,하남시에서 하남시 관내 미취업 청년에게 사회적경제 분야 및 지역사회 안전망 강화분야 연계 직무경험을 지원하는 사업입니다
2406,4705,몽은장학재단,장학금,0,0,0,0,0,1,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,200,중,몽은장학재단에서 고양시에서 1년 이상 계속 거주하는 학생을 지원하는 장학금입니다
2407,4706,고양시,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,1000,대,고양시에서 차상위계층으로 고양시 1년 이상 계속 거주한 자를 지원하는 사업입니다
2408,4707,구리시,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,0,금액미정,구리시에서 지역경제 활성화와 창업을 준비하는 청년을 지원하는 사업입니다
2409,4708,성보장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,0,금액미정,성보장학회에서 대학 3~4학년을 진학예정자을 지원하는 장학금입니다.
2410,4709,남양주,기타장학,0,0,1,0,0,0,0,"청년, 기타/일반",0,1,0,0,0,0,1,0,0,인원미정,0,금액미정,남양주시에서 북한이탈주민들의 안정적 정착을 위해 정착지원 물품과 병원 진료비를 지원하는 사업입니다
2411,4710,문화누리,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,0,금액미정,문화누리에서 국민 모두가 일상에서 문화를 누릴 수 있도록 지원하는 사업입니다
2412,4711,세종특별자치시 인재육성평생교육진흥원,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생",1,0,1,0,0,1,0,1,15,중,200,중,세종특별자치시 인재육성평생교육진흥원에서 우리 시의 우수한 인재를 지원하는 사업입니다.
2413,4712,풀뿌리희망재단,기타장학,0,0,1,0,0,0,0,기타/일반,0,1,0,0,0,0,0,0,0,인원미정,100,소,"풀뿌리희망재단에서 천안 지역 내 사각지대 취약계층 중 최근 가계 소득 감소, 실직 등으로 인해 위기에 처한 가구를 지원하는 사업입니다"
2414,4713,대소장학회,장학금,0,0,0,0,0,1,0,"중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,0,21,중,200,중,대소장학회에서 대소면 지역의 장학생 선발을 통해 생활이 곤란하거나 성적이 우수한 학생을 지원하는 장학금입니다.
2415,4714,청포도,기타장학,0,0,1,0,0,0,0,"대학생, 전문대생",0,0,1,0,1,0,0,0,0,인원미정,0,금액미정,청포도 보호종료아동을 위한 커뮤니티케어센터에서 보호종료아동을 지원하는 사업입니다
2416,4715,강상면장학회,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,0,인원미정,100,소,강상면장학회에서 미래의 초석이 되는 학생에게 학자금등을 제공함으로서 더욱 열심히 학업에 정진하여 장차 국가사회발전뿐만 아니라 고장 발전에 기여할 수 있는 인재를 지원하는 장학금입니다.
2417,4716,인천광역시,대출지원,0,0,0,1,0,0,0,"대학생, 전문대생, 기타/일반",0,1,1,0,1,0,0,0,0,인원미정,0,금액미정,인천시에서 한국장학재단을 통해 대출받은 학자금의 2021년 하반기 발생이자를 지원하는 사업입니다.
2418,4717,구례군,장학금,0,0,0,0,0,1,0,"초등학생, 중학생, 고등학생, 대학생, 전문대생",1,0,1,0,1,1,0,1,124,대,200,중,구례군에서 21세기 지역발전을 주도할 우수인재를 지원하는 장학금입니다.
2419,4718,영월군,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,4,소,0,금액미정,"영월군에서 저소득가구 대학생에 대한 장학금 지원을 통해 학자금 부담을 경감시켜 저소득층 자립기반을 구축하고, 가계생활안정 및 지역인재를 지원하는 장학금입니다."
2420,4719,영월군,장학금,0,0,0,0,0,1,0,대학생,0,0,1,0,0,0,0,0,35,중,150,중,영월군에서 이반장 자녀로서 재능이 우수한 대학생에게 장학금을 지원하는 장학금입니다.
