,idx,company_type,공공기관/공기업,기업형태_기타,대기업,비영리단체/협회/재단,중견기업,중소기업,field,UCC,건설,건축,게임,공모분야_기타,공예,공학,과학,광고,기획,네이밍,디자인,마케팅,만화,문학,사진,순수미술,슬로건,시나리오,아이디어,영상,예체능,인테리어,창업,캐릭터,패션,학술,target,대상 제한 없음,대학생,직장인/일반인,청소년,benefit,기타,상장 수여,실제상용화,인턴/정규직채용,입사시 가산점,전시기회,해외연수,시상규모(만원),시상 규모
866,89028,대기업,0,0,1,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"기타, 상장 수여",1,1,0,0,0,0,0,3700,대
867,89038,공공기관/공기업,1,0,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,입사시 가산점,0,0,0,0,1,0,0,3000,대
868,89044,중소기업,0,0,0,0,0,1,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1100,대
869,89051,중소기업,0,0,0,0,0,1,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,입사시 가산점,0,0,0,0,1,0,0,2750,대
870,89061,중소기업,0,0,0,0,0,1,공모분야_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1950,대
871,89072,공공기관/공기업,1,0,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"실제상용화, 기타",1,0,1,0,0,0,0,460,중
872,89084,스타트업,0,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,650,대
873,89087,기업형태_기타,0,1,0,0,0,0,캐릭터/만화/게임,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,300,중
874,89094,금융권,0,0,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,260,중
875,89095,비영리단체/협회/재단,0,0,0,1,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,5600,대
876,89098,공공기관/공기업,1,0,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,1680,대
877,89099,기업형태_기타,0,1,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,4200,대
878,89100,비영리단체/협회/재단,0,0,0,1,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,0,시상규모미정
879,89101,비영리단체/협회/재단,0,0,0,1,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"기타, 상장 수여",1,1,0,0,0,0,0,500,중
880,89103,공공기관/공기업,1,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,4000,대
881,89104,공공기관/공기업,1,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,400,중
882,89105,중소기업,0,0,0,0,0,1,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,100,소
883,89106,기업형태_기타,0,1,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
884,89107,비영리단체/협회/재단,0,0,0,1,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,10000,대
885,89160,중소기업,0,0,0,0,0,1,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"인턴/정규직채용, 상장 수여",0,1,0,1,0,0,0,490,중
886,89162,비영리단체/협회/재단,0,0,0,1,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"청소년, 대학생",0,1,0,1,기타,1,0,0,0,0,0,0,24,소
887,89177,중소기업,0,0,0,0,0,1,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"기타, 상장 수여",1,1,0,0,0,0,0,1600,대
888,89213,비영리단체/협회/재단,0,0,0,1,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1200,대
889,89233,중소기업,0,0,0,0,0,1,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"실제상용화, 기타",1,0,1,0,0,0,0,1000,대
890,89241,대기업,0,0,1,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"입사시 가산점, 실제상용화",0,0,1,0,1,0,0,20000,대
891,89242,공공기관/공기업,1,0,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,5740,대
892,89265,비영리단체/협회/재단,0,0,0,1,0,0,예체능/패션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"대학생, 직장인/일반인",0,1,1,0,"기타, 상장 수여",1,1,0,0,0,0,0,500,중
893,89289,공공기관/공기업,1,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,상장 수여,0,1,0,0,0,0,0,300,중
894,89292,기업형태_기타,0,1,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,상장 수여,0,1,0,0,0,0,0,390,중
895,89298,기업형태_기타,0,1,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,700,대
896,89299,공공기관/공기업,1,0,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,3400,대
897,89301,비영리단체/협회/재단,0,0,0,1,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,3500,대
898,89303,비영리단체/협회/재단,0,0,0,1,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1450,대
899,89306,공공기관/공기업,1,0,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,2000,대
900,89307,비영리단체/협회/재단,0,0,0,1,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,1300,대
901,89308,공공기관/공기업,1,0,0,0,0,0,캐릭터/만화/게임,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1000,대
902,89309,중소기업,0,0,0,0,0,1,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1500,대
903,89346,공공기관/공기업,1,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1000,대
904,89359,스타트업,0,0,0,0,0,0,공모분야_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
905,89372,중소기업,0,0,0,0,0,1,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,100,소
906,89407,비영리단체/협회/재단,0,0,0,1,0,0,캐릭터/만화/게임,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,2000,대
907,89422,공공기관/공기업,1,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"청소년, 대학생",0,1,0,1,"기타, 상장 수여",1,1,0,0,0,0,0,0,시상규모미정
908,89471,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
909,89472,중소기업,0,0,0,0,0,1,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,상장 수여,0,1,0,0,0,0,0,400,중
910,89486,중소기업,0,0,0,0,0,1,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,180,소
911,89487,공공기관/공기업,1,0,0,0,0,0,창업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1100,대
912,89488,공공기관/공기업,1,0,0,0,0,0,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,6900,대
913,89489,공공기관/공기업,1,0,0,0,0,0,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"기타, 상장 수여",1,1,0,0,0,0,0,450,중
914,89490,공공기관/공기업,1,0,0,0,0,0,학술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,1500,대
915,89491,기업형태_기타,0,1,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,1700,대
916,89493,비영리단체/협회/재단,0,0,0,1,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
917,89494,공공기관/공기업,1,0,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,700,대
918,89495,기업형태_기타,0,1,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1600,대
919,89536,기업형태_기타,0,1,0,0,0,0,학술,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"대학생, 직장인/일반인",0,1,1,0,상장 수여,0,1,0,0,0,0,0,700,대
920,89538,기업형태_기타,0,1,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,청소년,0,0,0,1,상장 수여,0,1,0,0,0,0,0,7400,대
921,89563,스타트업,0,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,직장인/일반인,0,0,1,0,"기타, 상장 수여",1,1,0,0,0,0,0,1000,대
922,89579,스타트업,0,0,0,0,0,0,창업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"대학생, 직장인/일반인",0,1,1,0,"실제상용화, 상장 수여",0,1,1,0,0,0,0,50,소
923,89588,중소기업,0,0,0,0,0,1,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,상장 수여,0,1,0,0,0,0,0,1500,대
924,89626,기업형태_기타,0,1,0,0,0,0,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,490,중
925,89629,중소기업,0,0,0,0,0,1,예체능/패션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,청소년,0,0,0,1,상장 수여,0,1,0,0,0,0,0,310,중
926,89661,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,9000,대
927,89662,중소기업,0,0,0,0,0,1,공모분야_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,150,소
928,89664,비영리단체/협회/재단,0,0,0,1,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,200,소
929,89665,중소기업,0,0,0,0,0,1,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,직장인/일반인,0,0,1,0,기타,1,0,0,0,0,0,0,180,소
930,89667,공공기관/공기업,1,0,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,490,중
931,89668,비영리단체/협회/재단,0,0,0,1,0,0,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,500,중
932,89670,공공기관/공기업,1,0,0,0,0,0,공모분야_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
933,89671,공공기관/공기업,1,0,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,800,대
934,89672,공공기관/공기업,1,0,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,4000,대
935,89673,공공기관/공기업,1,0,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"입사시 가산점, 상장 수여",0,1,0,0,1,0,0,2500,대
936,89674,공공기관/공기업,1,0,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,850,대
937,89719,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대학생,0,1,0,0,"해외연수, 전시기회",0,0,0,0,0,1,1,160,소
938,89744,스타트업,0,0,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1000,대
939,89774,비영리단체/협회/재단,0,0,0,1,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,800,대
940,89783,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
941,89793,중소기업,0,0,0,0,0,1,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,실제상용화,0,0,1,0,0,0,0,1950,대
942,89805,공공기관/공기업,1,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1240,대
943,89834,비영리단체/협회/재단,0,0,0,1,0,0,건축/건설/인테리어,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,800,대
944,89835,중소기업,0,0,0,0,0,1,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,1700,대
945,89836,중소기업,0,0,0,0,0,1,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,1700,대
946,89837,중견기업,0,0,0,0,1,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,130,소
947,89839,중소기업,0,0,0,0,0,1,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,190,소
948,89840,중소기업,0,0,0,0,0,1,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,3000,대
949,89842,공공기관/공기업,1,0,0,0,0,0,네이밍/슬로건,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,110,소
950,89845,기업형태_기타,0,1,0,0,0,0,문학/시나리오,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1600,대
951,89848,기업형태_기타,0,1,0,0,0,0,캐릭터/만화/게임,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,120,소
952,89879,공공기관/공기업,1,0,0,0,0,0,창업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,대학생,0,1,0,0,"입사시 가산점, 상장 수여",0,1,0,0,1,0,0,2500,대
953,89891,스타트업,0,0,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
954,89907,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
955,89933,중소기업,0,0,0,0,0,1,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,인턴/정규직채용,0,0,0,1,0,0,0,180,소
956,89936,공공기관/공기업,1,0,0,0,0,0,창업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,650,대
957,89946,스타트업,0,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,실제상용화,0,0,1,0,0,0,0,120,소
958,89951,공공기관/공기업,1,0,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,상장 수여,0,1,0,0,0,0,0,1650,대
959,89960,공공기관/공기업,1,0,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
960,89961,기업형태_기타,0,1,0,0,0,0,캐릭터/만화/게임,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,590,대
961,89962,비영리단체/협회/재단,0,0,0,1,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
962,89964,기업형태_기타,0,1,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,250,소
963,89965,중소기업,0,0,0,0,0,1,창업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1770,대
964,89966,기업형태_기타,0,1,0,0,0,0,네이밍/슬로건,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,70,소
965,89967,비영리단체/협회/재단,0,0,0,1,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,청소년,0,0,0,1,기타,1,0,0,0,0,0,0,0,시상규모미정
966,89968,기업형태_기타,0,1,0,0,0,0,창업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,대학생,0,1,0,0,기타,1,0,0,0,0,0,0,650,대
967,89970,기업형태_기타,0,1,0,0,0,0,디자인/순수미술/공예,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,청소년,0,0,0,1,"기타, 상장 수여",1,1,0,0,0,0,0,500,중
968,89973,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,1650,대
969,90051,기업형태_기타,0,1,0,0,0,0,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,기타,1,0,0,0,0,0,0,0,시상규모미정
970,90054,금융권,0,0,0,0,0,0,사진/영상/UCC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,대상 제한 없음,1,0,0,0,"기타, 상장 수여",1,1,0,0,0,0,0,1550,대
971,90058,기업형태_기타,0,1,0,0,0,0,과학/공학,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,대학생,0,1,0,0,입사시 가산점,0,0,0,0,1,0,0,2700,대
972,90076,중소기업,0,0,0,0,0,1,기획/아이디어,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"대학생, 직장인/일반인",0,1,1,0,기타,1,0,0,0,0,0,0,3200,대
