,id,activity_name,recruit,prefer,activity_benefit,interests,fields,경영/컨설팅/마케팅,경제/금융,과학/공학/기술/IT,교육,기타,디자인/사진/예술/영상,문화/역사,뷰티/미용/화장품,사회공헌/교류,언론/미디어,여행/호텔/항공,요리/식품,유통/물류,의료/보건,정치/사회/법률,창업/자기계발,체육/헬스,콘텐츠,행사/페스티벌,환경/에너지,교통비,봉사활동시간,사은품 지급,수료증 및 인증서,실무 교육,인턴쉽 기회,입사시 혜택,전문가/임직원 멘토링,행사 참여,활동비,fields_기타,강연,기자단,마케터,멘토링,봉사단-국내,봉사단-해외,서포터즈,해외탐방-무료,해외탐방-유료,리더십,멘토링/수업 진행 경험,사진/영상/디자인 툴,외국어,우대역량_기타,취재/인터뷰/기사 경험,컴퓨터 활용능력,콘텐츠 기획/제작 경험,타 대외활동 경험,파워블로거/SNS,행사 기획 경험,휴학 중/시간 투자 가능,모집 인원,모집인원규모
65,120270,광주 인공지능 사관학교,00명,우대역량_기타,"실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","강연, 멘토링",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
66,120276,2023년 경기도청소년활동진흥센터 안전서포터즈 모집,10명,"파워블로거/SNS, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서","정치/사회/법률, 사회공헌/교류",서포터즈,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,10,소
67,120283,엔지닉 반도체 3일완성 빡공스터디 37기,300명,우대역량_기타,"사은품 지급, 실무 교육","교육, 과학/공학/기술/IT","멘토링, fields_기타",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,대
68,120286,윈스펙 공기업 취업 서포터즈 52기 모집,400명,파워블로거/SNS,수료증 및 인증서,교육,서포터즈,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,400,대
69,120291,2023년 청소년ㆍ청년 꿈 지원사업 「4ㆍ16의 꿈」 멘토모집,4명,멘토링/수업 진행 경험,"활동비, 행사 참여",기타,"멘토링, fields_기타",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,소
70,120296,대학생 진로교육봉사 < 꿈과낙 진로 서포터즈 6기 > 모집안내,0명,"파워블로거/SNS, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 수료증 및 인증서","교육, 기타","강연, 멘토링",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,9,소
71,120297,2023 KT&G 국제 대학생 창업교류전(AASVF) 서포터즈 모집,0명,외국어,"행사 참여, 수료증 및 인증서","행사/페스티벌, 창업/자기계발","서포터즈, 마케터",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,소
72,120307,2023년 대한민국 청년정책 공모전 서포터즈,300명,우대역량_기타,"수료증 및 인증서, 봉사활동시간","정치/사회/법률, 기타",서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,대
73,120316,2023 여행 무작정 따라하기 크리에이터 모집,20명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서","여행/호텔/항공, 디자인/사진/예술/영상",서포터즈,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,20,소
74,120329,특별한 전문가를 만드는 <킹메이커 퍼스널브랜딩!>,30명,멘토링/수업 진행 경험,전문가/임직원 멘토링,"경영/컨설팅/마케팅, 창업/자기계발","강연, 마케터",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,중
75,120330,[부산/경남] IT프로그래밍 취업교육생 선착순모집,20명,우대역량_기타,"활동비, 실무 교육","교육, 과학/공학/기술/IT","fields_기타, 강연",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
76,120334,[NAVER Z] ZEPETO 대학생 AMBASSADOR 모집 (~2/19),00명,우대역량_기타,"활동비, 수료증 및 인증서","디자인/사진/예술/영상, 경영/컨설팅/마케팅","서포터즈, 마케터",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
77,120337,LG U+ 알뜰폰 마케팅 서포터즈 모집,20명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","활동비, 수료증 및 인증서",콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20,소
78,120338,"[방학 추천활동] 기획을 배워보는 스터디 모집!! (상품기획, APP/WEB 기획, 역기획)",30명,휴학 중/시간 투자 가능,"실무 교육, 전문가/임직원 멘토링","과학/공학/기술/IT, 콘텐츠","멘토링, 마케터",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,중
79,120339,[온라인 포폴활동] 크라우드 펀딩에 도전하다!! 펀딩의 A to Z,30명,휴학 중/시간 투자 가능,"전문가/임직원 멘토링, 수료증 및 인증서","창업/자기계발, 콘텐츠","서포터즈, 마케터",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,중
80,120340,[대한민국 대표 민간문화외교] 제29기 한문화외교사절단 모집,00명,"리더십, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","문화/역사, 행사/페스티벌","서포터즈, 봉사단-해외",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,99,중
81,120347,2023 경상남도청년봉사단 신규 단원 모집,00명,"파워블로거/SNS, 사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 리더십, 타 대외활동 경험, 행사 기획 경험",봉사활동시간,사회공헌/교류,봉사단-국내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,99,중
82,120348,[마포교육복지센터]2023 학습멘토링 '캐스팅' 멘토 모집,00명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","수료증 및 인증서, 봉사활동시간","교육, 기타",봉사단-국내,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,99,중
83,120349,"자바개발자, 도전해볼지 고민이라면?? 들어보고 결정하세요!",00명,컴퓨터 활용능력,"실무 교육, 전문가/임직원 멘토링","교육, 과학/공학/기술/IT","강연, 멘토링",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99,중
84,120350,서울잇다푸드뱅크센터 홍보 서포터즈 5기 모집,30명,"파워블로거/SNS, 사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","언론/미디어, 요리/식품",서포터즈,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,30,중
85,120373,광주공유센터 쉐어프렌즈3기 모집,0명,우대역량_기타,"활동비, 수료증 및 인증서",콘텐츠,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
86,120375,2023 김포시청소년재단 시민모니터링단 서포터즈 5기 모집,15명,우대역량_기타,"활동비, 수료증 및 인증서",정치/사회/법률,서포터즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,소
87,120377,Quinoa 퀴노아 대학생 서포터즈 모집,30명,파워블로거/SNS,활동비,기타,서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,중
88,120378,넷마블 파트너 크리에이터 모집,0명,우대역량_기타,"사은품 지급, 행사 참여","디자인/사진/예술/영상, 과학/공학/기술/IT",서포터즈,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
90,120382,한국동서발전 대학생 기자단 MAKERS 5기 모집,10명,우대역량_기타,"활동비, 사은품 지급","환경/에너지, 콘텐츠",기자단,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,소
91,120386,울산광역시 남구 제15기 청소년참여위원회 모집,20명,우대역량_기타,"수료증 및 인증서, 봉사활동시간",정치/사회/법률,fields_기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
92,120389,2023년 지역주도형 청년일자리사업인 사회적경제 청년활동가 양성사업(2기) 참여 청년 모집,5명,우대역량_기타,"활동비, 교통비",경제/금융,fields_기타,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,소
93,120412,2023 월곡청소년센터 제 2기 대학생서포터즈 '멘토롱 또똣' 참가자 추가 모집,5명,"콘텐츠 기획/제작 경험, 타 대외활동 경험, 행사 기획 경험","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 사회공헌/교류","서포터즈, 멘토링",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,소
94,120415,아트스페이스 청년 예술가 모집 (~2/23),0명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능","활동비, 행사 참여","디자인/사진/예술/영상, 기타",fields_기타,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,9,소
95,120416,[하남시] 청년대외활동 : 1924서포터즈 4기 모집,20명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","행사 참여, 봉사활동시간","행사/페스티벌, 사회공헌/교류","서포터즈, 봉사단-국내",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,20,소
96,120417,꼼지락발전소 선거홍보관 서포터즈 모집,10명,휴학 중/시간 투자 가능,수료증 및 인증서,"언론/미디어, 정치/사회/법률",서포터즈,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,소
97,120418,배곧1청소년문화의집 청년서포터즈 '청랑' 2기 추가모집,0명,"리더십, 휴학 중/시간 투자 가능","수료증 및 인증서, 봉사활동시간","행사/페스티벌, 사회공헌/교류",서포터즈,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,소
98,120420,"[코딩 강의] ""스파르타코딩클럽 블로그 체험단을 모집합니다!"" (~2/7)",10명,"파워블로거/SNS, 휴학 중/시간 투자 가능",활동비,과학/공학/기술/IT,"서포터즈, fields_기타",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,소
99,120428,항공 빅데이터 교육과정 모집,25명,우대역량_기타,"활동비, 실무 교육","여행/호텔/항공, 과학/공학/기술/IT",강연,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,중
100,120431,대학생 공모전 연합동아리 BAMP(밤프) 34기 모집,24명,"사진/영상/디자인 툴, 콘텐츠 기획/제작 경험","행사 참여, 수료증 및 인증서","언론/미디어, 경영/컨설팅/마케팅","마케터, 강연",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,중
101,120436,장차관급 상을 주는 기자단이 있다?! [선플기자단 7기 2차 모집],00명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험","수료증 및 인증서, 봉사활동시간","언론/미디어, 콘텐츠","기자단, 봉사단-국내",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,99,중
102,120442,비전공자도 쉬운 김윤상 경영학 기본이론 '무료' 스터디 12기 모집,200명,우대역량_기타,"사은품 지급, 실무 교육","교육, 경영/컨설팅/마케팅","멘토링, fields_기타",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,대
103,120453,2023년 부산광역시일시청소년쉼터 제 15기 아웃리치자원봉사단 추가모집,00명,"리더십, 타 대외활동 경험","교통비, 봉사활동시간",기타,봉사단-국내,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99,중
104,120455,K-디지털 정보보안 불법유해차단 솔루션 개발자 과정,24명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능","실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT","멘토링, fields_기타",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,중
105,120457,[온라인 라이브] 클린코드 - 코드는 개발자의 얼굴! 깔끔한 코드를 작성하는 방법,00명,우대역량_기타,수료증 및 인증서,과학/공학/기술/IT,"멘토링, 강연",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
106,120458,당신의 첫 노동을 응원합니다! [김알바가 선물하는 알바키트],100명,우대역량_기타,사은품 지급,"행사/페스티벌, 기타",fields_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,중
107,120465,생명존중 미디어 모니터링단 3기 모집,0명,"컴퓨터 활용능력, 휴학 중/시간 투자 가능, 타 대외활동 경험","활동비, 수료증 및 인증서",기타,"서포터즈, fields_기타",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,9,소
108,120467,[국제청년센터] 유기견 보호소 봉사자 모집 (상시 모집),00명,우대역량_기타,봉사활동시간,"창업/자기계발, 사회공헌/교류",봉사단-국내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
109,120468,"[d·camp] 스타트업을 위한 로컬 진출 가이드 (지원사업 설명회, 1:1 멘토링)",00명,우대역량_기타,"전문가/임직원 멘토링, 행사 참여",창업/자기계발,"멘토링, 강연",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
110,120473,[무료 오픽] 토커비 24기 오픽 인강 체험단 모집 (~2/19),00명,우대역량_기타,사은품 지급,기타,fields_기타,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
111,120475,한국관광공사 대학생 기자단 트래블리더 15기 모집,32명,"취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험","행사 참여, 수료증 및 인증서","여행/호텔/항공, 디자인/사진/예술/영상",기자단,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,32,중
113,120481,[고용노동부] 이번 겨울 마지막 기회! <2박 3일 실무경험 프로젝트 9기>로 마케팅 실무역량 쌓고 알차게 방학 마무리하자!(~2/19),00명,휴학 중/시간 투자 가능,"실무 교육, 전문가/임직원 멘토링","교육, 경영/컨설팅/마케팅","멘토링, 강연",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,중
114,120483,수포자 탈출을 위한 <수리 기초 연산연습 100 문제> 무료 배포 이벤트,0000000명,우대역량_기타,"사은품 지급, 실무 교육","교육, 콘텐츠",fields_기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,인원미정
115,120484,“누구나 질문하고 답하는 리서치 커뮤니티” Quinoa(퀴노아) 대학생 서포터즈 모집,200명,파워블로거/SNS,활동비,기타,서포터즈,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200,대
116,120488,가재울청소년센터 SNS이벤트,0명,우대역량_기타,사은품 지급,"교육, 과학/공학/기술/IT",fields_기타,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
117,120489,송파구 반려인봉사단 '함께하시개' 단원 모집,10명,"파워블로거/SNS, 리더십, 휴학 중/시간 투자 가능, 타 대외활동 경험",봉사활동시간,"사회공헌/교류, 기타","봉사단-국내, 서포터즈",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,10,소
118,120490,한국관광공사 여행전문 기자단 다님 7기 모집,10명,"사진/영상/디자인 툴, 취재/인터뷰/기사 경험, 콘텐츠 기획/제작 경험, 타 대외활동 경험","활동비, 수료증 및 인증서","여행/호텔/항공, 디자인/사진/예술/영상",기자단,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,10,소
119,120491,[LG CNS] AI Genius 대학생 서포터즈 9기 모집 (~2/17),16명,"멘토링/수업 진행 경험, 콘텐츠 기획/제작 경험","활동비, 봉사활동시간","교육, 과학/공학/기술/IT","서포터즈, 봉사단-국내",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,소
120,120512,한국플랜트산업협회 제53기 봄학기 플랜트 교육생 모집,0명,우대역량_기타,실무 교육,교육,fields_기타,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,소
121,120514,취업을 디자인하자! 웹디자인&퍼블리싱 취업교육생 모집(부산/경남),20명,우대역량_기타,"활동비, 실무 교육","교육, 기타","fields_기타, 강연",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,소
122,120516,2023 청주시청소년참여위원회,20명,"콘텐츠 기획/제작 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험, 행사 기획 경험","활동비, 수료증 및 인증서","정치/사회/법률, 사회공헌/교류",fields_기타,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,20,소
123,120517,[고용노동부] 2023부산 관광/MICE 취업교육생 모집,19명,우대역량_기타,"활동비, 수료증 및 인증서","여행/호텔/항공, 교육","fields_기타, 강연",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,소
124,120527,한국꿈재단 2023 ‘런치위드히어로’ 사무 보조 모집,2명,"리더십, 휴학 중/시간 투자 가능","교통비, 봉사활동시간","교육, 사회공헌/교류","서포터즈, fields_기타",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,소
125,120530,[국비무료] 게임프로그래밍 | 부산게임학원! 유니티기반 VR/AR 콘텐츠 개발 취업 교육,30명,휴학 중/시간 투자 가능,"실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT",fields_기타,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,중
126,120534,위포트 홍기찬의 23상 오프라인 무료 취업특강,50명,우대역량_기타,실무 교육,교육,강연,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,중
127,120535,✨ 2023 ABC 부트캠프 {파이썬 프로그래밍 40일 챌린지} 월 100만원 지급!,25명,휴학 중/시간 투자 가능,"활동비, 사은품 지급","교육, 과학/공학/기술/IT","fields_기타, 멘토링",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,중
128,120537,2023 청소년 고민나눔 멘토링 힐링톡톡 서포터즈 1기 모집(~2/8),50명,멘토링/수업 진행 경험,봉사활동시간,사회공헌/교류,서포터즈,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,중
129,120541,윈스펙 온라인 직무역량강화캠프 4기 모집,000명,파워블로거/SNS,"실무 교육, 수료증 및 인증서",교육,서포터즈,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,999,대
130,120543,ART1ST(아트퍼스트) 시즌1 참여자 모집,00명,우대역량_기타,"전문가/임직원 멘토링, 행사 참여","언론/미디어, 디자인/사진/예술/영상",멘토링,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,중
132,120545,4차산업 사물인터넷(iot)시스템 개발자 교육,25명,"멘토링/수업 진행 경험, 휴학 중/시간 투자 가능, 타 대외활동 경험","실무 교육, 수료증 및 인증서","교육, 과학/공학/기술/IT","멘토링, fields_기타",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25,중
